gene_id	symbol	product	biotype	chrom	start	end	n_go	tier	n_lines_refined	lines_refined	reciprocal_pav	ecotype_only_corroborated	cnv	dmr	ref_divergence	reciprocal_present_in	ecotype_only_tier	ecotype_only_side	copies_lean	copies_siscowet	sv	ref_pav	n_lines_23_6	cluster_rep	cluster_size	caution	phase18_convergent	phase18_rank_score
gene-LOC120026539	LOC120026539	U5 spliceosomal RNA	snRNA	NC_052337.1	46243004	46243120	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026540	LOC120026540	polyubiquitin-like	protein_coding	NC_052307.1	29159552	29160848	6	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026446	5	tandem_cluster_n5	0	
gene-LOC120026543	LOC120026543	U5 spliceosomal RNA	snRNA	NC_052337.1	46252495	46252611	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026544	LOC120026544	U2 spliceosomal RNA	snRNA	NC_052337.1	46301585	46301775	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	lean			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026545	LOC120026545	U5 spliceosomal RNA	snRNA	NC_052337.1	46256098	46256214	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026549	LOC120026549	U5 spliceosomal RNA	snRNA	NC_052337.1	46270604	46270720	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026560	LOC120026560	U5 spliceosomal RNA	snRNA	NC_052337.1	46298956	46299072	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026561	LOC120026561	U5 spliceosomal RNA	snRNA	NC_052337.1	46300033	46300149	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026562	LOC120026562	U5 spliceosomal RNA	snRNA	NC_052337.1	46302139	46302255	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026563	LOC120026563	U5 spliceosomal RNA	snRNA	NC_052337.1	46303191	46303307	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026564	LOC120026564	U5 spliceosomal RNA	snRNA	NC_052337.1	46304242	46304358	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026565	LOC120026565	U5 spliceosomal RNA	snRNA	NC_052337.1	46305290	46305406	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026569	LOC120026569	U5 spliceosomal RNA	snRNA	NC_052337.1	46307375	46307491	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026570	LOC120026570	U5 spliceosomal RNA	snRNA	NC_052337.1	46308414	46308530	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026571	LOC120026571	U5 spliceosomal RNA	snRNA	NC_052337.1	46314736	46314852	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026580	LOC120026580	U5 spliceosomal RNA	snRNA	NC_052337.1	46239935	46240049	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026582	LOC120026582	U5 spliceosomal RNA	snRNA	NC_052337.1	46241986	46242100	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026628	LOC120026628	U2 spliceosomal RNA	snRNA	NC_052337.1	46302602	46302792	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026629	LOC120026629	U2 spliceosomal RNA	snRNA	NC_052337.1	46303653	46303843	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026630	LOC120026630	U2 spliceosomal RNA	snRNA	NC_052337.1	46304701	46304891	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026633	LOC120026633	U2 spliceosomal RNA	snRNA	NC_052337.1	46307825	46308015	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026638	LOC120026638	U2 spliceosomal RNA	snRNA	NC_052337.1	46242428	46242616	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026640	LOC120026640	U2 spliceosomal RNA	snRNA	NC_052337.1	45906321	45906504	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	3	0	0	1	gene-LOC120026572	10	noncoding;tandem_cluster_n10	0	
gene-LOC120026642	LOC120026642	U2 spliceosomal RNA	snRNA	NC_052337.1	46283140	46283332	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026660	LOC120026660	U2 spliceosomal RNA	snRNA	NC_052337.1	46252951	46253139	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026661	LOC120026661	U2 spliceosomal RNA	snRNA	NC_052337.1	46260158	46260346	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026576	83	noncoding;tandem_cluster_n83	0	
gene-LOC120026859	LOC120026859	zinc finger protein 865-like	protein_coding	NC_052338.1	7660206	7677181	3	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120026859	1	repeat_or_tandem_family	0	
gene-LOC120026882	LOC120026882	uncharacterized LOC120026882	lncRNA	NC_052338.1	19628545	19629052	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120027427	2	noncoding;repeat_or_tandem_family	0	
gene-LOC120026906	LOC120026906	uncharacterized LOC120026906	lncRNA	NC_052338.1	32972157	32976355	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	lean	2	1	0	0	1	gene-LOC120026906	1	noncoding;repeat_or_tandem_family	0	
gene-LOC120026910	LOC120026910	uncharacterized LOC120026910	lncRNA	NC_052338.1	19978922	19997477	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120027201	9	noncoding;repeat_or_tandem_family;tandem_cluster_n9	0	
gene-LOC120026978	LOC120026978	uncharacterized LOC120026978	protein_coding	NC_052338.1	20043224	20045443	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120027201	9	repeat_or_tandem_family;tandem_cluster_n9	0	
gene-LOC120026984	LOC120026984	uncharacterized LOC120026984	lncRNA	NC_052308.1	59822911	59824297	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	2	3	0	0	1	gene-LOC120026968	3	noncoding;repeat_or_tandem_family	0	
gene-LOC120027007	LOC120027007	uncharacterized LOC120027007	lncRNA	NC_052308.1	59940328	59941731	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	2	4	0	1	1	gene-LOC120027007	2	noncoding;repeat_or_tandem_family	0	0
gene-LOC120027011	LOC120027011	uncharacterized LOC120027011	lncRNA	NC_052338.1	16573361	16576081	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120027011	1	noncoding;repeat_or_tandem_family	0	
gene-LOC120027050	LOC120027050	uncharacterized LOC120027050	protein_coding	NC_052338.1	20053938	20057626	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120027201	9	repeat_or_tandem_family;tandem_cluster_n9	0	
gene-LOC120027057	LOC120027057	zinc finger transcription factor Trps1-like	protein_coding	NC_052338.1	21794585	21816154	5	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120027057	1	repeat_or_tandem_family	0	
gene-LOC120027074	LOC120027074	uncharacterized LOC120027074	lncRNA	NC_052308.1	60608333	60609618	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	3	4	0	0	1	gene-LOC120027074	1	noncoding;repeat_or_tandem_family	0	
gene-LOC120027130	LOC120027130	uncharacterized LOC120027130	protein_coding	NC_052308.1	61192252	61193878	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	2	3	0	0	1	gene-LOC120027103	4	repeat_or_tandem_family	0	
gene-LOC120027150	LOC120027150	uncharacterized LOC120027150	protein_coding	NC_052338.1	20154385	20156603	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120027201	9	repeat_or_tandem_family;tandem_cluster_n9	0	
gene-LOC120027201	LOC120027201	uncharacterized LOC120027201	protein_coding	NC_052338.1	19960407	19969454	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120027201	9	repeat_or_tandem_family;tandem_cluster_n9	0	
gene-LOC120027220	LOC120027220	uncharacterized LOC120027220	lncRNA	NC_052338.1	17517326	17518792	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	lean	2	1	0	0	1	gene-LOC120027220	1	noncoding;repeat_or_tandem_family	0	
gene-LOC120027316	LOC120027316	uncharacterized LOC120027316	lncRNA	NC_052338.1	6767547	6767948	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	lean	4	3	0	0	1	gene-LOC120027345	7	noncoding;repeat_or_tandem_family;tandem_cluster_n7	0	
gene-LOC120027323	LOC120027323	uncharacterized LOC120027323	lncRNA	NC_052338.1	27226674	27227096	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	23	24	0	0	1	gene-LOC120027323	1	noncoding;repeat_or_tandem_family	0	
gene-LOC120027345	LOC120027345	uncharacterized LOC120027345	lncRNA	NC_052338.1	6733726	6734123	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	3	7	0	0	1	gene-LOC120027345	7	noncoding;repeat_or_tandem_family;tandem_cluster_n7	0	
gene-LOC120027346	LOC120027346	uncharacterized LOC120027346	lncRNA	NC_052338.1	5712165	5716217	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-zgc:114119	2	noncoding;repeat_or_tandem_family	0	
gene-LOC120027377	LOC120027377	uncharacterized LOC120027377	lncRNA	NC_052338.1	10002282	10002680	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	lean	5	4	0	0	1	gene-LOC120027376	3	noncoding;repeat_or_tandem_family	0	
gene-LOC120027407	LOC120027407	uncharacterized LOC120027407	protein_coding	NC_052338.1	20007167	20009698	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120027201	9	repeat_or_tandem_family;tandem_cluster_n9	0	
gene-LOC120027458	LOC120027458	uncharacterized LOC120027458	protein_coding	NC_052338.1	20529461	20530564	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	49	50	0	0	1	gene-LOC120027458	1	repeat_or_tandem_family	0	
gene-LOC120027495	LOC120027495	histone-lysine N-methyltransferase, H3 lysine-79 specific-like	protein_coding	NC_052338.1	6606866	6609189	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	lean	2	1	0	0	1	gene-LOC120027495	1	repeat_or_tandem_family	0	
gene-LOC120027508	LOC120027508	keratin, type I cytoskeletal 13-like	protein_coding	NC_052308.1	65274940	65278130	1	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120027504	15	tandem_cluster_n15	0	
gene-LOC120027517	LOC120027517	zinc finger protein 687b-like	protein_coding	NC_052338.1	1701406	1711219	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120027517	1	repeat_or_tandem_family	0	
gene-LOC120027518	LOC120027518	keratin, type I cytoskeletal 13-like	protein_coding	NC_052308.1	65307017	65310366	1	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120027504	15	tandem_cluster_n15	0	
gene-LOC120027553	LOC120027553	U11 spliceosomal RNA	snRNA	NC_052338.1	16558773	16558908	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120027553	1	noncoding	0	
gene-LOC120027556	LOC120027556	small nucleolar RNA SNORD99	snoRNA	NC_052338.1	16575726	16575798	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120027561	3	noncoding	0	
gene-LOC120027560	LOC120027560	small nucleolar RNA SNORD103/SNORD85	snoRNA	NC_052338.1	16574437	16574514	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120027561	3	noncoding	0	
gene-LOC120027561	LOC120027561	small nucleolar RNA SNORA16B/SNORA16A family	snoRNA	NC_052338.1	16574118	16574253	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120027561	3	noncoding	0	
gene-LOC120027816	LOC120027816	uncharacterized LOC120027816	lncRNA	NC_052339.1	12082590	12087797	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	lean			1	0	2	gene-LOC120027816	1	noncoding;repeat_or_tandem_family	0	
gene-LOC120027915	LOC120027915	uncharacterized protein DDB_G0284459-like	protein_coding	NC_052339.1	32241947	32401405	2	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	lean			1	0	2	gene-LOC120027915	1	repeat_or_tandem_family	0	
gene-LOC120027918	LOC120027918	uncharacterized LOC120027918	protein_coding	NC_052308.1	71894054	71894732	5	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120027918	1	repeat_or_tandem_family	0	
gene-LOC120027956	LOC120027956	uncharacterized LOC120027956	lncRNA	NC_052339.1	10767247	10774636	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120027957	2	noncoding;repeat_or_tandem_family	0	
gene-LOC120027957	LOC120027957	uncharacterized LOC120027957	lncRNA	NC_052339.1	10762581	10768103	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120027957	2	noncoding;repeat_or_tandem_family	0	
gene-LOC120028050	LOC120028050	uncharacterized LOC120028050	protein_coding	NC_052339.1	84622	94967	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	4	0	0	1	gene-LOC120027761	3	repeat_or_tandem_family	0	
gene-LOC120028053	LOC120028053	uncharacterized LOC120028053	lncRNA	NC_052308.1	74227447	74229134	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	lean	5	3	0	0	1	gene-LOC120028046	3	noncoding;repeat_or_tandem_family	0	
gene-LOC120028073	LOC120028073	zinc finger protein 239-like	protein_coding	NC_052308.1	79632212	79640249	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120019509	3	repeat_or_tandem_family	0	
gene-LOC120028151	LOC120028151	uncharacterized LOC120028151	lncRNA	NC_052339.1	32392548	32394451	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	lean	11	1	0	0	1	gene-LOC120028151	1	noncoding;repeat_or_tandem_family	0	
gene-LOC120028229	LOC120028229	immunoglobulin superfamily member 11-like	protein_coding	NC_052340.1	10164455	10270411	3	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	lean			1	0	2	gene-LOC120028229	1	repeat_or_tandem_family	0	
gene-LOC120028231	LOC120028231	uncharacterized LOC120028231	lncRNA	NC_052308.1	75638146	75638584	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	4	13	0	0	1	gene-LOC120018312	2	noncoding;repeat_or_tandem_family	0	
gene-LOC120028286	LOC120028286	U4 spliceosomal RNA	snRNA	NC_052308.1	33044323	33044459	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	2	21	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028289	LOC120028289	U4 spliceosomal RNA	snRNA	NC_052308.1	33049758	33049894	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	11	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028294	LOC120028294	U4 spliceosomal RNA	snRNA	NC_052308.1	33051011	33051147	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	11	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028297	LOC120028297	U4 spliceosomal RNA	snRNA	NC_052308.1	33059887	33060023	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	9	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028303	LOC120028303	U4 spliceosomal RNA	snRNA	NC_052308.1	33081464	33081600	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	5	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028312	LOC120028312	U4 spliceosomal RNA	snRNA	NC_052308.1	33082717	33082853	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	3	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028315	LOC120028315	zinc finger FYVE domain-containing protein 1-like	protein_coding	NC_052340.1	11772420	11797550	1	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-dpf1	2	repeat_or_tandem_family	0	
gene-LOC120028320	LOC120028320	U4 spliceosomal RNA	snRNA	NC_052308.1	33083971	33084107	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	5	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028377	LOC120028377	uncharacterized LOC120028377	protein_coding	NC_052340.1	16656541	16658170	4	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120028377	1	repeat_or_tandem_family	0	
gene-LOC120028379	LOC120028379	uncharacterized LOC120028379	protein_coding	NC_052340.1	2251285	2267323	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120028614	7	repeat_or_tandem_family;tandem_cluster_n7	0	
gene-LOC120028410	LOC120028410	small nucleolar RNA SNORA57	snoRNA	NC_052308.1	49686108	49686239	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120028410	1	noncoding	0	
gene-LOC120028418	LOC120028418	small nucleolar RNA SNORD57	snoRNA	NC_052308.1	45168464	45168530	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120028503	2	noncoding	0	
gene-LOC120028441	LOC120028441	U4 spliceosomal RNA	snRNA	NC_052308.1	33027919	33028060	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	3	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028480	LOC120028480	small nucleolar RNA SNORA49	snoRNA	NC_052308.1	66532270	66532403	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120028480	1	noncoding	0	
gene-LOC120028503	LOC120028503	small nucleolar RNA SNORA26	snoRNA	NC_052308.1	45166839	45166963	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120028503	2	noncoding	0	
gene-LOC120028526	LOC120028526	U4 spliceosomal RNA	snRNA	NC_052308.1	33026666	33026807	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	3	11	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028546	LOC120028546	uncharacterized LOC120028546	protein_coding	NC_052340.1	9925778	9928488	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	lean			1	0	2	gene-LOC120028546	1	repeat_or_tandem_family	0	
gene-LOC120028552	LOC120028552	U4 spliceosomal RNA	snRNA	NC_052308.1	33030425	33030566	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	5	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028556	LOC120028556	U4 spliceosomal RNA	snRNA	NC_052308.1	33071268	33071409	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	3	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028563	LOC120028563	U4 spliceosomal RNA	snRNA	NC_052308.1	33085958	33086099	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	18	45	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028568	LOC120028568	U4 spliceosomal RNA	snRNA	NC_052308.1	33039618	33039759	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028575	LOC120028575	U4 spliceosomal RNA	snRNA	NC_052308.1	33087212	33087353	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	5	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028580	LOC120028580	U4 spliceosomal RNA	snRNA	NC_052308.1	33070021	33070162	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	2	13	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028589	LOC120028589	U4 spliceosomal RNA	snRNA	NC_052308.1	33031678	33031819	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	4	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028593	LOC120028593	U4 spliceosomal RNA	snRNA	NC_052308.1	33032931	33033072	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028616	LOC120028616	U4 spliceosomal RNA	snRNA	NC_052308.1	33029172	33029313	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	17	29	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028617	LOC120028617	zinc finger and BTB domain-containing protein 44-like	protein_coding	NC_052340.1	14098319	14116111	5	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120028617	1	repeat_or_tandem_family	0	
gene-LOC120028623	LOC120028623	U4 spliceosomal RNA	snRNA	NC_052308.1	33068774	33068915	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	2	4	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028644	LOC120028644	U4 spliceosomal RNA	snRNA	NC_052308.1	33045053	33045194	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028671	LOC120028671	U4 spliceosomal RNA	snRNA	NC_052308.1	33060402	33060541	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028677	LOC120028677	U4 spliceosomal RNA	snRNA	NC_052308.1	33025411	33025552	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	2	14	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028680	LOC120028680	U4 spliceosomal RNA	snRNA	NC_052308.1	33057921	33058059	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028727	LOC120028727	U4 spliceosomal RNA	snRNA	NC_052308.1	33025934	33026070	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	19	29	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028732	LOC120028732	U4 spliceosomal RNA	snRNA	NC_052308.1	33033457	33033593	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	6	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028737	LOC120028737	U4 spliceosomal RNA	snRNA	NC_052308.1	33027189	33027325	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	7	13	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028743	LOC120028743	U4 spliceosomal RNA	snRNA	NC_052308.1	33028442	33028578	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	2	10	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
gene-LOC120028748	LOC120028748	U4 spliceosomal RNA	snRNA	NC_052308.1	33029695	33029831	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	2	12	0	0	1	gene-LOC120028765	46	noncoding;tandem_cluster_n46	0	
