gene_id	eco_chrom	eco_start	eco_end	eco_strand	symbol	geneid	biotype	chrom	start	end	strand	is_named	product	n_go	go_bp	go_mf	go_cc	go_terms
gene-trnav-uac-35_38	ptg009640l	131714	131787	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnav-uac-45_42	ptg009640l	132310	132383	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120038409	ptg009642l	2308	12819	-	LOC120038409	120038409	protein_coding	NW_024059004.1	184	20352	-	0	adhesion G protein-coupled receptor E1-like	5	2	2	1	GO:0004930|GO:0005509|GO:0007166|GO:0007189|GO:0016020
gene-morn4	ptg009644l	4617	10612	+	morn4	120039000	protein_coding	NW_024059308.1	156779	161345	-	1	MORN repeat containing 4	0	0	0	0	NA
gene-LOC120038993	ptg009644l	33713	39028	-	LOC120038993	120038993	protein_coding	NW_024059308.1	128078	133454	+	0	ankyrin repeat domain-containing protein 2-like	0	0	0	0	NA
gene-st3gal7	ptg009644l	43576	57910	+	st3gal7	120038998	protein_coding	NW_024059308.1	109400	123607	-	1	ST3 beta-galactoside alpha-2,3-sialyltransferase 7	2	1	1	0	GO:0006486|GO:0047291
gene-LOC120052300_3	ptg009645l	10332	10912	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120035051	ptg009647l	40923	43709	-	LOC120035051	120035051	protein_coding	NC_052348.1	21902067	21904852	-	0	T-cell ecto-ADP-ribosyltransferase 1-like	2	0	2	0	GO:0003950|GO:0106274
gene-LOC120034799	ptg009647l	50840	52048	-	LOC120034799	120034799	protein_coding	NC_052348.1	21911984	21913191	-	0	NAD(P)(+)--arginine ADP-ribosyltransferase 1-like	2	0	2	0	GO:0003950|GO:0106274
gene-LOC120059733	ptg009649l	66954	71734	-	LOC120059733	120059733	protein_coding	NC_052321.1	5117581	5122589	+	0	uncharacterized LOC120059733	5	3	0	2	GO:0005737|GO:0006914|GO:0016020|GO:0016192|GO:0034058
gene-vps39	ptg009649l	109235	162978	-	vps39	120036663	protein_coding	NW_024058133.1	5	60816	+	1	VPS39 subunit of HOPS complex	7	4	1	2	GO:0005515|GO:0005737|GO:0006886|GO:0006914|GO:0016020|GO:0016192|GO:0034058
gene-LOC120056766_5	ptg009653l	43711	45774	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120041795_2	ptg009653l	78897	80816	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120038043_2	ptg009653l	83179	84852	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120035231_14	ptg009653l	112057	113327	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120033993	ptg009659l	1838	36258	+	LOC120033993	120033993	protein_coding	NC_052347.1	10059099	10130463	-	0	collagen alpha-1(XI) chain-like	1	0	1	0	GO:0005201
gene-trnad-guc-11_17	ptg009660l	3867	3939	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-11_44	ptg009660l	8554	8626	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-12_17	ptg009660l	19097	19169	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-13_11	ptg009660l	25585	25657	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-11_29	ptg009660l	28829	28901	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-14_38	ptg009660l	57214	57286	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-14_20	ptg009660l	61269	61341	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-13_17	ptg009660l	83166	83238	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-13_5	ptg009660l	84788	84860	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-12_15	ptg009660l	96953	97025	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-29_2	ptg009660l	97953	98024	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-29_3	ptg009660l	100386	100457	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-14_40	ptg009660l	114984	115056	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-14_13	ptg009660l	119042	119114	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-12_36	ptg009660l	123102	123174	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-13_41	ptg009660l	126350	126422	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-28_6	ptg009660l	144383	144454	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-14_44	ptg009660l	145005	145077	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-13_20	ptg009660l	145817	145889	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-12_33	ptg009660l	149061	149133	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-28_20	ptg009660l	158983	159054	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-14_5	ptg009660l	174007	174079	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-12_44	ptg009660l	174790	174862	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-12_7	ptg009660l	177195	177267	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-14_10	ptg009660l	178621	178693	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-12_31	ptg009660l	183431	183503	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-27_16	ptg009660l	186836	186907	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-12_22	ptg009660l	196966	197038	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-27_19	ptg009660l	197155	197226	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-27_8	ptg009660l	198777	198848	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-11_4	ptg009660l	200825	200897	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-27_12	ptg009660l	215223	215294	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-12_16	ptg009660l	217467	217539	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-28_21	ptg009660l	218467	218538	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-14_12	ptg009660l	219900	219972	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-28_14	ptg009660l	224144	224215	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-26_31	ptg009660l	233065	233136	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-28_15	ptg009660l	244054	244125	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-28_48	ptg009660l	248920	248991	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-29_12	ptg009660l	250543	250614	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-27_27	ptg009660l	252166	252237	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-14_14	ptg009660l	256004	256076	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-13_35	ptg009660l	277509	277581	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_25	ptg009660l	277698	277769	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_31	ptg009660l	283291	283362	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-14_35	ptg009660l	287073	287145	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-13_27	ptg009660l	289478	289550	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-14_2	ptg009660l	290261	290333	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_47	ptg009660l	292883	292954	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_21	ptg009660l	298476	298547	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-26_28	ptg009660l	302447	302518	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_36	ptg009660l	308068	308139	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-13_24	ptg009660l	324378	324450	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-14_18	ptg009660l	328321	328393	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-12_19	ptg009660l	329915	329987	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_38	ptg009660l	332509	332580	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_34	ptg009660l	338130	338201	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-14_4	ptg009660l	338752	338824	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-13_46	ptg009660l	341968	342040	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_26	ptg009660l	342940	343011	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-13_2	ptg009660l	347505	347577	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-12_8	ptg009660l	350665	350737	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-13_37	ptg009660l	352231	352303	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-13_42	ptg009660l	358607	358679	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_46	ptg009660l	360418	360489	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-12_38	ptg009660l	361040	361112	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_45	ptg009660l	366039	366110	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_23	ptg009660l	370849	370920	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-12_9	ptg009660l	371471	371543	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-28_29	ptg009660l	371660	371731	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-11_12	ptg009660l	373093	373165	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_41	ptg009660l	374093	374164	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-29_13	ptg009660l	374904	374975	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-26_8	ptg009660l	375715	375786	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_28	ptg009660l	376526	376597	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_40	ptg009660l	378959	379030	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-11_33	ptg009660l	380392	380464	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_22	ptg009660l	381392	381463	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-27_41	ptg009660l	383014	383085	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_44	ptg009660l	384636	384707	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-12_37	ptg009660l	385258	385330	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-29_9	ptg009660l	386258	386329	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_32	ptg009660l	387880	387951	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-27_2	ptg009660l	388691	388762	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-14_34	ptg009660l	389313	389385	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_30	ptg009660l	389502	389573	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-29_35	ptg009660l	391935	392006	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-12_29	ptg009660l	392557	392629	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_43	ptg009660l	392746	392817	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_27	ptg009660l	394368	394439	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_37	ptg009660l	396801	396872	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_35	ptg009660l	399234	399305	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-12_34	ptg009660l	400666	400738	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-26_27	ptg009660l	400855	400926	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-18_33	ptg009660l	401666	401737	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120020106_19	ptg009660l	405809	406913	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-11_21	ptg009660l	412598	412670	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-29_17	ptg009660l	412787	412858	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-13_15	ptg009660l	420708	420780	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-11_8	ptg009660l	431251	431323	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-27_17	ptg009660l	431440	431511	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-11_16	ptg009660l	433684	433756	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-27_47	ptg009660l	433873	433944	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-27_28	ptg009660l	437117	437188	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-13_13	ptg009660l	437739	437811	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-13_22	ptg009660l	439361	439433	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-12_35	ptg009660l	442605	442677	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-29_30	ptg009660l	443605	443676	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-12_39	ptg009660l	451526	451598	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-12_20	ptg009660l	453959	454031	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-27_35	ptg009660l	454148	454219	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-26_7	ptg009660l	454959	455030	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-26_16	ptg009660l	465502	465573	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-11_46	ptg009660l	468557	468629	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-29_41	ptg009660l	469557	469628	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnad-guc-11_30	ptg009660l	470179	470251	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-26_15	ptg009660l	471179	471250	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-26_20	ptg009660l	483310	483381	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-27_23	ptg009660l	488159	488230	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-27_29	ptg009660l	489776	489847	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-27_24	ptg009660l	492201	492272	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnag-gcc-29_6	ptg009660l	499478	499549	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120039659	ptg009662l	1314	26509	-	LOC120039659	120039659	protein_coding	NW_024059781.1	1232	30561	-	0	vascular endothelial growth factor receptor 3-like	0	0	0	0	NA
gene-trnak-uuu-15_12	ptg009668l	883	956	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnaw-cca-95_9	ptg009668l	1124	1196	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnak-uuu-40_3	ptg009668l	2155	2228	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnak-uuu-13_10	ptg009668l	3425	3498	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnaw-cca-94_7	ptg009668l	3666	3738	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnaw-cca-68_38	ptg009668l	4939	5011	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnaw-cca-68_40	ptg009668l	8757	8829	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnaw-cca-78_23	ptg009668l	10029	10101	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnaw-cca-68_42	ptg009668l	11302	11374	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnak-uuu-71_1	ptg009668l	12334	12407	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnaw-cca-68_41	ptg009668l	13847	13919	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnaw-cca-78_28	ptg009668l	15119	15191	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnak-uuu-85_3	ptg009668l	16150	16223	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnak-uuu-80_2	ptg009668l	17421	17494	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnaw-cca-92_7	ptg009668l	17661	17733	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnak-uuu-86_10	ptg009668l	20524	20597	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnaw-cca-26_2	ptg009668l	22036	22108	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnak-uuu-51_12	ptg009668l	23067	23140	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-snx17	ptg009669l	19620	66065	-	snx17	120019415	protein_coding	NC_052330.1	36724970	36784630	+	1	sorting nexin 17	3	1	1	1	GO:0005769|GO:0006886|GO:0035091
gene-atraid	ptg009669l	67100	70851	+	atraid	120019490	protein_coding	NC_052330.1	36720187	36723937	-	1	all-trans retinoic acid-induced differentiation factor	2	1	0	1	GO:0043231|GO:0045669
gene-eif2b4	ptg009669l	71586	85041	-	eif2b4	120019210	protein_coding	NC_052330.1	36685712	36719451	+	1	eukaryotic translation initiation factor 2B, subunit 4 delta	1	1	0	0	GO:0044237
gene-LOC120036399_8	ptg009670l	80097	80216	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120036399_7	ptg009670l	81744	81863	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120043376	ptg009670l	101083	101203	-	LOC120043376	120043376	rRNA	NW_024061644.1	95917	96036	-	0	5S ribosomal RNA	0	0	0	0	NA
gene-LOC120017930	ptg009673l	381	18698	+	LOC120017930	120017930	protein_coding	NC_052328.1	20131561	20159717	+	0	regulating synaptic membrane exocytosis protein 1-like	8	4	2	2	GO:0031267|GO:0042391|GO:0042734|GO:0044325|GO:0048167|GO:0048788|GO:0048791|GO:0050806
gene-LOC120040982	ptg009681l	187730	196776	-	LOC120040982	120040982	protein_coding	NW_024060999.1	9053	18069	-	0	RING finger protein 150-like	0	0	0	0	NA
gene-LOC120051522	ptg009691l	64073	85432	-	LOC120051522	120051522	protein_coding	NC_052313.1	58397258	58417589	+	0	rho-related GTP-binding protein RhoE-like	3	1	2	0	GO:0003924|GO:0005525|GO:0007264
gene-LOC120018961_1	ptg009697l	17650	18233	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120018960_1	ptg009697l	26220	28333	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120018071_1	ptg009697l	36276	37221	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-cwf19l2	ptg009697l	77557	113003	+	cwf19l2	120038929	protein_coding	NW_024059264.1	24658	66811	-	1	CWF19 like cell cycle control factor 2	2	1	0	1	GO:0000398|GO:0071014
gene-nkd2b	ptg009700l	0	968	+	nkd2b	120031464	protein_coding	NC_052343.1	30630254	30704992	+	1	NKD inhibitor of WNT signaling pathway 2b	3	1	1	1	GO:0005509|GO:0005737|GO:0030178
gene-wnt5b	ptg009701l	12547	13725	+	wnt5b	120043001	protein_coding	NW_024061564.1	241770	279347	-	1	wingless-type MMTV integration site family, member 5b	8	4	2	2	GO:0005109|GO:0005125|GO:0005576|GO:0005615|GO:0007275|GO:0030182|GO:0045165|GO:0060070
gene-LOC120043788_19	ptg009714l	44362	45055	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120037323_8	ptg009714l	49116	51092	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120035866_5	ptg009714l	88701	89752	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120036889_2	ptg009714l	91825	93467	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120039582_3	ptg009714l	111247	111974	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120038049	ptg009714l	120982	126448	-	LOC120038049	120038049	lncRNA	NW_024058853.1	221272	226695	+	0	uncharacterized LOC120038049	0	0	0	0	NA
gene-LOC120039296	ptg009716l	15874	37461	-	LOC120039296	120039296	protein_coding	NW_024059475.1	234333	264906	+	0	WASP homolog-associated protein with actin, membranes and microtubules	6	2	2	2	GO:0003779|GO:0005737|GO:0006888|GO:0033116|GO:0034314|GO:0071933
gene-LOC120038136_1	ptg009720l	14709	21164	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120037610	ptg009722l	3731	19173	-	LOC120037610	120037610	protein_coding	NW_024058536.1	4667	47948	+	0	amyloid-beta A4 precursor protein-binding family A member 1-like	5	1	1	3	GO:0001540|GO:0005737|GO:0005886|GO:0007268|GO:0043197
gene-LOC120043045_1	ptg009724l	63680	66816	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120018024	ptg009732l	5376	135333	-	LOC120018024	120018024	protein_coding	NC_052329.1	2487367	2584834	-	0	rho GTPase-activating protein 42-like	3	0	2	1	GO:0005096|GO:0005515|GO:0005737
