gene_id	eco_chrom	eco_start	eco_end	eco_strand	symbol	geneid	biotype	chrom	start	end	strand	is_named	product	n_go	go_bp	go_mf	go_cc	go_terms
gene-LOC120066819_5	ptg010179l	86020	86137	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120066888_1	ptg010179l	86503	86694	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120066817_8	ptg010179l	87082	87199	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120066885_4	ptg010179l	87564	87755	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120066818_2	ptg010179l	88216	88333	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120036021_3	ptg010180l	678	3511	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120036678_1	ptg010180l	3552	5041	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120040621	ptg010183l	8561	10397	+	LOC120040621	120040621	rRNA	NW_024060666.1	9245	11079	-	0	18S ribosomal RNA	0	0	0	0	NA
gene-LOC120054224_10	ptg010183l	10964	11118	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120038683	ptg010184l	1514	1668	-	LOC120038683	120038683	rRNA	NW_024059152.1	2174	2327	-	0	5.8S ribosomal RNA	0	0	0	0	NA
gene-LOC120040203	ptg010194l	35464	37168	-	LOC120040203	120040203	protein_coding	NW_024060291.1	4361	6066	+	0	POU domain, class 4, transcription factor 1-like	3	1	2	0	GO:0000978|GO:0000981|GO:0006357
gene-LOC120039101	ptg010194l	47444	58089	-	LOC120039101	120039101	protein_coding	NW_024059376.1	18378	29045	+	0	ORC ubiquitin ligase 1-like	3	2	1	0	GO:0004842|GO:0006275|GO:0006513
gene-LOC120059745	ptg010195l	44285	95795	+	LOC120059745	120059745	protein_coding	NC_052321.1	6772012	6826945	-	0	sodium/calcium exchanger 3-like	6	2	1	3	GO:0005432|GO:0030424|GO:0035725|GO:0042383|GO:0098703|GO:0098794
gene-map3k9	ptg010195l	177847	244733	+	map3k9	120059721	protein_coding	NC_052321.1	2214352	2284709	+	1	mitogen-activated protein kinase kinase kinase 9	4	1	3	0	GO:0004706|GO:0005515|GO:0005524|GO:0006468
gene-LOC120059722	ptg010195l	263513	266757	-	LOC120059722	120059722	protein_coding	NC_052321.1	2303490	2306731	-	0	tetratricopeptide repeat protein 9A-like	1	0	1	0	GO:0005515
gene-med6	ptg010195l	276177	282348	+	med6	120036215	protein_coding	NW_024057951.1	2960	9155	+	1	mediator complex subunit 6	4	1	1	2	GO:0003713|GO:0006357|GO:0016592|GO:0070847
gene-LOC120036214	ptg010195l	283773	319291	+	LOC120036214	120036214	protein_coding	NW_024057951.1	10581	74644	+	0	pecanex-like protein 1	0	0	0	0	NA
gene-LOC120037830	ptg010198l	8470	50808	+	LOC120037830	120037830	protein_coding	NW_024058681.1	941	44474	-	0	puratrophin-1-like	0	0	0	0	NA
gene-LOC120036966	ptg010207l	92819	93053	-	LOC120036966	120036966	protein_coding	NW_024058272.1	22227	22460	+	0	protein phosphatase 1 regulatory subunit 14B-like	3	1	1	1	GO:0004865|GO:0005737|GO:0042325
gene-LOC120039342_8	ptg010213l	184696	185320	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-stk3	ptg010214l	3162	26051	+	stk3	120026944	protein_coding	NC_052338.1	36410206	36440717	+	1	serine/threonine kinase 3 (STE20 homolog, yeast)	7	4	2	1	GO:0004674|GO:0005524|GO:0005737|GO:0006468|GO:0035556|GO:0043408|GO:0051262
gene-rida	ptg010214l	28615	47933	+	rida	120027369	protein_coding	NC_052338.1	36443267	36462986	+	1	reactive intermediate imine deaminase A homolog	3	1	1	1	GO:0005829|GO:0019239|GO:1901565
gene-LOC120027371	ptg010214l	39100	41401	+	LOC120027371	120027371	lncRNA	NC_052338.1	36453850	36456243	+	0	uncharacterized LOC120027371	0	0	0	0	NA
gene-si:dkey-284p5.3	ptg010214l	56313	71780	-	si:dkey-284p5.3	120027116	protein_coding	NC_052338.1	36471581	36487106	-	1	uncharacterized protein LOC557830 homolog	0	0	0	0	NA
gene-rpl30	ptg010214l	72718	85525	+	rpl30	120027505	protein_coding	NC_052338.1	36488045	36500435	+	1	ribosomal protein L30	3	0	2	1	GO:0003723|GO:0003735|GO:0022625
gene-lmx1a	ptg010223l	1713	24682	-	lmx1a	120054364	protein_coding	NC_052316.1	45438406	45464238	+	1	LIM homeobox transcription factor 1, alpha	5	2	2	1	GO:0000977|GO:0000981|GO:0005634|GO:0006357|GO:0030182
gene-rxrgb	ptg010223l	33719	72192	-	rxrgb	120055089	protein_coding	NC_052316.1	45327133	45429120	+	1	retinoid X receptor, gamma b	11	5	4	2	GO:0003707|GO:0004879|GO:0005634|GO:0008270|GO:0030154|GO:0032526|GO:0044323|GO:0045944|GO:0048384|GO:0048856|GO:0090575
gene-tbx18_1	ptg010229l	2680	28221	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120036910	ptg010230l	5129	6089	-	LOC120036910	120036910	protein_coding	NW_024058245.1	45461	46749	+	0	extensin-like	0	0	0	0	NA
gene-LOC120036908	ptg010230l	5839	32996	+	LOC120036908	120036908	protein_coding	NW_024058245.1	8094	43118	-	0	microtubule cross-linking factor 1-like	2	1	0	1	GO:0005615|GO:0010506
gene-LOC120031514_1	ptg010232l	26712	28349	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-ptdss1a	ptg010232l	29621	59179	-	ptdss1a	120030764	protein_coding	NC_052343.1	32081011	32110682	+	1	phosphatidylserine synthase 1a	2	1	1	0	GO:0006659|GO:0106245
gene-LOC120031405	ptg010232l	66747	70345	-	LOC120031405	120031405	protein_coding	NC_052343.1	32069875	32073439	+	0	membrane-spanning 4-domains subfamily A member 4D	1	0	0	1	GO:0016020
gene-si:ch211-269k10.4	ptg010232l	80219	83222	+	si:ch211-269k10.4	120031532	protein_coding	NC_052343.1	32057000	32060002	-	1	uncharacterized protein LOC100150242 homolog	0	0	0	0	NA
gene-LOC120030992	ptg010232l	87147	90911	-	LOC120030992	120030992	protein_coding	NC_052343.1	31998441	32053082	+	0	pleckstrin homology domain-containing family G member 4B-like	0	0	0	0	NA
gene-LOC120017968	ptg010234l	38814	67076	-	LOC120017968	120017968	protein_coding	NC_052328.1	33292328	33320415	+	0	EH domain-binding protein 1-like	0	0	0	0	NA
gene-get3	ptg010238l	887	7824	-	get3	120032564	protein_coding	NC_052345.1	6825744	6832543	-	1	guided entry of tail-anchored proteins factor 3, ATPase	4	1	2	1	GO:0005524|GO:0006620|GO:0016887|GO:0043529
gene-ntan1	ptg010238l	10715	13898	-	ntan1	120032537	protein_coding	NC_052345.1	6835435	6838617	-	1	N-terminal asparagine amidase	3	1	1	1	GO:0005634|GO:0006511|GO:0008418
gene-LOC120032650_1	ptg010238l	14071	23592	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnap-agg_3	ptg010242l	2179	2251	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-fgl2a_1	ptg010243l	49234	55739	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120032098	ptg010243l	153921	162767	-	LOC120032098	120032098	protein_coding	NC_052344.1	21039085	21048267	-	0	ras-related protein Rab-19-like	3	0	2	1	GO:0003924|GO:0005525|GO:0005802
gene-LOC120031908_1	ptg010243l	195248	205066	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-rint1	ptg010243l	206829	214527	+	rint1	120031907	protein_coding	NC_052344.1	21093385	21101091	+	1	RAD50 interactor 1	4	3	0	1	GO:0006888|GO:0006890|GO:0060628|GO:0070939
gene-lsm8	ptg010243l	214749	218509	+	lsm8	120032012	protein_coding	NC_052344.1	21101314	21105075	+	1	LSM8 homolog, U6 small nuclear RNA associated	5	1	1	3	GO:0000398|GO:0003723|GO:0005688|GO:0046540|GO:0071011
gene-LOC120031736	ptg010243l	224683	229603	-	LOC120031736	120031736	protein_coding	NC_052344.1	21111249	21116528	-	0	thymidine phosphorylase-like	5	2	2	1	GO:0004645|GO:0005829|GO:0006206|GO:0006213|GO:0016154
gene-LOC120037165	ptg010243l	235588	239417	-	LOC120037165	120037165	protein_coding	NW_024058336.1	19370	25294	+	0	thymidine phosphorylase-like	5	2	2	1	GO:0004645|GO:0005829|GO:0006206|GO:0006213|GO:0016154
gene-LOC120037164	ptg010243l	251262	251850	-	LOC120037164	120037164	protein_coding	NW_024058336.1	13388	18749	+	0	CD82 antigen-like	1	0	0	1	GO:0016020
gene-LOC120032269	ptg010243l	257752	283250	-	LOC120032269	120032269	protein_coding	NC_052344.1	21159779	21180529	-	0	thymidine phosphorylase-like	5	2	2	1	GO:0004645|GO:0005829|GO:0006206|GO:0006213|GO:0016154
gene-LOC120032270	ptg010243l	257752	263743	-	LOC120032270	120032270	protein_coding	NC_052344.1	21174754	21180533	-	0	thymidine phosphorylase-like	5	2	2	1	GO:0004645|GO:0005829|GO:0006206|GO:0006213|GO:0016154
gene-LOC120059627	ptg010245l	648	15281	-	LOC120059627	120059627	protein_coding	NC_052320.1	14444227	14458975	+	0	lysine-specific demethylase 9-like	1	0	0	1	GO:0005783
gene-LOC120059177	ptg010245l	17637	328865	-	LOC120059177	120059177	protein_coding	NC_052320.1	14134671	14441870	+	0	membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3-like	3	1	1	1	GO:0005515|GO:0005737|GO:0007165
gene-si:ch73-206d17.1	ptg010245l	344065	349711	+	si:ch73-206d17.1	120059176	protein_coding	NC_052320.1	14113852	14119483	-	1	tyrosine-protein kinase STYK1	7	4	2	1	GO:0004714|GO:0005524|GO:0006468|GO:0007169|GO:0007275|GO:0033674|GO:0043235
gene-LOC120059175	ptg010245l	352509	383775	-	LOC120059175	120059175	protein_coding	NC_052320.1	14078895	14111056	+	0	transmembrane protein 269-like	3	1	1	1	GO:0008654|GO:0016020|GO:0016780
gene-hspg2	ptg010245l	399589	538198	-	hspg2	120059625	protein_coding	NC_052320.1	13921009	14062970	+	1	heparan sulfate proteoglycan 2	2	0	2	0	GO:0005509|GO:0005515
gene-LOC120036780_9	ptg010246l	22459	22621	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120036783_8	ptg010246l	24099	24253	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120036978_17	ptg010246l	25723	25885	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120035549_2	ptg010246l	28995	29149	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120040445_40	ptg010246l	90787	90951	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120040445_49	ptg010246l	163979	164143	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120040445_27	ptg010246l	206904	207068	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120040583_36	ptg010246l	260884	261003	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120040583_35	ptg010246l	269783	269902	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120036991_13	ptg010246l	291038	291157	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120037750_26	ptg010246l	294802	294956	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120040542_20	ptg010246l	296428	296590	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120035549_20	ptg010246l	298074	298228	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120035549_16	ptg010246l	301340	301494	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120036780_25	ptg010246l	304598	304760	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120048909_31	ptg010246l	309479	309641	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120038441_14	ptg010247l	1606	1725	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120043516_9	ptg010247l	3247	3366	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120038441_4	ptg010247l	8170	8289	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120038441_13	ptg010247l	9812	9931	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120038441	ptg010247l	11455	11574	-	LOC120038441	120038441	rRNA	NW_024059011.1	42096	42214	-	0	5S ribosomal RNA	0	0	0	0	NA
gene-LOC120040445_47	ptg010247l	92692	92856	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120040445_1	ptg010247l	185611	185775	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120040445_7	ptg010247l	187276	187440	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120043243_23	ptg010247l	200145	200264	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120043243_4	ptg010247l	206699	206818	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120043243_24	ptg010247l	213246	213365	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120040445_31	ptg010247l	243126	243290	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-slc32a1_1	ptg010248l	76476	79548	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-aurka_1	ptg010248l	84078	93707	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120057729_1	ptg010248l	96402	104808	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120057721	ptg010248l	106137	109936	-	LOC120057721	120057721	protein_coding	NC_052308.1	344493	348291	+	0	tubulin beta-6 chain-like	7	2	3	2	GO:0000226|GO:0000278|GO:0003924|GO:0005200|GO:0005525|GO:0005737|GO:0005874
gene-LOC120057705	ptg010248l	115279	121928	-	LOC120057705	120057705	protein_coding	NC_052308.1	332662	339151	+	0	ATP-dependent RNA helicase DDX19B-like	6	1	3	2	GO:0003723|GO:0003724|GO:0005524|GO:0005634|GO:0010494|GO:0016973
gene-LOC120020045	ptg010248l	132505	133907	-	LOC120020045	120020045	protein_coding	NC_052308.1	320457	322152	+	0	proline-rich extensin-like protein EPR1	0	0	0	0	NA
gene-camk2n1	ptg010248l	158195	159977	-	camk2n1	120023849	protein_coding	NC_052308.1	292041	293816	+	1	calcium/calmodulin dependent protein kinase II inhibitor 1	3	1	2	0	GO:0006469|GO:0008427|GO:0019901
gene-LOC120020034	ptg010248l	165337	176073	-	LOC120020034	120020034	protein_coding	NC_052308.1	276019	286678	+	0	trypsin-3-like	3	1	1	1	GO:0004252|GO:0005615|GO:0006508
gene-LOC120020027	ptg010248l	189174	195097	+	LOC120020027	120020027	protein_coding	NC_052308.1	256995	262917	-	0	cytidine deaminase-like	4	1	2	1	GO:0004126|GO:0005829|GO:0008270|GO:0009972
gene-LOC120057678	ptg010248l	199519	245802	-	LOC120057678	120057678	protein_coding	NC_052308.1	207934	252542	+	0	mitogen-activated protein kinase 14A-like	6	2	2	2	GO:0004707|GO:0005524|GO:0005634|GO:0005737|GO:0006468|GO:0035556
gene-LOC120057667	ptg010248l	248697	250031	-	LOC120057667	120057667	lncRNA	NC_052308.1	203705	205038	+	0	uncharacterized LOC120057667	0	0	0	0	NA
gene-LOC120057651	ptg010248l	248842	251625	+	LOC120057651	120057651	protein_coding	NC_052308.1	202111	204893	-	0	protein kish-B	0	0	0	0	NA
gene-LOC120023840	ptg010248l	268175	271243	-	LOC120023840	120023840	protein_coding	NC_052308.1	182482	185550	+	0	beta-1,3-galactosyltransferase 6-like	4	2	1	1	GO:0006024|GO:0006486|GO:0016020|GO:0035250
gene-LOC120020020	ptg010248l	311456	344101	-	LOC120020020	120020020	protein_coding	NC_052308.1	92629	142677	+	0	copine-8-like	3	1	1	1	GO:0005544|GO:0005886|GO:0071277
gene-LOC120039434	ptg010251l	146714	148346	+	LOC120039434	120039434	protein_coding	NW_024059572.1	925	2556	+	0	voltage-dependent T-type calcium channel subunit alpha-1H-like	0	0	0	0	NA
gene-LOC120039435	ptg010251l	152160	154756	+	LOC120039435	120039435	lncRNA	NW_024059572.1	6371	8965	+	0	uncharacterized LOC120039435	0	0	0	0	NA
gene-LOC120038587	ptg010255l	33482	41248	-	LOC120038587	120038587	protein_coding	NW_024059079.1	4721	12819	+	0	cytochrome P450 26B1-like	5	1	4	0	GO:0004497|GO:0005506|GO:0016125|GO:0016705|GO:0020037
gene-LOC120061478	ptg010256l	7831	15519	-	LOC120061478	120061478	protein_coding	NC_052322.1	44344900	44352610	-	0	cytochrome c oxidase subunit 4 isoform 2, mitochondrial-like	2	1	0	1	GO:0005751|GO:0006123
gene-LOC120037644_34	ptg010261l	13488	16326	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120051678_1	ptg010263l	98819	108457	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120031912	ptg010266l	163181	172815	+	LOC120031912	120031912	protein_coding	NC_052344.1	24532870	24540410	-	0	red-sensitive opsin-like	6	3	1	2	GO:0001750|GO:0004930|GO:0007186|GO:0007601|GO:0007602|GO:0016020
gene-cunh20orf194	ptg010267l	39762	57674	-	cunh20orf194	120038180	protein_coding	NW_024058896.1	2469	21041	-	1	chromosome unknown C20orf194 homolog	0	0	0	0	NA
gene-nop58	ptg010278l	20573	51047	-	nop58	120036993	protein_coding	NW_024058275.1	115496	135448	-	1	NOP58 ribonucleoprotein homolog (yeast)	3	0	1	2	GO:0030515|GO:0031428|GO:0032040
gene-LOC120037001	ptg010278l	27980	28063	-	LOC120037001	120037001	snoRNA	NW_024058275.1	119749	119831	-	0	small nucleolar RNA SNORD11B	0	0	0	0	NA
gene-LOC120037003	ptg010278l	30929	31010	-	LOC120037003	120037003	snoRNA	NW_024058275.1	122011	122091	-	0	small nucleolar RNA SNORD11B	0	0	0	0	NA
gene-pcid2_1	ptg010279l	40412	50331	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-prozb_2	ptg010279l	50259	53764	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-f10_1	ptg010279l	54406	58766	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-f7i	ptg010279l	59104	63366	-	f7i	120033709	protein_coding	NC_052346.1	18788757	18793018	-	1	coagulation factor VIIi	6	2	2	2	GO:0004252|GO:0005509|GO:0005576|GO:0005615|GO:0006508|GO:0007596
gene-f7	ptg010279l	68422	73513	-	f7	120033585	protein_coding	NC_052346.1	18798082	18803148	-	1	coagulation factor VII	6	2	2	2	GO:0004252|GO:0005509|GO:0005576|GO:0005615|GO:0006508|GO:0007596
gene-f7l	ptg010279l	73685	77087	-	f7l	120033584	protein_coding	NC_052346.1	18803321	18806839	-	1	coagulation factor VII, like	6	2	2	2	GO:0004252|GO:0005509|GO:0005576|GO:0005615|GO:0006508|GO:0007596
gene-LOC120033141	ptg010279l	77721	81692	-	LOC120033141	120033141	protein_coding	NC_052346.1	18807474	18811444	-	0	uncharacterized LOC120033141	0	0	0	0	NA
gene-setdb2	ptg010279l	82158	86953	+	setdb2	120033140	protein_coding	NC_052346.1	18811911	18816696	+	1	SET domain bifurcated histone lysine methyltransferase 2	8	4	3	1	GO:0005515|GO:0005634|GO:0008270|GO:0010629|GO:0046974|GO:0051567|GO:0070828|GO:0090309
gene-LOC120050902_7	ptg010279l	89508	89939	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120042321_18	ptg010279l	90064	90461	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120033423	ptg010279l	91459	92355	+	LOC120033423	120033423	lncRNA	NC_052346.1	18821190	18822085	+	0	uncharacterized LOC120033423	0	0	0	0	NA
gene-creg1	ptg010279l	95169	98193	+	creg1	120033152	protein_coding	NC_052346.1	18824895	18827885	+	1	cellular repressor of E1A-stimulated genes 1	0	0	0	0	NA
gene-cd247_1	ptg010279l	98314	113548	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120040917_8	ptg010283l	12781	14487	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063700	ptg010283l	46444	49122	+	LOC120063700	120063700	protein_coding	NC_052325.1	2919885	2922562	+	0	motor neuron and pancreas homeobox protein 1-like	7	4	2	1	GO:0000981|GO:0005634|GO:0006355|GO:0007417|GO:0021520|GO:0048812|GO:1990837
gene-LOC120064058	ptg010283l	61954	65858	-	LOC120064058	120064058	protein_coding	NC_052325.1	2935409	2946829	-	0	tubulin alpha chain-like	6	2	2	2	GO:0000226|GO:0000278|GO:0005200|GO:0005525|GO:0005737|GO:0005874
gene-LOC120043067	ptg010285l	72647	114783	-	LOC120043067	120043067	protein_coding	NW_024061589.1	31487	72697	-	0	collagen alpha-1(IX) chain-like	0	0	0	0	NA
gene-LOC120043068	ptg010285l	120724	150477	+	LOC120043068	120043068	protein_coding	NW_024061589.1	78657	110750	+	0	protein FAM135A-like	0	0	0	0	NA
gene-LOC120047348	ptg010287l	62564	85679	-	LOC120047348	120047348	protein_coding	NC_052311.1	72967106	73284319	-	0	threonylcarbamoyladenosine tRNA methylthiotransferase-like	4	1	2	1	GO:0005783|GO:0035598|GO:0035600|GO:0051539
gene-LOC120031958	ptg010288l	28943	30693	-	LOC120031958	120031958	lncRNA	NC_052344.1	24766593	24768342	+	0	uncharacterized LOC120031958	0	0	0	0	NA
gene-LOC120040271	ptg010288l	151531	158538	-	LOC120040271	120040271	protein_coding	NW_024060319.1	41638	64508	-	0	alpha-N-acetylneuraminide alpha-2,8-sialyltransferase-like	4	3	1	0	GO:0003828|GO:0006486|GO:0006491|GO:0009311
gene-LOC120042066	ptg010289l	78064	93766	+	LOC120042066	120042066	protein_coding	NW_024061320.1	509192	523260	-	0	protocadherin-20-like	3	1	1	1	GO:0005509|GO:0005886|GO:0007156
gene-LOC120049172_1	ptg010291l	79980	110894	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120050167_1	ptg010291l	161725	161862	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120036761_1	ptg010294l	53905	55429	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120042582	ptg010294l	58053	65018	+	LOC120042582	120042582	protein_coding	NW_024061442.1	10075	13002	-	0	trichohyalin-like	0	0	0	0	NA
gene-LOC120037730_1	ptg010294l	230657	231642	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120038396	ptg010295l	6579	30227	-	LOC120038396	120038396	protein_coding	NW_024058983.1	17460	41708	+	0	attractin-like	2	0	1	1	GO:0005515|GO:0005794
gene-tpp2	ptg010300l	16964	50974	-	tpp2	120038339	protein_coding	NW_024058943.1	1399	40094	-	1	tripeptidyl peptidase 2	4	1	2	1	GO:0004252|GO:0005829|GO:0006508|GO:0008240
gene-mus81	ptg010302l	0	15767	-	mus81	120030385	protein_coding	NC_052342.1	25273139	25306626	+	1	MUS81 structure-specific endonuclease subunit	9	4	3	2	GO:0000712|GO:0000727|GO:0003677|GO:0005634|GO:0006308|GO:0008821|GO:0031573|GO:0048257|GO:0048476
gene-LOC120053332	ptg010310l	57905	63829	-	LOC120053332	120053332	lncRNA	NC_052315.1	650370	656311	+	0	uncharacterized LOC120053332	0	0	0	0	NA
gene-LOC120038472	ptg010310l	129340	170325	-	LOC120038472	120038472	protein_coding	NW_024059018.1	960	41310	-	0	sushi, nidogen and EGF-like domain-containing protein 1	6	3	1	2	GO:0005509|GO:0005886|GO:0007157|GO:0007160|GO:0032991|GO:0045197
gene-LOC120024026	ptg010313l	5723	7866	+	LOC120024026	120024026	protein_coding	NC_052335.1	9250294	9252436	-	0	lactoylglutathione lyase-like	2	0	2	0	GO:0004462|GO:0046872
gene-LOC120024293	ptg010313l	16047	39717	+	LOC120024293	120024293	protein_coding	NC_052335.1	9218436	9242106	-	0	BTB/POZ domain-containing protein 9-like	4	3	1	0	GO:0005515|GO:0008344|GO:0048512|GO:0050804
gene-LOC120024295	ptg010313l	39844	60233	+	LOC120024295	120024295	protein_coding	NC_052335.1	9197915	9218308	-	0	AN1-type zinc finger protein 3-like	2	0	2	0	GO:0003677|GO:0008270
gene-LOC120024296_1	ptg010313l	60544	63707	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120024473	ptg010313l	75915	76411	+	LOC120024473	120024473	lncRNA	NC_052335.1	9181712	9182207	-	0	uncharacterized LOC120024473	0	0	0	0	NA
gene-LOC120024466	ptg010313l	81719	87592	+	LOC120024466	120024466	lncRNA	NC_052335.1	9167188	9173070	-	0	uncharacterized LOC120024466	0	0	0	0	NA
gene-si:dkey-177p2.18	ptg010313l	87730	90276	+	si:dkey-177p2.18	120023944	protein_coding	NC_052335.1	9164502	9167049	-	1	phospholipase B1, membrane-associated	5	1	3	1	GO:0004622|GO:0004623|GO:0006644|GO:0031526|GO:0050253
gene-LOC120023906	ptg010313l	90678	96638	+	LOC120023906	120023906	protein_coding	NC_052335.1	9158160	9164099	-	0	phospholipase B1, membrane-associated-like	0	0	0	0	NA
gene-LOC120024282	ptg010313l	96827	107403	+	LOC120024282	120024282	protein_coding	NC_052335.1	9147392	9157970	-	0	serine/threonine-protein phosphatase PP1-beta catalytic subunit-like	5	2	1	2	GO:0004722|GO:0005634|GO:0005737|GO:0032922|GO:0042752
gene-bpnt1	ptg010313l	109498	118624	-	bpnt1	120024156	protein_coding	NC_052335.1	9136187	9145307	+	1	bisphosphate nucleotidase 1	2	1	1	0	GO:0008441|GO:0046854
gene-LOC120024442	ptg010313l	134789	135916	-	LOC120024442	120024442	protein_coding	NC_052335.1	9119031	9120157	+	0	SAYSvFN domain-containing protein 1-like	0	0	0	0	NA
gene-grcc10	ptg010313l	135899	137765	+	grcc10	120024443	protein_coding	NC_052335.1	9117182	9119047	-	1	gene rich cluster, C10 gene	1	1	0	0	GO:0009791
gene-LOC120024209	ptg010313l	138319	151950	-	LOC120024209	120024209	protein_coding	NC_052335.1	9103034	9116627	+	0	cytospin-A-like	1	0	1	0	GO:0005515
