gene_id	symbol	product	copies_lean	copies_siscowet	n_go
gene-trnak-cuu-16_10			1	1	0
gene-trnak-cuu-16_11			1	1	0
gene-trnak-cuu-16_2			1	1	0
gene-trnak-cuu-16_3			1	1	0
gene-trnak-cuu-16_4			1	1	0
gene-trnak-cuu-16_5			1	1	0
gene-trnak-cuu-16_6			1	1	0
gene-trnak-cuu-16_7			1	1	0
gene-trnak-cuu-16_8			1	1	0
gene-trnak-cuu-16_9			1	1	0
gene-trnak-cuu-17	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-17_1			1	1	0
gene-trnak-cuu-18	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-18_1			1	1	0
gene-trnak-cuu-19	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-19_1			1	1	0
gene-trnak-cuu-19_10			1	1	0
gene-trnak-cuu-19_11			1	1	0
gene-trnak-cuu-19_2			1	1	0
gene-trnak-cuu-19_3			1	1	0
gene-trnak-cuu-19_4			1	1	0
gene-trnak-cuu-19_5			1	1	0
gene-trnak-cuu-19_6			1	1	0
gene-trnak-cuu-19_7			1	1	0
gene-trnak-cuu-19_8			1	1	0
gene-trnak-cuu-19_9			1	1	0
gene-trnak-cuu-2	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-20	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-20_1			1	1	0
gene-trnak-cuu-21	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-22	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-23	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-23_1			1	1	0
gene-trnak-cuu-23_10			1	1	0
gene-trnak-cuu-23_2			1	1	0
gene-trnak-cuu-23_3			1	1	0
gene-trnak-cuu-23_4			1	1	0
gene-trnak-cuu-23_5			1	1	0
gene-trnak-cuu-23_6			1	1	0
gene-trnak-cuu-23_7			1	1	0
gene-trnak-cuu-23_8			1	1	0
gene-trnak-cuu-23_9			1	1	0
gene-trnak-cuu-24	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-24_1			1	1	0
gene-trnak-cuu-24_2			1	1	0
gene-trnak-cuu-24_3			1	1	0
gene-trnak-cuu-25	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-26	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-26_1			1	1	0
gene-trnak-cuu-26_2			1	1	0
gene-trnak-cuu-26_3			1	1	0
gene-trnak-cuu-27	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-27_1			1	1	0
gene-trnak-cuu-28	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-28_1			1	1	0
gene-trnak-cuu-28_2			1	1	0
gene-trnak-cuu-28_3			1	1	0
gene-trnak-cuu-29	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-2_1			1	1	0
gene-trnak-cuu-2_2			1	1	0
gene-trnak-cuu-2_3			1	1	0
gene-trnak-cuu-2_4			1	1	0
gene-trnak-cuu-2_5			1	1	0
gene-trnak-cuu-2_6			1	1	0
gene-trnak-cuu-2_7			1	1	0
gene-trnak-cuu-2_8			1	1	0
gene-trnak-cuu-3	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-30	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-30_1			1	1	0
gene-trnak-cuu-30_2			1	1	0
gene-trnak-cuu-31	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-32	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-32_1			1	1	0
gene-trnak-cuu-33	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-34	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-34_1			1	1	0
gene-trnak-cuu-35	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-35_1			1	1	0
gene-trnak-cuu-35_2			1	1	0
gene-trnak-cuu-36	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-36_1			1	1	0
gene-trnak-cuu-37	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-38	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-39	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-4	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-40	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-41	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-42	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-42_1			1	1	0
gene-trnak-cuu-43	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-43_1			1	1	0
gene-trnak-cuu-44	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-44_1			1	1	0
gene-trnak-cuu-44_2			1	1	0
gene-trnak-cuu-44_3			1	1	0
gene-trnak-cuu-44_4			1	1	0
gene-trnak-cuu-44_5			1	1	0
gene-trnak-cuu-44_6			1	1	0
gene-trnak-cuu-44_7			1	1	0
gene-trnak-cuu-44_8			1	1	0
gene-trnak-cuu-45	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-45_1			1	1	0
gene-trnak-cuu-45_10			1	1	0
gene-trnak-cuu-45_2			1	1	0
gene-trnak-cuu-45_3			1	1	0
gene-trnak-cuu-45_4			1	1	0
gene-trnak-cuu-45_5			1	1	0
gene-trnak-cuu-45_6			1	1	0
gene-trnak-cuu-45_7			1	1	0
gene-trnak-cuu-45_8			1	1	0
gene-trnak-cuu-45_9			1	1	0
gene-trnak-cuu-46	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-47	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-48	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-49	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-4_1			1	1	0
gene-trnak-cuu-4_2			1	1	0
gene-trnak-cuu-4_3			1	1	0
gene-trnak-cuu-4_4			1	1	0
gene-trnak-cuu-5	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-50	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-51	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-52	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-53	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-54	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-54_1			1	1	0
gene-trnak-cuu-54_2			1	1	0
gene-trnak-cuu-54_3			1	1	0
gene-trnak-cuu-54_4			1	1	0
gene-trnak-cuu-54_5			1	1	0
gene-trnak-cuu-54_6			1	1	0
gene-trnak-cuu-54_7			1	1	0
gene-trnak-cuu-54_8			1	1	0
gene-trnak-cuu-55	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-55_1			1	1	0
gene-trnak-cuu-55_2			1	1	0
gene-trnak-cuu-55_3			1	1	0
gene-trnak-cuu-55_4			1	1	0
gene-trnak-cuu-55_5			1	1	0
gene-trnak-cuu-55_6			1	1	0
gene-trnak-cuu-55_7			1	1	0
gene-trnak-cuu-56	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-57	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-57_1			1	1	0
gene-trnak-cuu-58	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-59	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-6	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-60	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-61	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-61_1			1	1	0
gene-trnak-cuu-61_10			1	1	0
gene-trnak-cuu-61_11			1	1	0
gene-trnak-cuu-61_12			1	1	0
gene-trnak-cuu-61_13			1	1	0
gene-trnak-cuu-61_14			1	1	0
gene-trnak-cuu-61_15			1	1	0
gene-trnak-cuu-61_16			1	1	0
gene-trnak-cuu-61_17			1	1	0
gene-trnak-cuu-61_18			1	1	0
gene-trnak-cuu-61_19			1	1	0
gene-trnak-cuu-61_2			1	1	0
gene-trnak-cuu-61_20			1	1	0
gene-trnak-cuu-61_3			1	1	0
gene-trnak-cuu-61_4			1	1	0
gene-trnak-cuu-61_5			1	1	0
gene-trnak-cuu-61_6			1	1	0
gene-trnak-cuu-61_7			1	1	0
gene-trnak-cuu-61_8			1	1	0
gene-trnak-cuu-61_9			1	1	0
gene-trnak-cuu-62	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-62_1			1	1	0
gene-trnak-cuu-62_2			1	1	0
gene-trnak-cuu-62_3			1	1	0
gene-trnak-cuu-62_4			1	1	0
gene-trnak-cuu-62_5			1	1	0
gene-trnak-cuu-62_6			1	1	0
gene-trnak-cuu-62_7			1	1	0
gene-trnak-cuu-62_8			1	1	0
gene-trnak-cuu-63	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-63_1			1	1	0
gene-trnak-cuu-63_2			1	1	0
gene-trnak-cuu-63_3			1	1	0
gene-trnak-cuu-63_4			1	1	0
gene-trnak-cuu-63_5			1	1	0
gene-trnak-cuu-63_6			1	1	0
gene-trnak-cuu-63_7			1	1	0
gene-trnak-cuu-64	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-64_1			1	1	0
gene-trnak-cuu-65	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-65_1			1	1	0
gene-trnak-cuu-66	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-66_1			1	1	0
gene-trnak-cuu-66_2			1	1	0
gene-trnak-cuu-66_3			1	1	0
gene-trnak-cuu-66_4			1	1	0
gene-trnak-cuu-67	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-67_1			1	1	0
gene-trnak-cuu-67_10			1	1	0
gene-trnak-cuu-67_2			1	1	0
gene-trnak-cuu-67_3			1	1	0
gene-trnak-cuu-67_4			1	1	0
gene-trnak-cuu-67_5			1	1	0
gene-trnak-cuu-67_6			1	1	0
gene-trnak-cuu-67_7			1	1	0
gene-trnak-cuu-67_8			1	1	0
gene-trnak-cuu-67_9			1	1	0
gene-trnak-cuu-68	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-68_1			1	1	0
gene-trnak-cuu-68_10			1	1	0
gene-trnak-cuu-68_11			1	1	0
gene-trnak-cuu-68_12			1	1	0
gene-trnak-cuu-68_13			1	1	0
gene-trnak-cuu-68_14			1	1	0
gene-trnak-cuu-68_15			1	1	0
gene-trnak-cuu-68_16			1	1	0
gene-trnak-cuu-68_17			1	1	0
gene-trnak-cuu-68_18			1	1	0
gene-trnak-cuu-68_19			1	1	0
gene-trnak-cuu-68_2			1	1	0
gene-trnak-cuu-68_20			1	1	0
gene-trnak-cuu-68_21			1	1	0
gene-trnak-cuu-68_22			1	1	0
gene-trnak-cuu-68_23			1	1	0
gene-trnak-cuu-68_24			1	1	0
gene-trnak-cuu-68_25			1	1	0
gene-trnak-cuu-68_26			1	1	0
gene-trnak-cuu-68_27			1	1	0
gene-trnak-cuu-68_28			1	1	0
gene-trnak-cuu-68_29			1	1	0
gene-trnak-cuu-68_3			1	1	0
gene-trnak-cuu-68_30			1	1	0
gene-trnak-cuu-68_31			1	1	0
gene-trnak-cuu-68_32			1	1	0
gene-trnak-cuu-68_33			1	1	0
gene-trnak-cuu-68_34			1	1	0
gene-trnak-cuu-68_35			1	1	0
gene-trnak-cuu-68_36			1	1	0
gene-trnak-cuu-68_37			1	1	0
gene-trnak-cuu-68_38			1	1	0
gene-trnak-cuu-68_39			1	1	0
gene-trnak-cuu-68_4			1	1	0
gene-trnak-cuu-68_40			1	1	0
gene-trnak-cuu-68_41			1	1	0
gene-trnak-cuu-68_42			1	1	0
gene-trnak-cuu-68_43			1	1	0
gene-trnak-cuu-68_44			1	1	0
gene-trnak-cuu-68_45			1	1	0
gene-trnak-cuu-68_46			1	1	0
gene-trnak-cuu-68_47			1	1	0
gene-trnak-cuu-68_5			1	1	0
gene-trnak-cuu-68_6			1	1	0
gene-trnak-cuu-68_7			1	1	0
gene-trnak-cuu-68_8			1	1	0
gene-trnak-cuu-68_9			1	1	0
gene-trnak-cuu-69	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-69_1			1	1	0
gene-trnak-cuu-69_2			1	1	0
gene-trnak-cuu-69_3			1	1	0
gene-trnak-cuu-69_4			1	1	0
gene-trnak-cuu-69_5			1	1	0
gene-trnak-cuu-69_6			1	1	0
gene-trnak-cuu-69_7			1	1	0
gene-trnak-cuu-6_1			1	1	0
gene-trnak-cuu-7	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-70	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-70_1			1	1	0
gene-trnak-cuu-70_10			1	1	0
gene-trnak-cuu-70_11			1	1	0
gene-trnak-cuu-70_12			1	1	0
gene-trnak-cuu-70_13			1	1	0
gene-trnak-cuu-70_14			1	1	0
gene-trnak-cuu-70_15			1	1	0
gene-trnak-cuu-70_16			1	1	0
gene-trnak-cuu-70_17			1	1	0
gene-trnak-cuu-70_18			1	1	0
gene-trnak-cuu-70_19			1	1	0
gene-trnak-cuu-70_2			1	1	0
gene-trnak-cuu-70_20			1	1	0
gene-trnak-cuu-70_21			1	1	0
gene-trnak-cuu-70_22			1	1	0
gene-trnak-cuu-70_23			1	1	0
gene-trnak-cuu-70_24			1	1	0
gene-trnak-cuu-70_25			1	1	0
gene-trnak-cuu-70_26			1	1	0
gene-trnak-cuu-70_27			1	1	0
gene-trnak-cuu-70_28			1	1	0
gene-trnak-cuu-70_29			1	1	0
gene-trnak-cuu-70_3			1	1	0
gene-trnak-cuu-70_30			1	1	0
gene-trnak-cuu-70_31			1	1	0
gene-trnak-cuu-70_32			1	1	0
gene-trnak-cuu-70_33			1	1	0
gene-trnak-cuu-70_34			1	1	0
gene-trnak-cuu-70_35			1	1	0
gene-trnak-cuu-70_36			1	1	0
gene-trnak-cuu-70_37			1	1	0
gene-trnak-cuu-70_38			1	1	0
gene-trnak-cuu-70_39			1	1	0
gene-trnak-cuu-70_4			1	1	0
gene-trnak-cuu-70_40			1	1	0
gene-trnak-cuu-70_41			1	1	0
gene-trnak-cuu-70_5			1	1	0
gene-trnak-cuu-70_6			1	1	0
gene-trnak-cuu-70_7			1	1	0
gene-trnak-cuu-70_8			1	1	0
gene-trnak-cuu-70_9			1	1	0
gene-trnak-cuu-71	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-71_1			1	1	0
gene-trnak-cuu-71_10			1	1	0
gene-trnak-cuu-71_11			1	1	0
gene-trnak-cuu-71_12			1	1	0
gene-trnak-cuu-71_13			1	1	0
gene-trnak-cuu-71_14			1	1	0
gene-trnak-cuu-71_15			1	1	0
gene-trnak-cuu-71_16			1	1	0
gene-trnak-cuu-71_17			1	1	0
gene-trnak-cuu-71_18			1	1	0
gene-trnak-cuu-71_19			1	1	0
gene-trnak-cuu-71_2			1	1	0
gene-trnak-cuu-71_20			1	1	0
gene-trnak-cuu-71_21			1	1	0
gene-trnak-cuu-71_22			1	1	0
gene-trnak-cuu-71_23			1	1	0
gene-trnak-cuu-71_24			1	1	0
gene-trnak-cuu-71_25			1	1	0
gene-trnak-cuu-71_26			1	1	0
gene-trnak-cuu-71_27			1	1	0
gene-trnak-cuu-71_28			1	1	0
gene-trnak-cuu-71_29			1	1	0
gene-trnak-cuu-71_3			1	1	0
gene-trnak-cuu-71_30			1	1	0
gene-trnak-cuu-71_31			1	1	0
gene-trnak-cuu-71_32			1	1	0
gene-trnak-cuu-71_33			1	1	0
gene-trnak-cuu-71_34			1	1	0
gene-trnak-cuu-71_4			1	1	0
gene-trnak-cuu-71_5			1	1	0
gene-trnak-cuu-71_6			1	1	0
gene-trnak-cuu-71_7			1	1	0
gene-trnak-cuu-71_8			1	1	0
gene-trnak-cuu-71_9			1	1	0
gene-trnak-cuu-72	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-72_1			1	1	0
gene-trnak-cuu-72_10			1	1	0
gene-trnak-cuu-72_11			1	1	0
gene-trnak-cuu-72_12			1	1	0
gene-trnak-cuu-72_13			1	1	0
gene-trnak-cuu-72_14			1	1	0
gene-trnak-cuu-72_15			1	1	0
gene-trnak-cuu-72_16			1	1	0
gene-trnak-cuu-72_17			1	1	0
gene-trnak-cuu-72_18			1	1	0
gene-trnak-cuu-72_19			1	1	0
gene-trnak-cuu-72_2			1	1	0
gene-trnak-cuu-72_20			1	1	0
gene-trnak-cuu-72_21			1	1	0
gene-trnak-cuu-72_22			1	1	0
gene-trnak-cuu-72_23			1	1	0
gene-trnak-cuu-72_24			1	1	0
gene-trnak-cuu-72_25			1	1	0
gene-trnak-cuu-72_26			1	1	0
gene-trnak-cuu-72_3			1	1	0
gene-trnak-cuu-72_4			1	1	0
gene-trnak-cuu-72_5			1	1	0
gene-trnak-cuu-72_6			1	1	0
gene-trnak-cuu-72_7			1	1	0
gene-trnak-cuu-72_8			1	1	0
gene-trnak-cuu-72_9			1	1	0
gene-trnak-cuu-73	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-73_1			1	1	0
gene-trnak-cuu-73_10			1	1	0
gene-trnak-cuu-73_11			1	1	0
gene-trnak-cuu-73_12			1	1	0
gene-trnak-cuu-73_13			1	1	0
gene-trnak-cuu-73_14			1	1	0
gene-trnak-cuu-73_15			1	1	0
gene-trnak-cuu-73_16			1	1	0
gene-trnak-cuu-73_17			1	1	0
gene-trnak-cuu-73_18			1	1	0
gene-trnak-cuu-73_19			1	1	0
gene-trnak-cuu-73_2			1	1	0
gene-trnak-cuu-73_20			1	1	0
gene-trnak-cuu-73_21			1	1	0
gene-trnak-cuu-73_22			1	1	0
gene-trnak-cuu-73_23			1	1	0
gene-trnak-cuu-73_24			1	1	0
gene-trnak-cuu-73_25			1	1	0
gene-trnak-cuu-73_26			1	1	0
gene-trnak-cuu-73_27			1	1	0
gene-trnak-cuu-73_28			1	1	0
gene-trnak-cuu-73_3			1	1	0
gene-trnak-cuu-73_4			1	1	0
gene-trnak-cuu-73_5			1	1	0
gene-trnak-cuu-73_6			1	1	0
gene-trnak-cuu-73_7			1	1	0
gene-trnak-cuu-73_8			1	1	0
gene-trnak-cuu-73_9			1	1	0
gene-trnak-cuu-74	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-74_1			1	1	0
gene-trnak-cuu-74_10			1	1	0
gene-trnak-cuu-74_11			1	1	0
gene-trnak-cuu-74_12			1	1	0
gene-trnak-cuu-74_13			1	1	0
gene-trnak-cuu-74_14			1	1	0
gene-trnak-cuu-74_15			1	1	0
gene-trnak-cuu-74_16			1	1	0
gene-trnak-cuu-74_17			1	1	0
gene-trnak-cuu-74_18			1	1	0
gene-trnak-cuu-74_19			1	1	0
gene-trnak-cuu-74_2			1	1	0
gene-trnak-cuu-74_20			1	1	0
gene-trnak-cuu-74_21			1	1	0
gene-trnak-cuu-74_22			1	1	0
gene-trnak-cuu-74_23			1	1	0
gene-trnak-cuu-74_24			1	1	0
gene-trnak-cuu-74_25			1	1	0
gene-trnak-cuu-74_26			1	1	0
gene-trnak-cuu-74_27			1	1	0
gene-trnak-cuu-74_28			1	1	0
gene-trnak-cuu-74_29			1	1	0
gene-trnak-cuu-74_3			1	1	0
gene-trnak-cuu-74_4			1	1	0
gene-trnak-cuu-74_5			1	1	0
gene-trnak-cuu-74_6			1	1	0
gene-trnak-cuu-74_7			1	1	0
gene-trnak-cuu-74_8			1	1	0
gene-trnak-cuu-74_9			1	1	0
gene-trnak-cuu-75	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-75_1			1	1	0
gene-trnak-cuu-75_10			1	1	0
gene-trnak-cuu-75_11			1	1	0
gene-trnak-cuu-75_12			1	1	0
gene-trnak-cuu-75_13			1	1	0
gene-trnak-cuu-75_14			1	1	0
gene-trnak-cuu-75_15			1	1	0
gene-trnak-cuu-75_16			1	1	0
gene-trnak-cuu-75_17			1	1	0
gene-trnak-cuu-75_18			1	1	0
gene-trnak-cuu-75_19			1	1	0
gene-trnak-cuu-75_2			1	1	0
gene-trnak-cuu-75_20			1	1	0
gene-trnak-cuu-75_21			1	1	0
gene-trnak-cuu-75_3			1	1	0
gene-trnak-cuu-75_4			1	1	0
gene-trnak-cuu-75_5			1	1	0
gene-trnak-cuu-75_6			1	1	0
gene-trnak-cuu-75_7			1	1	0
gene-trnak-cuu-75_8			1	1	0
gene-trnak-cuu-75_9			1	1	0
gene-trnak-cuu-76	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-76_1			1	1	0
gene-trnak-cuu-76_10			1	1	0
gene-trnak-cuu-76_11			1	1	0
gene-trnak-cuu-76_2			1	1	0
gene-trnak-cuu-76_3			1	1	0
gene-trnak-cuu-76_4			1	1	0
gene-trnak-cuu-76_5			1	1	0
gene-trnak-cuu-76_6			1	1	0
gene-trnak-cuu-76_7			1	1	0
gene-trnak-cuu-76_8			1	1	0
gene-trnak-cuu-76_9			1	1	0
gene-trnak-cuu-77	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-78	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-79	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-8	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-80	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-81	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-82	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-82_1			1	1	0
gene-trnak-cuu-83	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-84	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-85	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-85_1			1	1	0
gene-trnak-cuu-86	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-87	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-88	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-89	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-8_1			1	1	0
gene-trnak-cuu-8_10			1	1	0
gene-trnak-cuu-8_11			1	1	0
gene-trnak-cuu-8_12			1	1	0
gene-trnak-cuu-8_13			1	1	0
gene-trnak-cuu-8_14			1	1	0
gene-trnak-cuu-8_15			1	1	0
gene-trnak-cuu-8_16			1	1	0
gene-trnak-cuu-8_17			1	1	0
gene-trnak-cuu-8_18			1	1	0
gene-trnak-cuu-8_19			1	1	0
gene-trnak-cuu-8_2			1	1	0
gene-trnak-cuu-8_20			1	1	0
gene-trnak-cuu-8_21			1	1	0
gene-trnak-cuu-8_22			1	1	0
gene-trnak-cuu-8_3			1	1	0
gene-trnak-cuu-8_4			1	1	0
gene-trnak-cuu-8_5			1	1	0
gene-trnak-cuu-8_6			1	1	0
gene-trnak-cuu-8_7			1	1	0
gene-trnak-cuu-8_8			1	1	0
gene-trnak-cuu-8_9			1	1	0
gene-trnak-cuu-9	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-90	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-91	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-92	trnak-cuu	tRNA-Lys	1	1	0
gene-trnak-cuu-9_1			1	1	0
gene-trnak-cuu-9_10			1	1	0
gene-trnak-cuu-9_11			1	1	0
gene-trnak-cuu-9_12			1	1	0
gene-trnak-cuu-9_13			1	1	0
gene-trnak-cuu-9_14			1	1	0
gene-trnak-cuu-9_2			1	1	0
gene-trnak-cuu-9_3			1	1	0
gene-trnak-cuu-9_4			1	1	0
gene-trnak-cuu-9_5			1	1	0
gene-trnak-cuu-9_6			1	1	0
gene-trnak-cuu-9_7			1	1	0
gene-trnak-cuu-9_8			1	1	0
gene-trnak-cuu-9_9			1	1	0
gene-trnak-uuu	trnak-uuu	tRNA-Lys	377	571	0
gene-trnak-uuu-10	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-10_1			1	1	0
gene-trnak-uuu-10_10			1	1	0
gene-trnak-uuu-10_11			1	1	0
gene-trnak-uuu-10_2			1	1	0
gene-trnak-uuu-10_3			1	1	0
gene-trnak-uuu-10_4			1	1	0
gene-trnak-uuu-10_5			1	1	0
gene-trnak-uuu-10_6			1	1	0
gene-trnak-uuu-10_7			1	1	0
gene-trnak-uuu-10_8			1	1	0
gene-trnak-uuu-10_9			1	1	0
gene-trnak-uuu-11	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-11_1			1	1	0
gene-trnak-uuu-11_2			1	1	0
gene-trnak-uuu-11_3			1	1	0
gene-trnak-uuu-11_4			1	1	0
gene-trnak-uuu-12	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-12_1			1	1	0
gene-trnak-uuu-12_10			1	1	0
gene-trnak-uuu-12_2			1	1	0
gene-trnak-uuu-12_3			1	1	0
gene-trnak-uuu-12_4			1	1	0
gene-trnak-uuu-12_5			1	1	0
gene-trnak-uuu-12_6			1	1	0
gene-trnak-uuu-12_7			1	1	0
gene-trnak-uuu-12_8			1	1	0
gene-trnak-uuu-12_9			1	1	0
gene-trnak-uuu-13	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-13_1			1	1	0
gene-trnak-uuu-13_10			1	1	0
gene-trnak-uuu-13_11			1	1	0
gene-trnak-uuu-13_12			1	1	0
gene-trnak-uuu-13_2			1	1	0
gene-trnak-uuu-13_3			1	1	0
gene-trnak-uuu-13_4			1	1	0
gene-trnak-uuu-13_5			1	1	0
gene-trnak-uuu-13_6			1	1	0
gene-trnak-uuu-13_7			1	1	0
gene-trnak-uuu-13_8			1	1	0
gene-trnak-uuu-13_9			1	1	0
gene-trnak-uuu-14	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-14_1			1	1	0
gene-trnak-uuu-14_2			1	1	0
gene-trnak-uuu-14_3			1	1	0
gene-trnak-uuu-14_4			1	1	0
gene-trnak-uuu-14_5			1	1	0
gene-trnak-uuu-14_6			1	1	0
gene-trnak-uuu-14_7			1	1	0
gene-trnak-uuu-14_8			1	1	0
gene-trnak-uuu-14_9			1	1	0
gene-trnak-uuu-15	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-15_1			1	1	0
gene-trnak-uuu-15_2			1	1	0
gene-trnak-uuu-15_3			1	1	0
gene-trnak-uuu-15_4			1	1	0
gene-trnak-uuu-15_5			1	1	0
gene-trnak-uuu-15_6			1	1	0
gene-trnak-uuu-15_7			1	1	0
gene-trnak-uuu-16	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-16_1			1	1	0
gene-trnak-uuu-16_2			1	1	0
gene-trnak-uuu-16_3			1	1	0
gene-trnak-uuu-16_4			1	1	0
gene-trnak-uuu-17	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-18	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-18_1			1	1	0
gene-trnak-uuu-19	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-19_1			1	1	0
gene-trnak-uuu-19_2			1	1	0
gene-trnak-uuu-2	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-20	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-21	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-21_1			1	1	0
gene-trnak-uuu-21_2			1	1	0
gene-trnak-uuu-21_3			1	1	0
gene-trnak-uuu-21_4			1	1	0
