gene_id	symbol	product	copies_siscowet	in_lean_unmapped	n_go
gene-trnaf-gaa-12_18			1		0
gene-trnaf-gaa-12_19			1		0
gene-trnaf-gaa-12_20			1		0
gene-trnaf-gaa-12_21			1		0
gene-trnaf-gaa-12_22			1		0
gene-trnaf-gaa-12_23			1		0
gene-trnaf-gaa-12_24			1		0
gene-trnaf-gaa-12_25			1		0
gene-trnaf-gaa-12_26			1		0
gene-trnaf-gaa-12_27			1		0
gene-trnaf-gaa-12_28			1		0
gene-trnaf-gaa-12_29			1		0
gene-trnaf-gaa-12_30			1		0
gene-trnaf-gaa-12_31			1		0
gene-trnaf-gaa-12_32			1		0
gene-trnaf-gaa-12_33			1		0
gene-trnaf-gaa-12_34			1		0
gene-trnaf-gaa-12_9			1		0
gene-trnaf-gaa-13_10			1		0
gene-trnaf-gaa-13_11			1		0
gene-trnaf-gaa-13_12			1		0
gene-trnaf-gaa-13_13			1		0
gene-trnaf-gaa-13_14			1		0
gene-trnaf-gaa-13_15			1		0
gene-trnaf-gaa-13_16			1		0
gene-trnaf-gaa-13_17			1		0
gene-trnaf-gaa-13_18			1		0
gene-trnaf-gaa-13_19			1		0
gene-trnaf-gaa-13_20			1		0
gene-trnaf-gaa-13_21			1		0
gene-trnaf-gaa-13_22			1		0
gene-trnaf-gaa-13_23			1		0
gene-trnaf-gaa-13_8			1		0
gene-trnaf-gaa-13_9			1		0
gene-trnaf-gaa-14_1			1		0
gene-trnaf-gaa-14_2			1		0
gene-trnaf-gaa-15_1			1		0
gene-trnaf-gaa-15_2			1		0
gene-trnaf-gaa-15_3			1		0
gene-trnaf-gaa-15_4			1		0
gene-trnaf-gaa-15_5			1		0
gene-trnaf-gaa-16_10			1		0
gene-trnaf-gaa-16_11			1		0
gene-trnaf-gaa-16_12			1		0
gene-trnaf-gaa-16_13			1		0
gene-trnaf-gaa-16_14			1		0
gene-trnaf-gaa-16_15			1		0
gene-trnaf-gaa-16_16			1		0
gene-trnaf-gaa-16_17			1		0
gene-trnaf-gaa-16_18			1		0
gene-trnaf-gaa-16_6			1		0
gene-trnaf-gaa-16_7			1		0
gene-trnaf-gaa-16_8			1		0
gene-trnaf-gaa-16_9			1		0
gene-trnaf-gaa-17_1			1		0
gene-trnaf-gaa-17_2			1		0
gene-trnaf-gaa-17_3			1		0
gene-trnaf-gaa-17_4			1		0
gene-trnaf-gaa-18_10			1		0
gene-trnaf-gaa-18_11			1		0
gene-trnaf-gaa-18_12			1		0
gene-trnaf-gaa-18_13			1		0
gene-trnaf-gaa-18_14			1		0
gene-trnaf-gaa-18_15			1		0
gene-trnaf-gaa-18_3			1		0
gene-trnaf-gaa-18_4			1		0
gene-trnaf-gaa-18_5			1		0
gene-trnaf-gaa-18_6			1		0
gene-trnaf-gaa-18_7			1		0
gene-trnaf-gaa-18_8			1		0
gene-trnaf-gaa-18_9			1		0
gene-trnaf-gaa-20_1			1		0
gene-trnaf-gaa-20_2			1		0
gene-trnaf-gaa-20_3			1		0
gene-trnaf-gaa-20_4			1		0
gene-trnaf-gaa-23_1			1		0
gene-trnaf-gaa-23_10			1		0
gene-trnaf-gaa-23_11			1		0
gene-trnaf-gaa-23_2			1		0
gene-trnaf-gaa-23_3			1		0
gene-trnaf-gaa-23_4			1		0
gene-trnaf-gaa-23_5			1		0
gene-trnaf-gaa-23_6			1		0
gene-trnaf-gaa-23_7			1		0
gene-trnaf-gaa-23_8			1		0
gene-trnaf-gaa-23_9			1		0
gene-trnaf-gaa-24_1			1		0
gene-trnaf-gaa-24_2			1		0
gene-trnaf-gaa-24_3			1		0
gene-trnaf-gaa-24_4			1		0
gene-trnaf-gaa-24_5			1		0
gene-trnaf-gaa-24_6			1		0
gene-trnaf-gaa-24_7			1		0
gene-trnaf-gaa-24_8			1		0
gene-trnaf-gaa-24_9			1		0
gene-trnaf-gaa-25_1			1		0
gene-trnaf-gaa-25_2			1		0
gene-trnaf-gaa-25_3			1		0
gene-trnaf-gaa-25_4			1		0
gene-trnaf-gaa-25_5			1		0
gene-trnaf-gaa-26_2			1		0
gene-trnaf-gaa-26_3			1		0
gene-trnaf-gaa-26_4			1		0
gene-trnaf-gaa-26_5			1		0
gene-trnaf-gaa-26_6			1		0
gene-trnaf-gaa-28_21			1		0
gene-trnaf-gaa-28_22			1		0
gene-trnaf-gaa-28_23			1		0
gene-trnaf-gaa-28_24			1		0
gene-trnaf-gaa-28_25			1		0
gene-trnaf-gaa-28_26			1		0
gene-trnaf-gaa-28_27			1		0
gene-trnaf-gaa-28_28			1		0
gene-trnaf-gaa-28_29			1		0
gene-trnaf-gaa-28_30			1		0
gene-trnaf-gaa-28_31			1		0
gene-trnaf-gaa-28_32			1		0
gene-trnaf-gaa-28_33			1		0
gene-trnaf-gaa-28_34			1		0
gene-trnaf-gaa-28_35			1		0
gene-trnaf-gaa-28_36			1		0
gene-trnaf-gaa-28_37			1		0
gene-trnaf-gaa-2_23			1		0
gene-trnaf-gaa-2_24			1		0
gene-trnaf-gaa-2_25			1		0
gene-trnaf-gaa-2_26			1		0
gene-trnaf-gaa-31_10			1		0
gene-trnaf-gaa-32_4			1		0
gene-trnaf-gaa-34_1			1		0
gene-trnaf-gaa-3_10			1		0
gene-trnaf-gaa-3_3			1		0
gene-trnaf-gaa-3_4			1		0
gene-trnaf-gaa-3_5			1		0
gene-trnaf-gaa-3_6			1		0
gene-trnaf-gaa-3_7			1		0
gene-trnaf-gaa-3_8			1		0
gene-trnaf-gaa-3_9			1		0
gene-trnaf-gaa-6_4			1		0
gene-trnaf-gaa-6_5			1		0
gene-trnaf-gaa-7_2			1		0
gene-trnaf-gaa-7_3			1		0
gene-trnaf-gaa-7_4			1		0
gene-trnaf-gaa-8_3			1		0
gene-trnaf-gaa-8_4			1		0
gene-trnaf-gaa-8_5			1		0
gene-trnaf-gaa-8_6			1		0
gene-trnaf-gaa-9_42			1		0
gene-trnaf-gaa-9_43			1		0
gene-trnaf-gaa-9_44			1		0
gene-trnaf-gaa-9_45			1		0
gene-trnaf-gaa-9_46			1		0
gene-trnaf-gaa_47			1		0
gene-trnag-acc	trnag-acc	tRNA-Gly	1	Y	0
gene-trnag-ccc-6_1			1		0
gene-trnag-gcc-10_1			1		0
gene-trnag-gcc-10_10			1		0
gene-trnag-gcc-10_11			1		0
gene-trnag-gcc-10_12			1		0
gene-trnag-gcc-10_2			1		0
gene-trnag-gcc-10_3			1		0
gene-trnag-gcc-10_4			1		0
gene-trnag-gcc-10_5			1		0
gene-trnag-gcc-10_6			1		0
gene-trnag-gcc-10_7			1		0
gene-trnag-gcc-10_8			1		0
gene-trnag-gcc-10_9			1		0
gene-trnag-gcc-12_1			1		0
gene-trnag-gcc-12_10			1		0
gene-trnag-gcc-12_11			1		0
gene-trnag-gcc-12_12			1		0
gene-trnag-gcc-12_2			1		0
gene-trnag-gcc-12_3			1		0
gene-trnag-gcc-12_4			1		0
gene-trnag-gcc-12_5			1		0
gene-trnag-gcc-12_6			1		0
gene-trnag-gcc-12_7			1		0
gene-trnag-gcc-12_8			1		0
gene-trnag-gcc-12_9			1		0
gene-trnag-gcc-13_1			1		0
gene-trnag-gcc-13_10			1		0
gene-trnag-gcc-13_11			1		0
gene-trnag-gcc-13_12			1		0
gene-trnag-gcc-13_13			1		0
gene-trnag-gcc-13_14			1		0
gene-trnag-gcc-13_15			1		0
gene-trnag-gcc-13_16			1		0
gene-trnag-gcc-13_17			1		0
gene-trnag-gcc-13_18			1		0
gene-trnag-gcc-13_2			1		0
gene-trnag-gcc-13_3			1		0
gene-trnag-gcc-13_4			1		0
gene-trnag-gcc-13_5			1		0
gene-trnag-gcc-13_6			1		0
gene-trnag-gcc-13_7			1		0
gene-trnag-gcc-13_8			1		0
gene-trnag-gcc-13_9			1		0
gene-trnag-gcc-14_1			1		0
gene-trnag-gcc-14_10			1		0
gene-trnag-gcc-14_11			1		0
gene-trnag-gcc-14_12			1		0
gene-trnag-gcc-14_13			1		0
gene-trnag-gcc-14_14			1		0
gene-trnag-gcc-14_15			1		0
gene-trnag-gcc-14_2			1		0
gene-trnag-gcc-14_3			1		0
gene-trnag-gcc-14_4			1		0
gene-trnag-gcc-14_5			1		0
gene-trnag-gcc-14_6			1		0
gene-trnag-gcc-14_7			1		0
gene-trnag-gcc-14_8			1		0
gene-trnag-gcc-14_9			1		0
gene-trnag-gcc-15_1			1		0
gene-trnag-gcc-15_2			1		0
gene-trnag-gcc-15_3			1		0
gene-trnag-gcc-15_4			1		0
gene-trnag-gcc-15_5			1		0
gene-trnag-gcc-15_6			1		0
gene-trnag-gcc-15_7			1		0
gene-trnag-gcc-16_1			1		0
gene-trnag-gcc-16_10			1		0
gene-trnag-gcc-16_11			1		0
gene-trnag-gcc-16_12			1		0
gene-trnag-gcc-16_2			1		0
gene-trnag-gcc-16_3			1		0
gene-trnag-gcc-16_4			1		0
gene-trnag-gcc-16_5			1		0
gene-trnag-gcc-16_6			1		0
gene-trnag-gcc-16_7			1		0
gene-trnag-gcc-16_8			1		0
gene-trnag-gcc-16_9			1		0
gene-trnag-gcc-20_1			1		0
gene-trnag-gcc-20_10			1		0
gene-trnag-gcc-20_11			1		0
gene-trnag-gcc-20_12			1		0
gene-trnag-gcc-20_2			1		0
gene-trnag-gcc-20_3			1		0
gene-trnag-gcc-20_4			1		0
gene-trnag-gcc-20_5			1		0
gene-trnag-gcc-20_6			1		0
gene-trnag-gcc-20_7			1		0
gene-trnag-gcc-20_8			1		0
gene-trnag-gcc-20_9			1		0
gene-trnag-gcc-21_1			1		0
gene-trnag-gcc-21_2			1		0
gene-trnag-gcc-21_3			1		0
gene-trnag-gcc-21_4			1		0
gene-trnag-gcc-21_5			1		0
gene-trnag-gcc-21_6			1		0
gene-trnag-gcc-21_7			1		0
gene-trnag-gcc-21_8			1		0
gene-trnag-gcc-21_9			1		0
gene-trnag-gcc-22_1			1		0
gene-trnag-gcc-22_10			1		0
gene-trnag-gcc-22_2			1		0
gene-trnag-gcc-22_3			1		0
gene-trnag-gcc-22_4			1		0
gene-trnag-gcc-22_5			1		0
gene-trnag-gcc-22_6			1		0
gene-trnag-gcc-22_7			1		0
gene-trnag-gcc-22_8			1		0
gene-trnag-gcc-22_9			1		0
gene-trnag-gcc-23_1			1		0
gene-trnag-gcc-23_10			1		0
gene-trnag-gcc-23_11			1		0
gene-trnag-gcc-23_12			1		0
gene-trnag-gcc-23_13			1		0
gene-trnag-gcc-23_14			1		0
gene-trnag-gcc-23_15			1		0
gene-trnag-gcc-23_2			1		0
gene-trnag-gcc-23_3			1		0
gene-trnag-gcc-23_4			1		0
gene-trnag-gcc-23_5			1		0
gene-trnag-gcc-23_6			1		0
gene-trnag-gcc-23_7			1		0
gene-trnag-gcc-23_8			1		0
gene-trnag-gcc-23_9			1		0
gene-trnag-gcc-24_1			1		0
gene-trnag-gcc-24_10			1		0
gene-trnag-gcc-24_2			1		0
gene-trnag-gcc-24_3			1		0
gene-trnag-gcc-24_4			1		0
gene-trnag-gcc-24_5			1		0
gene-trnag-gcc-24_6			1		0
gene-trnag-gcc-24_7			1		0
gene-trnag-gcc-24_8			1		0
gene-trnag-gcc-24_9			1		0
gene-trnag-gcc-26_50			1		0
gene-trnag-gcc-2_1			1		0
gene-trnag-gcc-2_10			1		0
gene-trnag-gcc-2_11			1		0
gene-trnag-gcc-2_12			1		0
gene-trnag-gcc-2_13			1		0
gene-trnag-gcc-2_14			1		0
gene-trnag-gcc-2_15			1		0
gene-trnag-gcc-2_16			1		0
gene-trnag-gcc-2_17			1		0
gene-trnag-gcc-2_18			1		0
gene-trnag-gcc-2_19			1		0
gene-trnag-gcc-2_2			1		0
gene-trnag-gcc-2_20			1		0
gene-trnag-gcc-2_21			1		0
gene-trnag-gcc-2_22			1		0
gene-trnag-gcc-2_23			1		0
gene-trnag-gcc-2_24			1		0
gene-trnag-gcc-2_25			1		0
gene-trnag-gcc-2_3			1		0
gene-trnag-gcc-2_4			1		0
gene-trnag-gcc-2_5			1		0
gene-trnag-gcc-2_6			1		0
gene-trnag-gcc-2_7			1		0
gene-trnag-gcc-2_8			1		0
gene-trnag-gcc-2_9			1		0
gene-trnag-gcc-31_10			1		0
gene-trnag-gcc-31_11			1		0
gene-trnag-gcc-31_12			1		0
gene-trnag-gcc-31_13			1		0
gene-trnag-gcc-31_14			1		0
gene-trnag-gcc-31_15			1		0
gene-trnag-gcc-31_16			1		0
gene-trnag-gcc-31_17			1		0
gene-trnag-gcc-31_18			1		0
gene-trnag-gcc-31_19			1		0
gene-trnag-gcc-31_20			1		0
gene-trnag-gcc-31_21			1		0
gene-trnag-gcc-31_22			1		0
gene-trnag-gcc-31_4			1		0
gene-trnag-gcc-31_5			1		0
gene-trnag-gcc-31_6			1		0
gene-trnag-gcc-31_7			1		0
gene-trnag-gcc-31_8			1		0
gene-trnag-gcc-31_9			1		0
gene-trnag-gcc-4_13			1		0
gene-trnag-gcc-4_14			1		0
gene-trnag-gcc-4_15			1		0
gene-trnag-gcc-4_16			1		0
gene-trnag-gcc-4_17			1		0
gene-trnag-gcc-4_18			1		0
gene-trnag-gcc-5_10			1		0
gene-trnag-gcc-5_11			1		0
gene-trnag-gcc-5_12			1		0
gene-trnag-gcc-5_13			1		0
gene-trnag-gcc-5_5			1		0
gene-trnag-gcc-5_6			1		0
gene-trnag-gcc-5_7			1		0
gene-trnag-gcc-5_8			1		0
gene-trnag-gcc-5_9			1		0
gene-trnag-gcc-6_10			1		0
gene-trnag-gcc-6_11			1		0
gene-trnag-gcc-6_12			1		0
gene-trnag-gcc-6_13			1		0
gene-trnag-gcc-6_14			1		0
gene-trnag-gcc-6_15			1		0
gene-trnag-gcc-6_16			1		0
gene-trnag-gcc-6_17			1		0
gene-trnag-gcc-6_4			1		0
gene-trnag-gcc-6_5			1		0
gene-trnag-gcc-6_6			1		0
gene-trnag-gcc-6_7			1		0
gene-trnag-gcc-6_8			1		0
gene-trnag-gcc-6_9			1		0
gene-trnag-gcc-7_1			1		0
gene-trnag-gcc-7_10			1		0
gene-trnag-gcc-7_11			1		0
gene-trnag-gcc-7_12			1		0
gene-trnag-gcc-7_13			1		0
gene-trnag-gcc-7_14			1		0
gene-trnag-gcc-7_2			1		0
gene-trnag-gcc-7_3			1		0
gene-trnag-gcc-7_4			1		0
gene-trnag-gcc-7_5			1		0
gene-trnag-gcc-7_6			1		0
gene-trnag-gcc-7_7			1		0
gene-trnag-gcc-7_8			1		0
gene-trnag-gcc-7_9			1		0
gene-trnag-gcc-8_1			1		0
gene-trnag-gcc-8_10			1		0
gene-trnag-gcc-8_11			1		0
gene-trnag-gcc-8_12			1		0
gene-trnag-gcc-8_2			1		0
gene-trnag-gcc-8_3			1		0
gene-trnag-gcc-8_4			1		0
gene-trnag-gcc-8_5			1		0
gene-trnag-gcc-8_6			1		0
gene-trnag-gcc-8_7			1		0
gene-trnag-gcc-8_8			1		0
gene-trnag-gcc-8_9			1		0
gene-trnag-gcc-9_1			1		0
gene-trnag-gcc-9_10			1		0
gene-trnag-gcc-9_11			1		0
gene-trnag-gcc-9_12			1		0
gene-trnag-gcc-9_13			1		0
gene-trnag-gcc-9_2			1		0
gene-trnag-gcc-9_3			1		0
gene-trnag-gcc-9_4			1		0
gene-trnag-gcc-9_5			1		0
gene-trnag-gcc-9_6			1		0
gene-trnag-gcc-9_7			1		0
gene-trnag-gcc-9_8			1		0
gene-trnag-gcc-9_9			1		0
gene-trnag-ucc-13_4			1		0
gene-trnag-ucc-13_5			1		0
gene-trnag-ucc-22_1			1		0
gene-trnag-ucc-22_2			1		0
gene-trnag-ucc-22_3			1		0
gene-trnag-ucc-24_1			1		0
gene-trnag-ucc-27_1			1		0
gene-trnag-ucc-29_1			1		0
gene-trnag-ucc-2_1			1		0
gene-trnag-ucc-2_2			1		0
gene-trnag-ucc-2_3			1		0
gene-trnag-ucc-40_1			1		0
gene-trnag-ucc-41_1			1		0
gene-trnag-ucc-5_1			1		0
gene-trnag-ucc-7_29			1		0
gene-trnag-ucc-7_30			1		0
gene-trnag-ucc_31			1		0
gene-trnag-ucc_32			1		0
gene-trnag-ucc_33			1		0
gene-trnag-ucc_34			1		0
gene-trnag-ucc_35			1		0
gene-trnag-ucc_36			1		0
gene-trnah-gug-10_4			1		0
gene-trnah-gug-10_5			1		0
gene-trnah-gug-10_6			1		0
gene-trnah-gug-10_7			1		0
gene-trnah-gug-11_9			1		0
gene-trnah-gug-12_3			1		0
gene-trnah-gug-12_4			1		0
gene-trnah-gug-12_5			1		0
gene-trnah-gug-12_6			1		0
gene-trnah-gug-12_7			1		0
gene-trnah-gug-12_8			1		0
gene-trnah-gug-13_21			1		0
gene-trnah-gug-13_22			1		0
gene-trnah-gug-13_23			1		0
gene-trnah-gug-13_24			1		0
gene-trnah-gug-15_36			1		0
gene-trnah-gug-15_37			1		0
gene-trnah-gug-15_38			1		0
gene-trnah-gug-15_39			1		0
gene-trnah-gug-15_40			1		0
gene-trnah-gug-16_28			1		0
gene-trnah-gug-16_29			1		0
gene-trnah-gug-16_30			1		0
gene-trnah-gug-16_31			1		0
gene-trnah-gug-16_32			1		0
gene-trnah-gug-16_33			1		0
gene-trnah-gug-16_34			1		0
gene-trnah-gug-16_35			1		0
gene-trnah-gug-16_36			1		0
gene-trnah-gug-16_37			1		0
gene-trnah-gug-16_38			1		0
gene-trnah-gug-18_21			1		0
gene-trnah-gug-18_22			1		0
gene-trnah-gug-18_23			1		0
gene-trnah-gug-18_24			1		0
gene-trnah-gug-18_25			1		0
gene-trnah-gug-18_26			1		0
gene-trnah-gug-18_27			1		0
gene-trnah-gug-18_28			1		0
gene-trnah-gug-18_29			1		0
gene-trnah-gug-18_30			1		0
gene-trnah-gug-18_31			1		0
gene-trnah-gug-18_32			1		0
gene-trnah-gug-18_33			1		0
gene-trnah-gug-18_34			1		0
gene-trnah-gug-18_35			1		0
gene-trnah-gug-19_3			1		0
gene-trnah-gug-19_4			1		0
gene-trnah-gug-19_5			1		0
gene-trnah-gug-19_6			1		0
gene-trnah-gug-19_7			1		0
gene-trnah-gug-19_8			1		0
gene-trnah-gug-20_3			1		0
gene-trnah-gug-20_4			1		0
gene-trnah-gug-3_10			1		0
gene-trnah-gug-3_11			1		0
gene-trnah-gug-3_12			1		0
gene-trnah-gug-3_13			1		0
gene-trnah-gug-3_14			1		0
gene-trnah-gug-3_15			1		0
gene-trnah-gug-3_16			1		0
gene-trnah-gug-4_10			1		0
gene-trnah-gug-4_11			1		0
gene-trnah-gug-4_12			1		0
gene-trnah-gug-4_13			1		0
gene-trnah-gug-4_14			1		0
gene-trnah-gug-4_15			1		0
gene-trnah-gug-5_10			1		0
gene-trnah-gug-5_11			1		0
gene-trnah-gug-5_12			1		0
gene-trnah-gug-5_6			1		0
gene-trnah-gug-5_7			1		0
gene-trnah-gug-5_8			1		0
gene-trnah-gug-5_9			1		0
gene-trnah-gug-7_10			1		0
gene-trnah-gug-7_11			1		0
gene-trnah-gug-7_12			1		0
gene-trnah-gug-7_7			1		0
gene-trnah-gug-7_8			1		0
gene-trnah-gug-7_9			1		0
gene-trnah-gug-8_1			1		0
gene-trnah-gug-8_2			1		0
gene-trnah-gug-9_10			1		0
gene-trnah-gug-9_11			1		0
gene-trnah-gug-9_5			1		0
gene-trnah-gug-9_6			1		0
gene-trnah-gug-9_7			1		0
gene-trnah-gug-9_8			1		0
gene-trnah-gug-9_9			1		0
gene-trnah-gug_14			1		0
gene-trnah-gug_15			1		0
gene-trnah-gug_16			1		0
gene-trnah-gug_17			1		0
gene-trnah-gug_18			1		0
gene-trnah-gug_19			1		0
gene-trnah-gug_20			1		0
gene-trnah-gug_21			1		0
gene-trnai-aau-15_48			1		0
gene-trnai-aau-18_10			1		0
gene-trnai-aau-18_11			1		0
gene-trnai-aau-18_12			1		0
gene-trnai-aau-18_13			1		0
gene-trnai-aau-18_14			1		0
gene-trnai-aau-18_15			1		0
gene-trnai-aau-18_16			1		0
gene-trnai-aau-18_17			1		0
gene-trnai-aau-18_18			1		0
gene-trnai-aau-18_19			1		0
gene-trnai-aau-18_20			1		0
gene-trnai-aau-18_21			1		0
gene-trnai-aau-18_22			1		0
gene-trnai-aau-18_23			1		0
gene-trnai-aau-18_24			1		0
gene-trnai-aau-18_25			1		0
gene-trnai-aau-18_26			1		0
gene-trnai-aau-18_27			1		0
gene-trnai-aau-18_28			1		0
gene-trnai-aau-18_29			1		0
gene-trnai-aau-18_30			1		0
gene-trnai-aau-18_31			1		0
gene-trnai-aau-18_32			1		0
gene-trnai-aau-18_33			1		0
gene-trnai-aau-18_34			1		0
gene-trnai-aau-18_35			1		0
gene-trnai-aau-18_36			1		0
gene-trnai-aau-18_37			1		0
gene-trnai-aau-18_38			1		0
gene-trnai-aau-18_39			1		0
gene-trnai-aau-18_4			1		0
gene-trnai-aau-18_40			1		0
gene-trnai-aau-18_41			1		0
gene-trnai-aau-18_42			1		0
gene-trnai-aau-18_43			1		0
gene-trnai-aau-18_44			1		0
gene-trnai-aau-18_45			1		0
gene-trnai-aau-18_46			1		0
gene-trnai-aau-18_47			1		0
gene-trnai-aau-18_48			1		0
gene-trnai-aau-18_49			1		0
gene-trnai-aau-18_5			1		0
gene-trnai-aau-18_50			1		0
gene-trnai-aau-18_6			1		0
gene-trnai-aau-18_7			1		0
gene-trnai-aau-18_8			1		0
gene-trnai-aau-18_9			1		0
gene-trnai-aau-22_5			1		0
gene-trnai-aau-24_10			1		0
gene-trnai-aau-24_11			1		0
gene-trnai-aau-24_12			1		0
gene-trnai-aau-24_13			1		0
gene-trnai-aau-24_14			1		0
gene-trnai-aau-24_15			1		0
gene-trnai-aau-24_16			1		0
gene-trnai-aau-24_17			1		0
gene-trnai-aau-24_18			1		0
gene-trnai-aau-24_19			1		0
gene-trnai-aau-24_20			1		0
gene-trnai-aau-24_21			1		0
gene-trnai-aau-24_22			1		0
gene-trnai-aau-24_23			1		0
gene-trnai-aau-24_24			1		0
gene-trnai-aau-24_25			1		0
gene-trnai-aau-24_26			1		0
gene-trnai-aau-24_27			1		0
gene-trnai-aau-24_28			1		0
gene-trnai-aau-24_29			1		0
gene-trnai-aau-24_30			1		0
gene-trnai-aau-24_31			1		0
gene-trnai-aau-24_6			1		0
gene-trnai-aau-24_7			1		0
gene-trnai-aau-24_8			1		0
gene-trnai-aau-24_9			1		0
gene-trnai-aau-4	trnai-aau	tRNA-Ile	1	Y	0
gene-trnai-aau-49_17			1		0
gene-trnai-aau-49_18			1		0
gene-trnai-aau-49_19			1		0
gene-trnai-aau-49_20			1		0
gene-trnai-aau-49_21			1		0
gene-trnai-aau-49_22			1		0
gene-trnai-aau-49_23			1		0
gene-trnai-aau-49_24			1		0
gene-trnai-aau-49_25			1		0
gene-trnai-aau-49_26			1		0
gene-trnai-aau-49_27			1		0
gene-trnai-aau-49_28			1		0
gene-trnai-aau-49_29			1		0
gene-trnai-aau-49_30			1		0
gene-trnai-aau-49_31			1		0
gene-trnai-aau-49_32			1		0
gene-trnai-aau-49_33			1		0
gene-trnai-aau-49_34			1		0
gene-trnai-aau-49_35			1		0
gene-trnai-aau-49_36			1		0
gene-trnai-aau-49_37			1		0
gene-trnai-aau-49_38			1		0
gene-trnai-aau-49_39			1		0
gene-trnai-uau-21_3			1		0
gene-trnai-uau-21_4			1		0
gene-trnai-uau-22_20			1		0
gene-trnai-uau-22_21			1		0
gene-trnai-uau-22_22			1		0
gene-trnai-uau-22_23			1		0
gene-trnai-uau-22_24			1		0
gene-trnai-uau-22_25			1		0
gene-trnai-uau-22_26			1		0
gene-trnai-uau-22_27			1		0
gene-trnai-uau-22_28			1		0
gene-trnai-uau-4_10			1		0
gene-trnai-uau-4_8			1		0
gene-trnai-uau-4_9			1		0
gene-trnai-uau_5			1		0
gene-trnai-uau_6			1		0
gene-trnai-uau_7			1		0
gene-trnak-cuu-10_3			1		0
gene-trnak-cuu-13_8			1		0
gene-trnak-cuu-13_9			1		0
gene-trnak-cuu-14_10			1		0
gene-trnak-cuu-14_9			1		0
gene-trnak-cuu-19_12			1		0
gene-trnak-cuu-20_2			1		0
gene-trnak-cuu-20_3			1		0
gene-trnak-cuu-20_4			1		0
gene-trnak-cuu-21_1			1		0
gene-trnak-cuu-21_2			1		0
gene-trnak-cuu-45_11			1		0
gene-trnak-cuu-47_1			1		0
gene-trnak-cuu-49_1			1		0
gene-trnak-cuu-49_2			1		0
gene-trnak-cuu-49_3			1		0
gene-trnak-cuu-49_4			1		0
gene-trnak-cuu-50_1			1		0
gene-trnak-cuu-59_1			1		0
gene-trnak-cuu-59_2			1		0
gene-trnak-cuu-60_1			1		0
gene-trnak-cuu-60_2			1		0
gene-trnak-cuu-61_21			1		0
gene-trnak-cuu-61_22			1		0
gene-trnak-cuu-64_2			1		0
gene-trnak-cuu-68_48			1		0
gene-trnak-cuu-82_2			1		0
gene-trnak-cuu-82_3			1		0
gene-trnak-cuu-86_1			1		0
gene-trnak-cuu-86_2			1		0
gene-trnak-cuu-91_1			1		0
gene-trnak-cuu-9_15			1		0
gene-trnak-cuu-9_16			1		0
gene-trnak-cuu-9_17			1		0
gene-trnak-uuu-11_5			1		0
gene-trnak-uuu-11_6			1		0
gene-trnak-uuu-11_7			1		0
gene-trnak-uuu-12_11			1		0
gene-trnak-uuu-12_12			1		0
gene-trnak-uuu-12_13			1		0
gene-trnak-uuu-12_14			1		0
gene-trnak-uuu-12_15			1		0
gene-trnak-uuu-12_16			1		0
gene-trnak-uuu-12_17			1		0
gene-trnak-uuu-12_18			1		0
gene-trnak-uuu-12_19			1		0
gene-trnak-uuu-12_20			1		0
gene-trnak-uuu-12_21			1		0
gene-trnak-uuu-15_8			1		0
gene-trnak-uuu-15_9			1		0
gene-trnak-uuu-21_6			1		0
gene-trnak-uuu-22_2			1		0
gene-trnak-uuu-22_3			1		0
gene-trnak-uuu-22_4			1		0
gene-trnak-uuu-22_5			1		0
gene-trnak-uuu-22_6			1		0
gene-trnak-uuu-35_2			1		0
gene-trnak-uuu-35_3			1		0
gene-trnak-uuu-35_4			1		0
gene-trnak-uuu-35_5			1		0
gene-trnak-uuu-35_6			1		0
gene-trnak-uuu-35_7			1		0
gene-trnak-uuu-35_8			1		0
gene-trnak-uuu-35_9			1		0
gene-trnak-uuu-38_11			1		0
gene-trnak-uuu-38_12			1		0
gene-trnak-uuu-38_13			1		0
gene-trnak-uuu-38_14			1		0
gene-trnak-uuu-38_15			1		0
gene-trnak-uuu-38_16			1		0
gene-trnak-uuu-38_17			1		0
gene-trnak-uuu-38_18			1		0
gene-trnak-uuu-39_4			1		0
gene-trnak-uuu-39_5			1		0
gene-trnak-uuu-39_6			1		0
gene-trnak-uuu-39_7			1		0
gene-trnak-uuu-39_8			1		0
gene-trnak-uuu-40_2			1		0
gene-trnak-uuu-40_3			1		0
gene-trnak-uuu-40_4			1		0
gene-trnak-uuu-40_5			1		0
gene-trnak-uuu-41_2			1		0
gene-trnak-uuu-41_3			1		0
gene-trnak-uuu-41_4			1		0
gene-trnak-uuu-41_5			1		0
gene-trnak-uuu-41_6			1		0
gene-trnak-uuu-42_4			1		0
gene-trnak-uuu-42_5			1		0
gene-trnak-uuu-42_6			1		0
gene-trnak-uuu-48_2			1		0
gene-trnak-uuu-48_3			1		0
gene-trnak-uuu-50_37			1		0
gene-trnak-uuu-50_38			1		0
gene-trnak-uuu-50_39			1		0
gene-trnak-uuu-50_40			1		0
gene-trnak-uuu-50_41			1		0
gene-trnak-uuu-50_42			1		0
gene-trnak-uuu-53_7			1		0
gene-trnak-uuu-53_8			1		0
gene-trnak-uuu-54_1			1		0
gene-trnak-uuu-54_2			1		0
gene-trnak-uuu-56_12			1		0
gene-trnak-uuu-56_13			1		0
gene-trnak-uuu-56_14			1		0
