gene_id	symbol	product	copies_lean	in_siscowet_unmapped	n_go
gene-trnak-cuu-43_2			1		0
gene-trnak-cuu-43_3			1		0
gene-trnak-cuu-46_1			1		0
gene-trnak-cuu-55_10			1		0
gene-trnak-cuu-55_11			1		0
gene-trnak-cuu-55_8			1		0
gene-trnak-cuu-55_9			1		0
gene-trnak-cuu-63_8			1		0
gene-trnak-cuu-63_9			1		0
gene-trnak-cuu-65_2			1		0
gene-trnak-cuu-65_3			1		0
gene-trnak-cuu-65_4			1		0
gene-trnak-cuu-65_5			1		0
gene-trnak-cuu-65_6			1		0
gene-trnak-cuu-66_10			1		0
gene-trnak-cuu-66_11			1		0
gene-trnak-cuu-66_5			1		0
gene-trnak-cuu-66_6			1		0
gene-trnak-cuu-66_7			1		0
gene-trnak-cuu-66_8			1		0
gene-trnak-cuu-66_9			1		0
gene-trnak-cuu-67_11			1		0
gene-trnak-cuu-67_12			1		0
gene-trnak-cuu-67_13			1		0
gene-trnak-cuu-67_14			1		0
gene-trnak-cuu-67_15			1		0
gene-trnak-cuu-67_16			1		0
gene-trnak-cuu-67_17			1		0
gene-trnak-cuu-69_10			1		0
gene-trnak-cuu-69_11			1		0
gene-trnak-cuu-69_12			1		0
gene-trnak-cuu-69_13			1		0
gene-trnak-cuu-69_14			1		0
gene-trnak-cuu-69_15			1		0
gene-trnak-cuu-69_16			1		0
gene-trnak-cuu-69_17			1		0
gene-trnak-cuu-69_18			1		0
gene-trnak-cuu-69_19			1		0
gene-trnak-cuu-69_8			1		0
gene-trnak-cuu-69_9			1		0
gene-trnak-cuu-70_42			1		0
gene-trnak-cuu-70_43			1		0
gene-trnak-cuu-70_44			1		0
gene-trnak-cuu-70_45			1		0
gene-trnak-cuu-70_46			1		0
gene-trnak-cuu-70_47			1		0
gene-trnak-cuu-71_35			1		0
gene-trnak-cuu-71_36			1		0
gene-trnak-cuu-71_37			1		0
gene-trnak-cuu-71_38			1		0
gene-trnak-cuu-71_39			1		0
gene-trnak-cuu-71_40			1		0
gene-trnak-cuu-71_41			1		0
gene-trnak-cuu-72_27			1		0
gene-trnak-cuu-72_28			1		0
gene-trnak-cuu-72_29			1		0
gene-trnak-cuu-72_30			1		0
gene-trnak-cuu-72_31			1		0
gene-trnak-cuu-72_32			1		0
gene-trnak-cuu-72_33			1		0
gene-trnak-cuu-72_34			1		0
gene-trnak-cuu-72_35			1		0
gene-trnak-cuu-72_36			1		0
gene-trnak-cuu-72_37			1		0
gene-trnak-cuu-72_38			1		0
gene-trnak-cuu-72_39			1		0
gene-trnak-cuu-72_40			1		0
gene-trnak-cuu-72_41			1		0
gene-trnak-cuu-72_42			1		0
gene-trnak-cuu-72_43			1		0
gene-trnak-cuu-72_44			1		0
gene-trnak-cuu-72_45			1		0
gene-trnak-cuu-72_46			1		0
gene-trnak-cuu-73_29			1		0
gene-trnak-cuu-73_30			1		0
gene-trnak-cuu-73_31			1		0
gene-trnak-cuu-73_32			1		0
gene-trnak-cuu-73_33			1		0
gene-trnak-cuu-73_34			1		0
gene-trnak-cuu-73_35			1		0
gene-trnak-cuu-73_36			1		0
gene-trnak-cuu-74_30			1		0
gene-trnak-cuu-74_31			1		0
gene-trnak-cuu-75_22			1		0
gene-trnak-cuu-75_23			1		0
gene-trnak-cuu-75_24			1		0
gene-trnak-cuu-75_25			1		0
gene-trnak-cuu-75_26			1		0
gene-trnak-cuu-75_27			1		0
gene-trnak-cuu-75_28			1		0
gene-trnak-cuu-75_29			1		0
gene-trnak-cuu-75_30			1		0
gene-trnak-cuu-75_31			1		0
gene-trnak-cuu-75_32			1		0
gene-trnak-cuu-76_12			1		0
gene-trnak-cuu-76_13			1		0
gene-trnak-cuu-76_14			1		0
gene-trnak-cuu-76_15			1		0
gene-trnak-cuu-76_16			1		0
gene-trnak-cuu-76_17			1		0
gene-trnak-cuu-76_18			1		0
gene-trnak-cuu-76_19			1		0
gene-trnak-cuu-76_20			1		0
gene-trnak-cuu-76_21			1		0
gene-trnak-cuu-76_22			1		0
gene-trnak-cuu-76_23			1		0
gene-trnak-cuu-78_1			1		0
gene-trnak-cuu-78_2			1		0
gene-trnak-cuu-78_3			1		0
gene-trnak-cuu-79_1			1		0
gene-trnak-cuu-79_2			1		0
gene-trnak-cuu-79_3			1		0
gene-trnak-cuu-80_1			1		0
gene-trnak-cuu-80_2			1		0
gene-trnak-cuu-80_3			1		0
gene-trnak-cuu-80_4			1		0
gene-trnak-cuu-81_1			1		0
gene-trnak-cuu-81_2			1		0
gene-trnak-cuu-81_3			1		0
gene-trnak-cuu-81_4			1		0
gene-trnak-cuu-81_5			1		0
gene-trnak-cuu-81_6			1		0
gene-trnak-cuu-83_1			1		0
gene-trnak-cuu-83_2			1		0
gene-trnak-cuu-83_3			1		0
gene-trnak-cuu-83_4			1		0
gene-trnak-cuu-84_1			1		0
gene-trnak-cuu-84_2			1		0
gene-trnak-cuu-85_2			1		0
gene-trnak-cuu-85_3			1		0
gene-trnak-cuu-85_4			1		0
gene-trnak-cuu-87_1			1		0
gene-trnak-cuu-87_2			1		0
gene-trnak-cuu-88_1			1		0
gene-trnak-cuu-89_1			1		0
gene-trnak-cuu-89_2			1		0
gene-trnak-cuu-90_1			1		0
gene-trnak-cuu-92_1			1		0
gene-trnak-cuu-92_2			1		0
gene-trnak-cuu-92_3			1		0
gene-trnak-uuu-10_12			1		0
gene-trnak-uuu-13_13			1		0
gene-trnak-uuu-14_10			1		0
gene-trnak-uuu-16_5			1		0
gene-trnak-uuu-18_2			1		0
gene-trnak-uuu-3_3			1		0
gene-trnak-uuu-47_5			1		0
gene-trnak-uuu-4_22			1		0
gene-trnak-uuu-51_16			1		0
gene-trnak-uuu-5_2			1		0
gene-trnak-uuu-5_3			1		0
gene-trnak-uuu-67_1			1		0
gene-trnak-uuu-69_1			1		0
gene-trnak-uuu-69_2			1		0
gene-trnak-uuu-69_3			1		0
gene-trnak-uuu-70_1			1		0
gene-trnak-uuu-70_2			1		0
gene-trnak-uuu-70_3			1		0
gene-trnak-uuu-74_2			1		0
gene-trnak-uuu-85_6			1		0
gene-trnak-uuu-85_7			1		0
gene-trnak-uuu-85_8			1		0
gene-trnak-uuu-85_9			1		0
gene-trnak-uuu-86_5			1		0
gene-trnal-aag-14_1			1		0
gene-trnal-aag-17_1			1		0
gene-trnal-aag-17_2			1		0
gene-trnal-aag-17_3			1		0
gene-trnal-aag-19_1			1		0
gene-trnal-aag-25_3			1		0
gene-trnal-aag-25_4			1		0
gene-trnal-aag-25_5			1		0
gene-trnal-aag-31_16			1		0
gene-trnal-aag-31_17			1		0
gene-trnal-aag-31_18			1		0
gene-trnal-aag-31_19			1		0
gene-trnal-aag-31_20			1		0
gene-trnal-aag-31_21			1		0
gene-trnal-aag-31_22			1		0
gene-trnal-aag-31_23			1		0
gene-trnal-aag-31_24			1		0
gene-trnal-aag-31_25			1		0
gene-trnal-aag-31_26			1		0
gene-trnal-aag-31_27			1		0
gene-trnal-aag-31_28			1		0
gene-trnal-aag-31_29			1		0
gene-trnal-aag-31_30			1		0
gene-trnal-aag-31_31			1		0
gene-trnal-aag-31_32			1		0
gene-trnal-aag-31_33			1		0
gene-trnal-aag-31_34			1		0
gene-trnal-aag-31_35			1		0
gene-trnal-aag-31_36			1		0
gene-trnal-aag-31_37			1		0
gene-trnal-aag-31_38			1		0
gene-trnal-aag-34_10			1		0
gene-trnal-aag-34_11			1		0
gene-trnal-aag-34_12			1		0
gene-trnal-aag-34_13			1		0
gene-trnal-aag-34_14			1		0
gene-trnal-aag-34_15			1		0
gene-trnal-aag-35_1			1		0
gene-trnal-aag-35_2			1		0
gene-trnal-aag-35_3			1		0
gene-trnal-aag-35_4			1		0
gene-trnal-aag-35_5			1		0
gene-trnal-aag-35_6			1		0
gene-trnal-aag-7	trnal-aag	tRNA-Leu	1	Y	0
gene-trnal-aag-8	trnal-aag	tRNA-Leu	1	Y	0
gene-trnal-caa-10_1			1		0
gene-trnal-caa-10_2			1		0
gene-trnal-caa-11_1			1		0
gene-trnal-caa-12_1			1		0
gene-trnal-caa-12_2			1		0
gene-trnal-caa-13_1			1		0
gene-trnal-caa-15_1			1		0
gene-trnal-caa-22_4			1		0
gene-trnal-caa-22_5			1		0
gene-trnal-caa-22_6			1		0
gene-trnal-caa-25_50			1		0
gene-trnal-caa-26_39			1		0
gene-trnal-caa-26_40			1		0
gene-trnal-caa-26_41			1		0
gene-trnal-caa-26_42			1		0
gene-trnal-caa-26_43			1		0
gene-trnal-caa-28_20			1		0
gene-trnal-caa-5_19			1		0
gene-trnal-caa-5_20			1		0
gene-trnal-caa-5_21			1		0
gene-trnal-caa-5_22			1		0
gene-trnal-caa-5_23			1		0
gene-trnal-caa-5_24			1		0
gene-trnal-caa-5_25			1		0
gene-trnal-caa-5_26			1		0
gene-trnal-caa-5_27			1		0
gene-trnal-caa-6_14			1		0
gene-trnal-caa-6_15			1		0
gene-trnal-caa-7_10			1		0
gene-trnal-caa-7_11			1		0
gene-trnal-caa-7_6			1		0
gene-trnal-caa-7_7			1		0
gene-trnal-caa-7_8			1		0
gene-trnal-caa-7_9			1		0
gene-trnal-caa-8_3			1		0
gene-trnal-caa-8_4			1		0
gene-trnal-caa-8_5			1		0
gene-trnal-caa-8_6			1		0
gene-trnal-caa-8_7			1		0
gene-trnal-cag-10_3			1		0
gene-trnal-cag-10_4			1		0
gene-trnal-cag-10_5			1		0
gene-trnal-cag-10_6			1		0
gene-trnal-cag-10_7			1		0
gene-trnal-cag-11_18			1		0
gene-trnal-cag-11_19			1		0
gene-trnal-cag-11_20			1		0
gene-trnal-cag-11_21			1		0
gene-trnal-cag-11_22			1		0
gene-trnal-cag-11_23			1		0
gene-trnal-cag-12_11			1		0
gene-trnal-cag-12_12			1		0
gene-trnal-cag-12_13			1		0
gene-trnal-cag-12_14			1		0
gene-trnal-cag-12_15			1		0
gene-trnal-cag-12_16			1		0
gene-trnal-cag-13_10			1		0
gene-trnal-cag-13_7			1		0
gene-trnal-cag-13_8			1		0
gene-trnal-cag-13_9			1		0
gene-trnal-cag-14_5			1		0
gene-trnal-cag-14_6			1		0
gene-trnal-cag-15_2			1		0
gene-trnal-cag-15_3			1		0
gene-trnal-cag-16_1			1		0
gene-trnal-cag-16_2			1		0
gene-trnal-cag-17_2			1		0
gene-trnal-cag-17_3			1		0
gene-trnal-cag-18_2			1		0
gene-trnal-cag-18_3			1		0
gene-trnal-cag-19_1			1		0
gene-trnal-cag-20_5			1		0
gene-trnal-cag-20_6			1		0
gene-trnal-cag-20_7			1		0
gene-trnal-cag-20_8			1		0
gene-trnal-cag-2_30			1		0
gene-trnal-cag-2_31			1		0
gene-trnal-cag-36_1			1		0
gene-trnal-cag-6_4			1		0
gene-trnal-cag-6_5			1		0
gene-trnal-cag-6_6			1		0
gene-trnal-cag-6_7			1		0
gene-trnal-cag-6_8			1		0
gene-trnal-uaa-18_7			1		0
gene-trnal-uaa-22_1			1		0
gene-trnal-uaa_1			1		0
gene-trnal-uag-13_1			1		0
gene-trnal-uag-18_10			1		0
gene-trnal-uag-18_11			1		0
gene-trnal-uag-18_7			1		0
gene-trnal-uag-18_8			1		0
gene-trnal-uag-18_9			1		0
gene-trnal-uag-20_16			1		0
gene-trnal-uag-20_17			1		0
gene-trnal-uag-20_18			1		0
gene-trnal-uag-20_19			1		0
gene-trnal-uag-20_20			1		0
gene-trnal-uag-20_21			1		0
gene-trnal-uag-20_22			1		0
gene-trnal-uag-20_23			1		0
gene-trnal-uag-20_24			1		0
gene-trnal-uag-20_25			1		0
gene-trnal-uag-20_26			1		0
gene-trnal-uag-46_1			1		0
gene-trnal-uag-5_7			1		0
gene-trnal-uag-8_10			1		0
gene-trnal-uag-8_11			1		0
gene-trnal-uag-8_12			1		0
gene-trnal-uag-8_8			1		0
gene-trnal-uag-8_9			1		0
gene-trnam-cau-10_21			1		0
gene-trnam-cau-10_22			1		0
gene-trnam-cau-10_23			1		0
gene-trnam-cau-10_24			1		0
gene-trnam-cau-10_25			1		0
gene-trnam-cau-10_26			1		0
gene-trnam-cau-10_27			1		0
gene-trnam-cau-10_28			1		0
gene-trnam-cau-10_29			1		0
gene-trnam-cau-10_30			1		0
gene-trnam-cau-11_15			1		0
gene-trnam-cau-11_16			1		0
gene-trnam-cau-11_17			1		0
gene-trnam-cau-11_18			1		0
gene-trnam-cau-11_19			1		0
gene-trnam-cau-11_20			1		0
gene-trnam-cau-11_21			1		0
gene-trnam-cau-11_22			1		0
gene-trnam-cau-11_23			1		0
gene-trnam-cau-11_24			1		0
gene-trnam-cau-11_25			1		0
gene-trnam-cau-11_26			1		0
gene-trnam-cau-11_27			1		0
gene-trnam-cau-11_28			1		0
gene-trnam-cau-11_29			1		0
gene-trnam-cau-11_30			1		0
gene-trnam-cau-11_31			1		0
gene-trnam-cau-11_32			1		0
gene-trnam-cau-11_33			1		0
gene-trnam-cau-12_14			1		0
gene-trnam-cau-12_15			1		0
gene-trnam-cau-12_16			1		0
gene-trnam-cau-12_17			1		0
gene-trnam-cau-12_18			1		0
gene-trnam-cau-12_19			1		0
gene-trnam-cau-12_20			1		0
gene-trnam-cau-12_21			1		0
gene-trnam-cau-12_22			1		0
gene-trnam-cau-12_23			1		0
gene-trnam-cau-12_24			1		0
gene-trnam-cau-12_25			1		0
gene-trnam-cau-12_26			1		0
gene-trnam-cau-12_27			1		0
gene-trnam-cau-12_28			1		0
gene-trnam-cau-12_29			1		0
gene-trnam-cau-13_10			1		0
gene-trnam-cau-13_11			1		0
gene-trnam-cau-13_12			1		0
gene-trnam-cau-13_13			1		0
gene-trnam-cau-13_14			1		0
gene-trnam-cau-13_15			1		0
gene-trnam-cau-13_16			1		0
gene-trnam-cau-13_17			1		0
gene-trnam-cau-13_18			1		0
gene-trnam-cau-13_19			1		0
gene-trnam-cau-13_20			1		0
gene-trnam-cau-13_21			1		0
gene-trnam-cau-13_22			1		0
gene-trnam-cau-13_23			1		0
gene-trnam-cau-13_8			1		0
gene-trnam-cau-13_9			1		0
gene-trnam-cau-16_10			1		0
gene-trnam-cau-16_11			1		0
gene-trnam-cau-16_9			1		0
gene-trnam-cau-17_30			1		0
gene-trnam-cau-17_31			1		0
gene-trnam-cau-17_32			1		0
gene-trnam-cau-17_33			1		0
gene-trnam-cau-17_34			1		0
gene-trnam-cau-17_35			1		0
gene-trnam-cau-19_22			1		0
gene-trnam-cau-19_23			1		0
gene-trnam-cau-19_24			1		0
gene-trnam-cau-19_25			1		0
gene-trnam-cau-19_26			1		0
gene-trnam-cau-20_24			1		0
gene-trnam-cau-20_25			1		0
gene-trnam-cau-21_17			1		0
gene-trnam-cau-21_18			1		0
gene-trnam-cau-21_19			1		0
gene-trnam-cau-21_20			1		0
gene-trnam-cau-21_21			1		0
gene-trnam-cau-22_25			1		0
gene-trnam-cau-22_26			1		0
gene-trnam-cau-22_27			1		0
gene-trnam-cau-22_28			1		0
gene-trnam-cau-22_29			1		0
gene-trnam-cau-22_30			1		0
gene-trnam-cau-22_31			1		0
gene-trnam-cau-22_32			1		0
gene-trnam-cau-22_33			1		0
gene-trnam-cau-22_34			1		0
gene-trnam-cau-22_35			1		0
gene-trnam-cau-22_36			1		0
gene-trnam-cau-22_37			1		0
gene-trnam-cau-22_38			1		0
gene-trnam-cau-22_39			1		0
gene-trnam-cau-23_16			1		0
gene-trnam-cau-23_17			1		0
gene-trnam-cau-24_16			1		0
gene-trnam-cau-26_13			1		0
gene-trnam-cau-26_14			1		0
gene-trnam-cau-27_15			1		0
gene-trnam-cau-27_16			1		0
gene-trnam-cau-27_17			1		0
gene-trnam-cau-28_20			1		0
gene-trnam-cau-28_21			1		0
gene-trnam-cau-29_12			1		0
gene-trnam-cau-29_13			1		0
gene-trnam-cau-29_14			1		0
gene-trnam-cau-2_43			1		0
gene-trnam-cau-34_8			1		0
gene-trnam-cau-36_10			1		0
gene-trnam-cau-36_11			1		0
gene-trnam-cau-36_12			1		0
gene-trnam-cau-36_13			1		0
gene-trnam-cau-36_14			1		0
gene-trnam-cau-36_8			1		0
gene-trnam-cau-36_9			1		0
gene-trnam-cau-37_10			1		0
gene-trnam-cau-37_11			1		0
gene-trnam-cau-37_12			1		0
gene-trnam-cau-37_13			1		0
gene-trnam-cau-37_14			1		0
gene-trnam-cau-37_7			1		0
gene-trnam-cau-37_8			1		0
gene-trnam-cau-37_9			1		0
gene-trnam-cau-40_10			1		0
gene-trnam-cau-40_11			1		0
gene-trnam-cau-40_12			1		0
gene-trnam-cau-40_9			1		0
gene-trnam-cau-41_5			1		0
gene-trnam-cau-41_6			1		0
gene-trnam-cau-41_7			1		0
gene-trnam-cau-41_8			1		0
gene-trnam-cau-41_9			1		0
gene-trnam-cau-42_7			1		0
gene-trnam-cau-42_8			1		0
gene-trnam-cau-43_6			1		0
gene-trnam-cau-43_7			1		0
gene-trnam-cau-43_8			1		0
gene-trnam-cau-43_9			1		0
gene-trnam-cau-46_10			1		0
gene-trnam-cau-46_11			1		0
gene-trnam-cau-46_3			1		0
gene-trnam-cau-46_4			1		0
gene-trnam-cau-46_5			1		0
gene-trnam-cau-46_6			1		0
gene-trnam-cau-46_7			1		0
gene-trnam-cau-46_8			1		0
gene-trnam-cau-46_9			1		0
gene-trnam-cau-48_4			1		0
gene-trnam-cau-49_5			1		0
gene-trnam-cau-49_6			1		0
gene-trnam-cau-50_3			1		0
gene-trnam-cau-50_4			1		0
gene-trnam-cau-51_2			1		0
gene-trnam-cau-51_3			1		0
gene-trnam-cau-51_4			1		0
gene-trnam-cau-51_5			1		0
gene-trnam-cau-51_6			1		0
gene-trnam-cau-51_7			1		0
gene-trnam-cau-51_8			1		0
gene-trnam-cau-51_9			1		0
gene-trnam-cau-52_8			1		0
gene-trnam-cau-52_9			1		0
gene-trnam-cau-53_2			1		0
gene-trnam-cau-53_3			1		0
gene-trnam-cau-53_4			1		0
gene-trnam-cau-54_5			1		0
gene-trnam-cau-5_34			1		0
gene-trnam-cau-5_35			1		0
gene-trnam-cau-5_36			1		0
gene-trnam-cau-5_37			1		0
gene-trnam-cau-5_38			1		0
gene-trnam-cau-6_35			1		0
gene-trnam-cau-8_49			1		0
gene-trnam-cau-8_50			1		0
gene-trnam-cau-9_28			1		0
gene-trnam-cau-9_29			1		0
gene-trnam-cau-9_30			1		0
gene-trnam-cau-9_31			1		0
gene-trnam-cau-9_32			1		0
gene-trnam-cau-9_33			1		0
gene-trnam-cau-9_34			1		0
gene-trnam-cau-9_35			1		0
gene-trnam-cau-9_36			1		0
gene-trnam-cau-9_37			1		0
gene-trnam-cau-9_38			1		0
gene-trnam-cau-9_39			1		0
gene-trnam-cau-9_40			1		0
gene-trnam-cau-9_41			1		0
gene-trnam-cau-9_42			1		0
gene-trnam-cau-9_43			1		0
gene-trnam-cau_45			1		0
gene-trnam-cau_46			1		0
gene-trnam-cau_47			1		0
gene-trnam-cau_48			1		0
gene-trnan-guu-30_2			1		0
gene-trnan-guu-31_2			1		0
gene-trnan-guu-32_3			1		0
gene-trnan-guu-32_4			1		0
gene-trnan-guu-32_5			1		0
gene-trnan-guu-34_2			1		0
gene-trnan-guu-34_3			1		0
gene-trnan-guu-37_1			1		0
gene-trnan-guu-37_2			1		0
gene-trnan-guu-37_3			1		0
gene-trnap-agg-11_2			1		0
gene-trnap-agg-13_1			1		0
gene-trnap-agg-13_2			1		0
gene-trnap-agg-13_3			1		0
gene-trnap-agg-14_3			1		0
gene-trnap-agg-14_4			1		0
gene-trnap-agg-14_5			1		0
gene-trnap-agg-14_6			1		0
gene-trnap-agg-17_1			1		0
gene-trnap-agg-17_2			1		0
gene-trnap-agg-18_1			1		0
gene-trnap-agg-19_1			1		0
gene-trnap-agg-19_2			1		0
gene-trnap-agg-19_3			1		0
gene-trnap-agg-19_4			1		0
gene-trnap-agg-20_1			1		0
gene-trnap-agg-20_2			1		0
gene-trnap-agg-20_3			1		0
gene-trnap-agg-23_1			1		0
gene-trnap-agg-24_1			1		0
gene-trnap-agg-2_6			1		0
gene-trnap-agg-2_7			1		0
gene-trnap-agg-2_8			1		0
gene-trnap-agg-30_1			1		0
gene-trnap-agg-4_23			1		0
gene-trnap-agg-4_24			1		0
gene-trnap-agg-4_25			1		0
gene-trnap-agg-4_26			1		0
gene-trnap-agg-4_27			1		0
gene-trnap-agg-5_10			1		0
gene-trnap-agg-5_11			1		0
gene-trnap-agg-5_12			1		0
gene-trnap-agg-5_13			1		0
gene-trnap-agg-5_14			1		0
gene-trnap-agg-5_15			1		0
gene-trnap-agg-5_8			1		0
gene-trnap-agg-5_9			1		0
gene-trnap-agg-6_6			1		0
gene-trnap-agg-6_7			1		0
gene-trnap-agg-6_8			1		0
gene-trnap-agg-8_2			1		0
gene-trnap-agg-8_3			1		0
gene-trnap-agg-8_4			1		0
gene-trnap-agg-8_5			1		0
gene-trnap-agg-9_10			1		0
gene-trnap-agg-9_11			1		0
gene-trnap-agg-9_12			1		0
gene-trnap-agg-9_13			1		0
gene-trnap-agg-9_8			1		0
gene-trnap-agg-9_9			1		0
gene-trnap-cgg-16_1			1		0
gene-trnap-cgg-16_2			1		0
gene-trnap-cgg-17_10			1		0
gene-trnap-cgg-17_11			1		0
gene-trnap-cgg-17_12			1		0
gene-trnap-cgg-17_13			1		0
gene-trnap-cgg-17_8			1		0
gene-trnap-cgg-17_9			1		0
gene-trnap-cgg-19_23			1		0
gene-trnap-cgg-19_24			1		0
gene-trnap-cgg-19_25			1		0
gene-trnap-cgg-19_26			1		0
gene-trnap-cgg-19_27			1		0
gene-trnap-cgg-19_28			1		0
gene-trnap-cgg-19_29			1		0
gene-trnap-cgg-19_30			1		0
gene-trnap-cgg-21_5			1		0
gene-trnap-cgg-21_6			1		0
gene-trnap-cgg-21_7			1		0
gene-trnap-cgg-21_8			1		0
gene-trnap-cgg-21_9			1		0
gene-trnap-cgg-23_2			1		0
gene-trnap-cgg-24_1			1		0
gene-trnap-cgg-24_2			1		0
gene-trnap-cgg-24_3			1		0
gene-trnap-cgg-24_4			1		0
gene-trnap-cgg-25_2			1		0
gene-trnap-cgg-25_3			1		0
gene-trnap-cgg-28_1			1		0
gene-trnap-cgg-28_2			1		0
gene-trnap-cgg-29_15			1		0
gene-trnap-cgg-29_16			1		0
gene-trnap-cgg-29_17			1		0
gene-trnap-cgg-29_18			1		0
gene-trnap-cgg-29_19			1		0
gene-trnap-cgg-29_20			1		0
gene-trnap-cgg-29_21			1		0
gene-trnap-cgg-29_22			1		0
gene-trnap-cgg-29_23			1		0
gene-trnap-cgg-29_24			1		0
gene-trnap-cgg-29_25			1		0
gene-trnap-cgg-29_26			1		0
gene-trnap-cgg-29_27			1		0
gene-trnap-cgg-29_28			1		0
gene-trnap-cgg-29_29			1		0
gene-trnap-cgg-29_30			1		0
gene-trnap-cgg-29_31			1		0
gene-trnap-cgg-29_32			1		0
gene-trnap-cgg-29_33			1		0
gene-trnap-cgg-29_34			1		0
gene-trnap-cgg-29_35			1		0
gene-trnap-cgg-29_36			1		0
gene-trnap-cgg-2_2			1		0
gene-trnap-cgg-2_3			1		0
gene-trnap-cgg-2_4			1		0
gene-trnap-cgg-2_5			1		0
gene-trnap-cgg-2_6			1		0
gene-trnap-cgg-2_7			1		0
gene-trnap-cgg-2_8			1		0
gene-trnap-cgg-2_9			1		0
gene-trnap-cgg-31_1			1		0
gene-trnap-cgg-31_2			1		0
gene-trnap-cgg-34_1			1		0
gene-trnap-cgg-3_10			1		0
gene-trnap-cgg-3_11			1		0
gene-trnap-cgg-3_12			1		0
gene-trnap-cgg-3_13			1		0
gene-trnap-cgg-3_14			1		0
gene-trnap-cgg-3_15			1		0
gene-trnap-cgg-3_9			1		0
gene-trnap-cgg-6_3			1		0
gene-trnap-cgg_45			1		0
gene-trnap-cgg_46			1		0
gene-trnap-cgg_47			1		0
gene-trnap-cgg_48			1		0
gene-trnap-ugg-10_15			1		0
gene-trnap-ugg-10_16			1		0
gene-trnap-ugg-10_17			1		0
gene-trnap-ugg-10_18			1		0
gene-trnap-ugg-10_19			1		0
gene-trnap-ugg-10_20			1		0
gene-trnap-ugg-10_21			1		0
gene-trnap-ugg-10_22			1		0
gene-trnap-ugg-10_23			1		0
gene-trnap-ugg-10_24			1		0
gene-trnap-ugg-11_1			1		0
gene-trnap-ugg-11_2			1		0
gene-trnap-ugg-11_3			1		0
gene-trnap-ugg-14_2			1		0
gene-trnap-ugg-14_3			1		0
gene-trnap-ugg-29_15			1		0
gene-trnap-ugg-29_16			1		0
gene-trnap-ugg-29_17			1		0
gene-trnap-ugg-29_18			1		0
gene-trnap-ugg-29_19			1		0
gene-trnap-ugg-29_20			1		0
gene-trnap-ugg-29_21			1		0
gene-trnap-ugg-29_22			1		0
gene-trnap-ugg-29_23			1		0
gene-trnap-ugg-29_24			1		0
gene-trnap-ugg-29_25			1		0
gene-trnap-ugg-29_26			1		0
gene-trnap-ugg-29_27			1		0
gene-trnap-ugg-29_28			1		0
gene-trnap-ugg-29_29			1		0
gene-trnap-ugg-29_30			1		0
gene-trnap-ugg-29_31			1		0
gene-trnap-ugg-29_32			1		0
gene-trnap-ugg-29_33			1		0
gene-trnap-ugg-29_34			1		0
gene-trnap-ugg-29_35			1		0
gene-trnap-ugg-29_36			1		0
gene-trnap-ugg-29_37			1		0
gene-trnap-ugg-29_38			1		0
gene-trnap-ugg-29_39			1		0
gene-trnap-ugg-29_40			1		0
gene-trnap-ugg-29_41			1		0
gene-trnap-ugg-29_42			1		0
gene-trnap-ugg-29_43			1		0
gene-trnap-ugg-30_5			1		0
gene-trnap-ugg-30_6			1		0
gene-trnap-ugg-30_7			1		0
gene-trnap-ugg-38_5			1		0
gene-trnap-ugg-38_6			1		0
gene-trnap-ugg-40_10			1		0
gene-trnap-ugg-40_11			1		0
gene-trnap-ugg-40_12			1		0
gene-trnap-ugg-40_13			1		0
gene-trnap-ugg-40_14			1		0
gene-trnap-ugg-40_15			1		0
gene-trnap-ugg-40_16			1		0
gene-trnap-ugg-40_17			1		0
gene-trnap-ugg-40_18			1		0
gene-trnap-ugg-40_19			1		0
gene-trnap-ugg-40_20			1		0
gene-trnap-ugg-40_21			1		0
gene-trnap-ugg-40_22			1		0
gene-trnap-ugg-40_23			1		0
gene-trnap-ugg-40_24			1		0
gene-trnap-ugg-40_25			1		0
gene-trnap-ugg-40_26			1		0
gene-trnap-ugg-40_27			1		0
gene-trnap-ugg-40_28			1		0
gene-trnap-ugg-40_29			1		0
gene-trnap-ugg-40_30			1		0
gene-trnap-ugg-40_31			1		0
gene-trnap-ugg-40_32			1		0
gene-trnap-ugg-40_33			1		0
gene-trnap-ugg-40_34			1		0
gene-trnap-ugg-40_35			1		0
gene-trnap-ugg-40_36			1		0
gene-trnap-ugg-40_37			1		0
gene-trnap-ugg-40_38			1		0
gene-trnap-ugg-40_39			1		0
gene-trnap-ugg-40_40			1		0
gene-trnap-ugg-40_41			1		0
gene-trnap-ugg-40_42			1		0
gene-trnap-ugg-40_8			1		0
gene-trnap-ugg-40_9			1		0
gene-trnaq-cug-11_1			1		0
gene-trnaq-cug-22_6			1		0
gene-trnaq-cug-27_2			1		0
gene-trnaq-cug-28_1			1		0
gene-trnaq-cug-30_2			1		0
gene-trnaq-cug-36_6			1		0
gene-trnaq-cug-36_7			1		0
gene-trnaq-cug-38_1			1		0
gene-trnaq-cug-39_1			1		0
gene-trnaq-cug-48_1			1		0
gene-trnaq-cug-5_6			1		0
gene-trnaq-cug-8_1			1		0
gene-trnaq-cug_2			1		0
gene-trnaq-uug-10_29			1		0
gene-trnaq-uug-10_30			1		0
gene-trnaq-uug-19_6			1		0
gene-trnaq-uug-19_7			1		0
gene-trnaq-uug-19_8			1		0
gene-trnaq-uug-19_9			1		0
