comparison	chr_a	chr_b	anchors
reference_vs_lean	lnptg003601l1	rfNC0523381	7
reference_vs_lean	lnptg003657l1	rfNC0523221	7
reference_vs_lean	lnptg003672l1	rfNC0523271	7
reference_vs_lean	lnptg003680l1	rfNC0523211	7
reference_vs_lean	lnptg003683l1	rfNC0523271	7
reference_vs_lean	lnptg003696l1	rfNC0523371	7
reference_vs_lean	lnptg003755l1	rfNC0523371	7
reference_vs_lean	lnptg003818l1	rfNC0523071	7
reference_vs_lean	lnptg003879l1	rfNC0523111	7
reference_vs_lean	lnptg003969l1	rfNC0523331	7
reference_vs_lean	lnptg003984l1	rfNC0523341	7
reference_vs_lean	lnptg003994l1	rfNC0523271	7
reference_vs_lean	lnptg004020l1	rfNC0523141	7
reference_vs_lean	lnptg004053l1	rfNC0523421	7
reference_vs_lean	lnptg004115l1	rfNC0523331	7
reference_vs_lean	lnptg004117l1	rfNC0523111	7
reference_vs_lean	lnptg004154l1	rfNC0523131	7
reference_vs_lean	lnptg004155l1	rfNC0523471	7
reference_vs_lean	lnptg004401l1	rfNW0240592251	7
reference_vs_lean	lnptg004496l1	rfNC0523401	7
reference_vs_lean	lnptg004497l1	rfNC0523281	7
reference_vs_lean	lnptg004661l1	rfNC0523171	7
reference_vs_lean	lnptg004703l1	rfNC0523291	7
reference_vs_lean	lnptg004739l1	rfNC0523191	7
reference_vs_lean	lnptg004764l1	rfNC0523221	7
reference_vs_lean	lnptg004842l1	rfNC0523171	7
reference_vs_lean	lnptg004956l1	rfNC0523241	7
reference_vs_lean	lnptg004992l1	rfNC0523111	7
reference_vs_lean	lnptg005102l1	rfNC0523101	7
reference_vs_lean	lnptg005201l1	rfNC0523171	7
reference_vs_lean	lnptg005358l1	rfNC0523481	7
reference_vs_lean	lnptg005540l1	rfNC0523201	7
reference_vs_lean	lnptg005602l1	rfNC0523231	7
reference_vs_lean	lnptg005648l1	rfNC0523201	7
reference_vs_lean	lnptg005687l1	rfNC0523291	7
reference_vs_lean	lnptg005814l1	rfNC0523421	7
reference_vs_lean	lnptg005851l1	rfNC0523241	7
reference_vs_lean	lnptg005960l1	rfNC0523401	7
reference_vs_lean	lnptg006060l1	rfNC0523321	7
reference_vs_lean	lnptg006076l1	rfNW0240616201	7
reference_vs_lean	lnptg006079l1	rfNC0523401	7
reference_vs_lean	lnptg006122l1	rfNC0523191	7
reference_vs_lean	lnptg006160l1	rfNC0523121	7
reference_vs_lean	lnptg006252l1	rfNC0523071	7
reference_vs_lean	lnptg006618l1	rfNC0523221	7
reference_vs_lean	lnptg006621l1	rfNC0523171	7
reference_vs_lean	lnptg006661l1	rfNC0523351	7
reference_vs_lean	lnptg006802l1	rfNC0523251	7
reference_vs_lean	lnptg006858l1	rfNC0523431	7
reference_vs_lean	lnptg006866l1	rfNC0523421	7
reference_vs_lean	lnptg006897l1	rfNC0523131	7
reference_vs_lean	lnptg007001l1	rfNC0523231	7
reference_vs_lean	lnptg007018l1	rfNC0523431	7
reference_vs_lean	lnptg007215l1	rfNC0523121	7
reference_vs_lean	lnptg007255l1	rfNC0523141	7
reference_vs_lean	lnptg007258l1	rfNC0523131	7
reference_vs_lean	lnptg007260l1	rfNC0523351	7
reference_vs_lean	lnptg007337l1	rfNC0523081	7
reference_vs_lean	lnptg007386l1	rfNC0523461	7
reference_vs_lean	lnptg007681l1	rfNC0523201	7
reference_vs_lean	lnptg007728l1	rfNC0523291	7
reference_vs_lean	lnptg008103l1	rfNC0523131	7
reference_vs_lean	lnptg008108l1	rfNW0240614701	7
reference_vs_lean	lnptg008133l1	rfNC0523291	7
reference_vs_lean	lnptg008236l1	rfNC0523191	7
reference_vs_lean	lnptg008674l1	rfNW0240591531	7
reference_vs_lean	lnptg009452l1	rfNC0523221	7
reference_vs_lean	lnptg010670l1	rfNC0523231	7
reference_vs_lean	lnptg010994l1	rfNC0523201	7
reference_vs_lean	lnptg011008l1	rfNC0523071	7
reference_vs_lean	lnptg011096l1	rfNC0523441	7
reference_vs_lean	lnptg011492l1	rfNC0523331	7
reference_vs_lean	lnptg012099l1	rfNC0523131	7
reference_vs_lean	lnptg012155l1	rfNC0523291	7
reference_vs_lean	lnptg012201l1	rfNC0523341	7
reference_vs_lean	lnptg012300l1	rfNC0523221	7
reference_vs_lean	lnptg012950l1	rfNC0523091	7
reference_vs_lean	lnptg012965l1	rfNC0523131	7
reference_vs_lean	lnptg013233l1	rfNC0523151	7
reference_vs_lean	lnptg013526l1	rfNC0523421	7
reference_vs_lean	lnptg013602l1	rfNC0523071	7
reference_vs_lean	lnptg014280l1	rfNC0523271	7
reference_vs_lean	lnptg014827l1	rfNC0523391	7
reference_vs_lean	lnptg015736l1	rfNC0523181	7
reference_vs_lean	lnptg020443l1	rfNC0523391	7
reference_vs_lean	lnptg000027l1	rfNC0523321	6
reference_vs_lean	lnptg000058l1	rfNC0523081	6
reference_vs_lean	lnptg000112l1	rfNC0523221	6
reference_vs_lean	lnptg000130l1	rfNC0523161	6
reference_vs_lean	lnptg000184l1	rfNW0240597411	6
reference_vs_lean	lnptg000223l1	rfNC0523281	6
reference_vs_lean	lnptg000251l1	rfNC0523191	6
reference_vs_lean	lnptg000286l1	rfNC0523121	6
reference_vs_lean	lnptg000289l1	rfNC0523121	6
reference_vs_lean	lnptg000335l1	rfNC0523121	6
reference_vs_lean	lnptg000362l1	rfNC0523111	6
reference_vs_lean	lnptg000383l1	rfNC0523151	6
reference_vs_lean	lnptg000445l1	rfNC0523131	6
reference_vs_lean	lnptg000539l1	rfNC0523231	6
reference_vs_lean	lnptg000601l1	rfNC0523201	6
reference_vs_lean	lnptg000614l1	rfNC0523151	6
reference_vs_lean	lnptg000786l1	rfNC0523161	6
reference_vs_lean	lnptg000858l1	rfNC0523171	6
reference_vs_lean	lnptg000876l1	rfNC0523101	6
reference_vs_lean	lnptg000932l1	rfNC0523361	6
reference_vs_lean	lnptg000944l1	rfNC0523101	6
reference_vs_lean	lnptg001054l1	rfNC0523181	6
reference_vs_lean	lnptg001069l1	rfNC0523101	6
reference_vs_lean	lnptg001120l1	rfNC0523241	6
reference_vs_lean	lnptg001134l1	rfNC0523381	6
reference_vs_lean	lnptg001143l1	rfNC0523361	6
reference_vs_lean	lnptg001160l1	rfNC0523251	6
reference_vs_lean	lnptg001208l1	rfNW0240602301	6
reference_vs_lean	lnptg001272l1	rfNC0523111	6
reference_vs_lean	lnptg001315l1	rfNC0523451	6
reference_vs_lean	lnptg001390l1	rfNW0240603411	6
reference_vs_lean	lnptg001497l1	rfNC0523211	6
reference_vs_lean	lnptg001511l1	rfNC0523441	6
reference_vs_lean	lnptg001536l1	rfNC0523231	6
reference_vs_lean	lnptg001559l1	rfNC0523281	6
reference_vs_lean	lnptg001566l1	rfNC0523131	6
reference_vs_lean	lnptg001640l1	rfNC0523291	6
reference_vs_lean	lnptg001646l1	rfNC0523251	6
reference_vs_lean	lnptg001653l1	rfNC0523231	6
reference_vs_lean	lnptg001766l1	rfNW0240609301	6
reference_vs_lean	lnptg001811l1	rfNC0523071	6
reference_vs_lean	lnptg001814l1	rfNC0523321	6
reference_vs_lean	lnptg001818l1	rfNC0523231	6
reference_vs_lean	lnptg001916l1	rfNC0523071	6
reference_vs_lean	lnptg001916l1	rfNW0240576901	6
reference_vs_lean	lnptg001974l1	rfNC0523091	6
reference_vs_lean	lnptg002045l1	rfNC0523321	6
reference_vs_lean	lnptg002061l1	rfNC0523091	6
reference_vs_lean	lnptg002107l1	rfNC0523071	6
reference_vs_lean	lnptg002186l1	rfNC0523111	6
reference_vs_lean	lnptg002334l1	rfNC0523091	6
reference_vs_lean	lnptg002493l1	rfNC0523081	6
reference_vs_lean	lnptg002548l1	rfNW0240596741	6
reference_vs_lean	lnptg002552l1	rfNC0523461	6
reference_vs_lean	lnptg002558l1	rfNC0523071	6
reference_vs_lean	lnptg002662l1	rfNC0523091	6
reference_vs_lean	lnptg002828l1	rfNC0523111	6
reference_vs_lean	lnptg002829l1	rfNC0523161	6
reference_vs_lean	lnptg002894l1	rfNC0523391	6
reference_vs_lean	lnptg003044l1	rfNC0523201	6
reference_vs_lean	lnptg003286l1	rfNC0523361	6
reference_vs_lean	lnptg003335l1	rfNC0523291	6
reference_vs_lean	lnptg003351l1	rfNC0523231	6
reference_vs_lean	lnptg003421l1	rfNC0523451	6
reference_vs_lean	lnptg003429l1	rfNW0240612301	6
reference_vs_lean	lnptg003608l1	rfNC0523221	6
reference_vs_lean	lnptg003698l1	rfNC0523351	6
reference_vs_lean	lnptg004002l1	rfNC0523181	6
reference_vs_lean	lnptg004039l1	rfNC0523411	6
reference_vs_lean	lnptg004232l1	rfNC0523401	6
reference_vs_lean	lnptg004248l1	rfNC0523351	6
reference_vs_lean	lnptg004340l1	rfNC0523431	6
reference_vs_lean	lnptg004590l1	rfNC0523091	6
reference_vs_lean	lnptg004657l1	rfNC0523331	6
reference_vs_lean	lnptg004689l1	rfNC0523091	6
reference_vs_lean	lnptg005019l1	rfNC0523081	6
reference_vs_lean	lnptg005021l1	rfNC0523481	6
reference_vs_lean	lnptg005071l1	rfNW0240613621	6
reference_vs_lean	lnptg005107l1	rfNC0523071	6
reference_vs_lean	lnptg005339l1	rfNC0523351	6
reference_vs_lean	lnptg005470l1	rfNC0523351	6
reference_vs_lean	lnptg005566l1	rfNC0523351	6
reference_vs_lean	lnptg005635l1	rfNC0523091	6
reference_vs_lean	lnptg005797l1	rfNC0523351	6
reference_vs_lean	lnptg005802l1	rfNC0523101	6
reference_vs_lean	lnptg005916l1	rfNC0523391	6
reference_vs_lean	lnptg005972l1	rfNC0523311	6
reference_vs_lean	lnptg005998l1	rfNC0523441	6
reference_vs_lean	lnptg006315l1	rfNC0523301	6
reference_vs_lean	lnptg007137l1	rfNW0240603641	6
reference_vs_lean	lnptg007754l1	rfNC0523101	6
reference_vs_lean	lnptg007866l1	rfNC0523131	6
reference_vs_lean	lnptg008182l1	rfNC0523191	6
reference_vs_lean	lnptg008412l1	rfNW0240587861	6
reference_vs_lean	lnptg009458l1	rfNC0523121	6
reference_vs_lean	lnptg009733l1	rfNC0523351	6
reference_vs_lean	lnptg011884l1	rfNC0523161	6
reference_vs_lean	lnptg011994l1	rfNC0523371	6
reference_vs_lean	lnptg012064l1	rfNC0523231	6
reference_vs_lean	lnptg012186l1	rfNC0523301	6
reference_vs_lean	lnptg013922l1	rfNC0523381	6
reference_vs_lean	lnptg014404l1	rfNC0523071	6
reference_vs_lean	lnptg000295l1	rfNC0523191	5
reference_vs_lean	lnptg000619l1	rfNC0523131	5
reference_vs_lean	lnptg001497l1	rfNC0523391	5
reference_vs_lean	lnptg002574l1	rfNC0523331	5
reference_vs_lean	lnptg003582l1	rfNC0523091	5
reference_vs_lean	lnptg003652l1	rfNC0523221	5
reference_vs_lean	lnptg003816l1	rfNC0523241	5
reference_vs_lean	lnptg004064l1	rfNC0523321	5
reference_vs_lean	lnptg004437l1	rfNC0523111	5
reference_vs_lean	lnptg005631l1	rfNC0523431	5
reference_vs_lean	lnptg006043l1	rfNC0523251	5
reference_vs_lean	lnptg006576l1	rfNC0523191	5
reference_vs_lean	lnptg007318l1	rfNC0523281	5
reference_vs_lean	lnptg012410l1	rfNC0523191	5
reference_vs_lean	lnptg012613l1	rfNC0523141	5
reference_vs_lean	lnptg012648l1	rfNC0523311	5
reference_vs_siscowet	rfNC0523081	siptg000450l1	242
reference_vs_siscowet	rfNC0523161	siptg000146l1	176
reference_vs_siscowet	rfNW0240584641	siptg009375l1	174
reference_vs_siscowet	rfNW0240601281	siptg005495l1	173
reference_vs_siscowet	rfNC0523141	siptg000497l1	147
reference_vs_siscowet	rfNC0523181	siptg000323l1	127
reference_vs_siscowet	rfNC0523181	siptg000727l1	121
reference_vs_siscowet	rfNC0523191	siptg001429l1	110
reference_vs_siscowet	rfNC0523481	siptg000784l1	109
reference_vs_siscowet	rfNC0523301	siptg000216l1	108
reference_vs_siscowet	rfNC0523411	siptg000352l1	106
reference_vs_siscowet	rfNC0523371	siptg004395l1	101
reference_vs_siscowet	rfNC0523321	siptg002058l1	100
reference_vs_siscowet	rfNC0523471	siptg000393l1	100
reference_vs_siscowet	rfNW0240592601	siptg004412l1	99
reference_vs_siscowet	rfNC0523461	siptg003449l1	97
reference_vs_siscowet	rfNC0523361	siptg000180l1	96
reference_vs_siscowet	rfNC0523211	siptg001172l1	87
reference_vs_siscowet	rfNC0523181	siptg001825l1	86
reference_vs_siscowet	rfNC0523461	siptg000524l1	85
reference_vs_siscowet	rfNC0523091	siptg000737l1	84
reference_vs_siscowet	rfNC0523081	siptg000945l1	83
reference_vs_siscowet	rfNC0523291	siptg001070l1	82
reference_vs_siscowet	rfNC0523371	siptg000025l1	82
reference_vs_siscowet	rfNC0523071	siptg003592l1	81
reference_vs_siscowet	rfNC0523081	siptg001393l1	81
reference_vs_siscowet	rfNC0523221	siptg000120l1	80
reference_vs_siscowet	rfNC0523261	siptg000490l1	80
reference_vs_siscowet	rfNC0523291	siptg000229l1	80
reference_vs_siscowet	rfNC0523221	siptg000641l1	79
reference_vs_siscowet	rfNC0523401	siptg000241l1	79
reference_vs_siscowet	rfNC0523431	siptg000055l1	79
reference_vs_siscowet	rfNC0523081	siptg003393l1	78
reference_vs_siscowet	rfNC0523301	siptg000733l1	78
reference_vs_siscowet	rfNW0240577441	siptg000173l1	78
reference_vs_siscowet	rfNC0523221	siptg000392l1	75
reference_vs_siscowet	rfNC0523121	siptg006612l1	74
reference_vs_siscowet	rfNC0523271	siptg000956l1	74
reference_vs_siscowet	rfNC0523071	siptg001596l1	73
reference_vs_siscowet	rfNC0523091	siptg000794l1	73
reference_vs_siscowet	rfNC0523241	siptg000359l1	72
reference_vs_siscowet	rfNC0523261	siptg000262l1	72
reference_vs_siscowet	rfNC0523091	siptg001168l1	71
reference_vs_siscowet	rfNC0523111	siptg004143l1	71
reference_vs_siscowet	rfNC0523171	siptg000842l1	71
reference_vs_siscowet	rfNC0523351	siptg000610l1	71
reference_vs_siscowet	rfNC0523441	siptg001861l1	70
reference_vs_siscowet	rfNC0523261	siptg000635l1	69
reference_vs_siscowet	rfNC0523401	siptg000130l1	68
reference_vs_siscowet	rfNC0523071	siptg000221l1	66
reference_vs_siscowet	rfNC0523381	siptg001776l1	66
reference_vs_siscowet	rfNC0523111	siptg000811l1	65
reference_vs_siscowet	rfNC0523241	siptg002499l1	64
reference_vs_siscowet	rfNC0523281	siptg000917l1	64
reference_vs_siscowet	rfNC0523081	siptg001143l1	63
reference_vs_siscowet	rfNC0523151	siptg001491l1	63
reference_vs_siscowet	rfNC0523261	siptg000084l1	63
reference_vs_siscowet	rfNC0523221	siptg002551l1	62
reference_vs_siscowet	rfNC0523261	siptg001025l1	62
reference_vs_siscowet	rfNC0523291	siptg000912l1	62
reference_vs_siscowet	rfNC0523301	siptg000240l1	62
reference_vs_siscowet	rfNC0523321	siptg000088l1	62
reference_vs_siscowet	rfNC0523431	siptg000412l1	62
reference_vs_siscowet	rfNC0523091	siptg001412l1	61
reference_vs_siscowet	rfNC0523121	siptg001072l1	61
reference_vs_siscowet	rfNC0523121	siptg006021l1	61
reference_vs_siscowet	rfNC0523291	siptg000759l1	61
reference_vs_siscowet	rfNC0523381	siptg000600l1	61
reference_vs_siscowet	rfNC0523111	siptg000062l1	60
reference_vs_siscowet	rfNC0523121	siptg001850l1	60
reference_vs_siscowet	rfNC0523171	siptg001364l1	60
reference_vs_siscowet	rfNC0523181	siptg000179l1	60
reference_vs_siscowet	rfNC0523211	siptg000078l1	60
reference_vs_siscowet	rfNC0523351	siptg001312l1	60
reference_vs_siscowet	rfNC0523071	siptg000924l1	59
reference_vs_siscowet	rfNC0523151	siptg000480l1	59
reference_vs_siscowet	rfNC0523181	siptg001636l1	59
reference_vs_siscowet	rfNC0523201	siptg000425l1	59
reference_vs_siscowet	rfNC0523211	siptg002297l1	59
reference_vs_siscowet	rfNC0523261	siptg000417l1	59
reference_vs_siscowet	rfNC0523091	siptg000464l1	58
reference_vs_siscowet	rfNC0523101	siptg000293l1	58
reference_vs_siscowet	rfNC0523151	siptg000550l1	58
reference_vs_siscowet	rfNC0523241	siptg000519l1	58
reference_vs_siscowet	rfNC0523181	siptg000027l1	57
reference_vs_siscowet	rfNC0523251	siptg000264l1	57
reference_vs_siscowet	rfNC0523311	siptg000657l1	57
reference_vs_siscowet	rfNC0523131	siptg000308l1	56
reference_vs_siscowet	rfNC0523261	siptg000023l1	56
reference_vs_siscowet	rfNC0523071	siptg000413l1	55
reference_vs_siscowet	rfNC0523331	siptg000181l1	55
reference_vs_siscowet	rfNC0523391	siptg000951l1	55
reference_vs_siscowet	rfNC0523071	siptg000387l1	54
reference_vs_siscowet	rfNC0523081	siptg000314l1	54
reference_vs_siscowet	rfNC0523091	siptg000473l1	54
reference_vs_siscowet	rfNC0523221	siptg001286l1	54
reference_vs_siscowet	rfNC0523071	siptg000442l1	53
reference_vs_siscowet	rfNC0523131	siptg000316l1	53
reference_vs_siscowet	rfNC0523141	siptg000341l1	53
reference_vs_siscowet	rfNC0523171	siptg000586l1	53
reference_vs_siscowet	rfNC0523231	siptg003771l1	53
reference_vs_siscowet	rfNC0523371	siptg000599l1	53
reference_vs_siscowet	rfNC0523071	siptg000851l1	52
reference_vs_siscowet	rfNC0523241	siptg001824l1	52
reference_vs_siscowet	rfNW0240611641	siptg003791l1	52
reference_vs_siscowet	rfNC0523181	siptg000440l1	51
reference_vs_siscowet	rfNC0523111	siptg000848l1	50
reference_vs_siscowet	rfNC0523201	siptg000173l1	50
reference_vs_siscowet	rfNC0523231	siptg000111l1	50
reference_vs_siscowet	rfNC0523471	siptg001556l1	50
reference_vs_siscowet	rfNC0523081	siptg000012l1	49
reference_vs_siscowet	rfNC0523101	siptg001610l1	49
reference_vs_siscowet	rfNC0523121	siptg000996l1	49
reference_vs_siscowet	rfNC0523271	siptg000350l1	49
reference_vs_siscowet	rfNC0523091	siptg000537l1	48
reference_vs_siscowet	rfNC0523201	siptg001099l1	48
reference_vs_siscowet	rfNC0523211	siptg000568l1	48
reference_vs_siscowet	rfNC0523321	siptg002301l1	48
reference_vs_siscowet	rfNC0523371	siptg000821l1	48
reference_vs_siscowet	rfNC0523431	siptg000089l1	48
reference_vs_siscowet	rfNC0523121	siptg000334l1	47
reference_vs_siscowet	rfNC0523141	siptg000891l1	47
reference_vs_siscowet	rfNC0523161	siptg000313l1	47
reference_vs_siscowet	rfNC0523371	siptg000967l1	47
reference_vs_siscowet	rfNC0523411	siptg000152l1	47
reference_vs_siscowet	rfNC0523081	siptg000566l1	46
reference_vs_siscowet	rfNC0523101	siptg002216l1	46
reference_vs_siscowet	rfNC0523231	siptg000462l1	46
reference_vs_siscowet	rfNC0523331	siptg002877l1	46
reference_vs_siscowet	rfNC0523441	siptg000609l1	46
reference_vs_siscowet	rfNC0523091	siptg003446l1	45
reference_vs_siscowet	rfNC0523111	siptg000345l1	45
reference_vs_siscowet	rfNC0523231	siptg000707l1	45
reference_vs_siscowet	rfNC0523261	siptg000105l1	45
reference_vs_siscowet	rfNC0523071	siptg005642l1	44
reference_vs_siscowet	rfNC0523081	siptg002411l1	44
reference_vs_siscowet	rfNC0523101	siptg000348l1	44
reference_vs_siscowet	rfNC0523101	siptg000836l1	44
reference_vs_siscowet	rfNC0523121	siptg001068l1	44
reference_vs_siscowet	rfNC0523221	siptg000495l1	44
reference_vs_siscowet	rfNC0523281	siptg001388l1	44
reference_vs_siscowet	rfNC0523311	siptg001488l1	44
reference_vs_siscowet	rfNC0523131	siptg001033l1	43
reference_vs_siscowet	rfNC0523381	siptg005085l1	43
reference_vs_siscowet	rfNC0523071	siptg000180l1	42
reference_vs_siscowet	rfNC0523101	siptg001159l1	42
reference_vs_siscowet	rfNC0523121	siptg001308l1	42
reference_vs_siscowet	rfNC0523161	siptg001433l1	42
reference_vs_siscowet	rfNC0523171	siptg000659l1	42
reference_vs_siscowet	rfNC0523221	siptg000582l1	42
reference_vs_siscowet	rfNC0523251	siptg000166l1	42
reference_vs_siscowet	rfNC0523251	siptg002887l1	42
reference_vs_siscowet	rfNC0523271	siptg001021l1	42
reference_vs_siscowet	rfNC0523311	siptg000596l1	42
reference_vs_siscowet	rfNC0523351	siptg000305l1	42
reference_vs_siscowet	rfNC0523351	siptg000379l1	42
reference_vs_siscowet	rfNC0523371	siptg000142l1	42
reference_vs_siscowet	rfNC0523371	siptg001127l1	42
reference_vs_siscowet	rfNC0523371	siptg002334l1	42
reference_vs_siscowet	rfNW0240580971	siptg009364l1	42
reference_vs_siscowet	rfNC0523081	siptg001228l1	41
reference_vs_siscowet	rfNC0523161	siptg000488l1	41
reference_vs_siscowet	rfNC0523241	siptg001177l1	41
reference_vs_siscowet	rfNC0523351	siptg002512l1	41
reference_vs_siscowet	rfNC0523391	siptg000227l1	41
reference_vs_siscowet	rfNC0523471	siptg000835l1	41
reference_vs_siscowet	rfNC0523091	siptg000183l1	40
reference_vs_siscowet	rfNC0523091	siptg000765l1	40
reference_vs_siscowet	rfNC0523091	siptg001777l1	40
reference_vs_siscowet	rfNC0523161	siptg000644l1	40
reference_vs_siscowet	rfNC0523201	siptg000799l1	40
reference_vs_siscowet	rfNC0523211	siptg001152l1	40
reference_vs_siscowet	rfNC0523271	siptg001293l1	40
reference_vs_siscowet	rfNC0523271	siptg001560l1	40
reference_vs_siscowet	rfNC0523291	siptg000923l1	40
reference_vs_siscowet	rfNC0523321	siptg002143l1	40
reference_vs_siscowet	rfNC0523091	siptg000881l1	39
reference_vs_siscowet	rfNC0523111	siptg001032l1	39
reference_vs_siscowet	rfNC0523151	siptg001896l1	39
reference_vs_siscowet	rfNC0523171	siptg000254l1	39
reference_vs_siscowet	rfNC0523171	siptg000949l1	39
reference_vs_siscowet	rfNC0523231	siptg001265l1	39
reference_vs_siscowet	rfNC0523251	siptg001870l1	39
reference_vs_siscowet	rfNC0523311	siptg000732l1	39
reference_vs_siscowet	rfNC0523321	siptg003256l1	39
reference_vs_siscowet	rfNC0523341	siptg000501l1	39
reference_vs_siscowet	rfNC0523081	siptg000539l1	38
reference_vs_siscowet	rfNC0523121	siptg003034l1	38
reference_vs_siscowet	rfNC0523241	siptg000950l1	38
reference_vs_siscowet	rfNC0523311	siptg001075l1	38
reference_vs_siscowet	rfNC0523341	siptg000809l1	38
reference_vs_siscowet	rfNC0523351	siptg000541l1	38
reference_vs_siscowet	rfNC0523361	siptg000508l1	38
reference_vs_siscowet	rfNC0523391	siptg001614l1	38
reference_vs_siscowet	rfNC0523451	siptg007915l1	38
reference_vs_siscowet	rfNC0523091	siptg000502l1	37
reference_vs_siscowet	rfNC0523111	siptg005338l1	37
reference_vs_siscowet	rfNC0523121	siptg000163l1	37
reference_vs_siscowet	rfNC0523131	siptg002771l1	37
reference_vs_siscowet	rfNC0523191	siptg004166l1	37
reference_vs_siscowet	rfNC0523281	siptg002714l1	37
reference_vs_siscowet	rfNC0523311	siptg002435l1	37
reference_vs_siscowet	rfNC0523361	siptg000888l1	37
reference_vs_siscowet	rfNC0523441	siptg004001l1	37
reference_vs_siscowet	rfNC0523081	siptg004412l1	36
reference_vs_siscowet	rfNC0523091	siptg000061l1	36
reference_vs_siscowet	rfNC0523091	siptg001942l1	36
reference_vs_siscowet	rfNC0523091	siptg002648l1	36
reference_vs_siscowet	rfNC0523111	siptg000639l1	36
reference_vs_siscowet	rfNC0523111	siptg001997l1	36
reference_vs_siscowet	rfNC0523111	siptg002886l1	36
reference_vs_siscowet	rfNC0523111	siptg003312l1	36
reference_vs_siscowet	rfNC0523131	siptg001359l1	36
reference_vs_siscowet	rfNC0523201	siptg000383l1	36
reference_vs_siscowet	rfNC0523241	siptg000011l1	36
reference_vs_siscowet	rfNC0523071	siptg000953l1	35
reference_vs_siscowet	rfNC0523101	siptg000374l1	35
reference_vs_siscowet	rfNC0523111	siptg000807l1	35
reference_vs_siscowet	rfNC0523131	siptg000082l1	35
reference_vs_siscowet	rfNC0523151	siptg000301l1	35
reference_vs_siscowet	rfNC0523151	siptg002986l1	35
reference_vs_siscowet	rfNC0523171	siptg000299l1	35
reference_vs_siscowet	rfNC0523201	siptg000651l1	35
reference_vs_siscowet	rfNC0523331	siptg000092l1	35
reference_vs_siscowet	rfNC0523371	siptg003847l1	35
reference_vs_siscowet	rfNC0523401	siptg001763l1	35
reference_vs_siscowet	rfNC0523081	siptg001169l1	34
reference_vs_siscowet	rfNC0523101	siptg000393l1	34
reference_vs_siscowet	rfNC0523101	siptg003635l1	34
reference_vs_siscowet	rfNC0523181	siptg018203l1	34
reference_vs_siscowet	rfNC0523201	siptg000244l1	34
reference_vs_siscowet	rfNC0523221	siptg000556l1	34
reference_vs_siscowet	rfNC0523411	siptg002288l1	34
reference_vs_siscowet	rfNC0523461	siptg000390l1	34
reference_vs_siscowet	rfNW0240613081	siptg002212l1	34
reference_vs_siscowet	rfNC0523071	siptg000719l1	33
reference_vs_siscowet	rfNC0523081	siptg001425l1	33
reference_vs_siscowet	rfNC0523101	siptg000049l1	33
reference_vs_siscowet	rfNC0523101	siptg001140l1	33
reference_vs_siscowet	rfNC0523121	siptg000343l1	33
reference_vs_siscowet	rfNC0523191	siptg002075l1	33
reference_vs_siscowet	rfNC0523271	siptg000040l1	33
reference_vs_siscowet	rfNC0523281	siptg000998l1	33
reference_vs_siscowet	rfNC0523291	siptg002055l1	33
reference_vs_siscowet	rfNC0523311	siptg003301l1	33
reference_vs_siscowet	rfNC0523321	siptg000720l1	33
reference_vs_siscowet	rfNC0523331	siptg000758l1	33
reference_vs_siscowet	rfNC0523331	siptg002159l1	33
reference_vs_siscowet	rfNC0523351	siptg001956l1	33
reference_vs_siscowet	rfNC0523371	siptg000043l1	33
reference_vs_siscowet	rfNC0523381	siptg000782l1	33
reference_vs_siscowet	rfNC0523071	siptg002200l1	32
reference_vs_siscowet	rfNC0523071	siptg002638l1	32
reference_vs_siscowet	rfNC0523081	siptg000796l1	32
reference_vs_siscowet	rfNC0523081	siptg000817l1	32
reference_vs_siscowet	rfNC0523091	siptg002208l1	32
reference_vs_siscowet	rfNC0523101	siptg003310l1	32
reference_vs_siscowet	rfNC0523111	siptg002129l1	32
reference_vs_siscowet	rfNC0523121	siptg000665l1	32
reference_vs_siscowet	rfNC0523141	siptg001911l1	32
reference_vs_siscowet	rfNC0523151	siptg002533l1	32
reference_vs_siscowet	rfNC0523151	siptg003547l1	32
reference_vs_siscowet	rfNC0523231	siptg002523l1	32
reference_vs_siscowet	rfNC0523261	siptg000930l1	32
reference_vs_siscowet	rfNC0523271	siptg002516l1	32
reference_vs_siscowet	rfNC0523321	siptg002651l1	32
reference_vs_siscowet	rfNC0523331	siptg001838l1	32
reference_vs_siscowet	rfNC0523351	siptg002150l1	32
reference_vs_siscowet	rfNC0523361	siptg007480l1	32
reference_vs_siscowet	rfNC0523381	siptg000788l1	32
reference_vs_siscowet	rfNC0523411	siptg002440l1	32
reference_vs_siscowet	rfNC0523421	siptg000079l1	32
reference_vs_siscowet	rfNC0363921	siptg008245l1	31
reference_vs_siscowet	rfNC0523091	siptg000217l1	31
reference_vs_siscowet	rfNC0523091	siptg002232l1	31
reference_vs_siscowet	rfNC0523111	siptg000405l1	31
reference_vs_siscowet	rfNC0523111	siptg003411l1	31
reference_vs_siscowet	rfNC0523121	siptg001355l1	31
reference_vs_siscowet	rfNC0523191	siptg001459l1	31
reference_vs_siscowet	rfNC0523201	siptg000475l1	31
reference_vs_siscowet	rfNC0523211	siptg000004l1	31
reference_vs_siscowet	rfNC0523221	siptg001447l1	31
reference_vs_siscowet	rfNC0523251	siptg002128l1	31
reference_vs_siscowet	rfNC0523301	siptg001567l1	31
reference_vs_siscowet	rfNC0523341	siptg000054l1	31
