gene_id	symbol	product	biotype	n_go	n_lines	has_phase2_line	reciprocal_pav	ecotype_only	cnv	sv	dmr	ref_pav
gene-LOC120045062	LOC120045062	roundabout homolog 1-like	protein_coding	6	1	0	0	0	0	1	0	0
gene-LOC120045074	LOC120045074	uncharacterized LOC120045074	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120045088	LOC120045088	oligophrenin-1-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120045090	LOC120045090	androgen receptor-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120045098	LOC120045098	centrosomal protein of 120 kDa	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120045106	LOC120045106	plasminogen-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120045143	LOC120045143	low-density lipoprotein receptor-related protein 4-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120045149	LOC120045149	cytoskeleton-associated protein 5-like	protein_coding	10	1	0	0	0	0	1	0	0
gene-LOC120045153	LOC120045153	protein sprouty homolog 3-like	protein_coding	7	1	0	0	0	0	1	0	0
gene-LOC120045163	LOC120045163	src substrate cortactin-like	protein_coding	8	1	0	0	0	0	1	0	0
gene-LOC120045176	LOC120045176	glycerophosphodiester phosphodiesterase domain-containing protein 5-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120045177	LOC120045177	uncharacterized LOC120045177	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120045202	LOC120045202	clathrin heavy chain 1-like	protein_coding	12	1	0	0	0	0	1	0	0
gene-LOC120045210	LOC120045210	small nucleolar RNA SNORA71	snoRNA	0	1	0	0	0	0	1	0	0
gene-LOC120045214	LOC120045214	serine/threonine-protein kinase BRSK2	protein_coding	7	1	0	0	0	0	1	0	0
gene-LOC120045218	LOC120045218	U7 small nuclear RNA	snRNA	0	1	0	0	0	0	1	0	0
gene-LOC120045221	LOC120045221	5S ribosomal RNA	rRNA	0	1	0	0	0	0	1	0	0
gene-LOC120045233	LOC120045233	5S ribosomal RNA	rRNA	0	1	0	0	0	0	1	0	0
gene-LOC120045235	LOC120045235	small nucleolar RNA R38	snoRNA	0	1	0	0	0	0	1	0	0
gene-LOC120045236	LOC120045236	small nucleolar RNA R38	snoRNA	0	1	0	0	0	0	1	0	0
gene-LOC120045237	LOC120045237	small nucleolar RNA SNORD49	snoRNA	0	1	0	0	0	0	1	0	0
gene-LOC120045241	LOC120045241	small nucleolar RNA SNORA5	snoRNA	0	1	0	0	0	0	1	0	0
gene-LOC120045242	LOC120045242	small nucleolar RNA SNORA50	snoRNA	0	1	0	0	0	0	1	0	0
gene-LOC120045255	LOC120045255	5S ribosomal RNA	rRNA	0	1	0	0	0	0	1	0	0
gene-LOC120045259	LOC120045259	18S ribosomal RNA	rRNA	0	1	0	0	0	0	1	0	0
gene-LOC120045275	LOC120045275	5.8S ribosomal RNA	rRNA	0	1	0	0	0	0	1	0	0
gene-LOC120045304	LOC120045304	thrombospondin-2-like	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120045305	LOC120045305	AT-rich interactive domain-containing protein 4B-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045308	LOC120045308	HEAT repeat-containing protein 5B-like	protein_coding	6	1	0	0	0	0	1	0	0
gene-LOC120045310	LOC120045310	serine palmitoyltransferase 3-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120045313	LOC120045313	zinc finger CCHC domain-containing protein 24-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120045314	LOC120045314	calpain-2 catalytic subunit-like	protein_coding	4	1	0	0	0	0	0	0	1
gene-LOC120045315	LOC120045315	cell surface glycoprotein 1-like	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120045317	LOC120045317	equilibrative nucleoside transporter 1-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120045318	LOC120045318	5-hydroxytryptamine receptor 7-like	protein_coding	7	1	0	0	0	0	1	0	0
gene-LOC120045319	LOC120045319	cadherin-related family member 1-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120045321	LOC120045321	serine/threonine-protein kinase SBK1-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120045323	LOC120045323	germ cell-specific gene 1-like protein	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120045324	LOC120045324	growth arrest-specific protein 7-like	protein_coding	6	1	0	0	0	0	1	0	0
gene-LOC120045325	LOC120045325	myocardin-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120045330	LOC120045330	E3 SUMO-protein ligase PIAS2-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120045331	LOC120045331	integrin beta-4-like	protein_coding	10	1	0	0	0	0	1	0	0
gene-LOC120045333	LOC120045333	urotensin-2 receptor-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120045336	LOC120045336	carbonic anhydrase-related protein 10	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120045337	LOC120045337	glutamate receptor ionotropic, NMDA 2C-like	protein_coding	10	1	0	0	0	0	1	0	0
gene-LOC120045344	LOC120045344	LIM domain-binding protein 3-like	protein_coding	9	1	0	0	0	0	1	0	0
gene-LOC120045345	LOC120045345	LIM domain-binding protein 3-like	protein_coding	9	1	0	0	0	0	1	0	0
gene-LOC120045347	LOC120045347	melanopsin-A-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120045348	LOC120045348	inactive ubiquitin carboxyl-terminal hydrolase 54-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120045349	LOC120045349	synaptopodin 2-like protein	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120045350	LOC120045350	NACHT, LRR and PYD domains-containing protein 12-like	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120045351	LOC120045351	protein kinase C epsilon type-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045352	LOC120045352	potassium voltage-gated channel subfamily G member 3-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120045353	LOC120045353	neurexin-1a-like	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120045354	LOC120045354	protocadherin-15-like	protein_coding	7	1	0	0	0	0	1	0	0
gene-LOC120045358	LOC120045358	5-hydroxytryptamine receptor 7-like	protein_coding	9	1	0	0	0	0	1	0	0
gene-LOC120045359	LOC120045359	kinesin-like protein KIF20B	protein_coding	7	1	0	0	0	0	1	0	0
gene-LOC120045360	LOC120045360	ribonuclease P protein subunit p30-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045362	LOC120045362	D(5)-like dopamine receptor	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045365	LOC120045365	uncharacterized LOC120045365	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045376	LOC120045376	rho GTPase-activating protein 44-like	protein_coding	15	1	0	0	0	0	1	0	0
gene-LOC120045392	LOC120045392	glucagon receptor-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120045401	LOC120045401	calpain-2 catalytic subunit-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120045404	LOC120045404	calcium uptake protein 1, mitochondrial-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120045405	LOC120045405	vesicle transport protein SFT2A-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120045411	LOC120045411	recoverin-like	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120045413	LOC120045413	recoverin-like	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120045416	LOC120045416	cerebellar degeneration-related protein 2-like	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120045417	LOC120045417	uncharacterized LOC120045417	lncRNA	0	1	0	0	0	0	1	0	0
gene-LOC120045423	LOC120045423	cytochrome b-245 chaperone 1 homolog	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120045427	LOC120045427	pepsin A-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120045428	LOC120045428	pepsin A-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120045433	LOC120045433	myozenin-1-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120045434	LOC120045434	homeobox protein SIX3-like	protein_coding	6	1	0	0	0	0	1	0	0
gene-LOC120045436	LOC120045436	voltage-dependent T-type calcium channel subunit alpha-1G-like	protein_coding	12	1	0	0	0	0	1	0	0
gene-LOC120045438	LOC120045438	interferon-induced protein with tetratricopeptide repeats 5-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045439	LOC120045439	monocarboxylate transporter 12-B-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045440	LOC120045440	ankyrin repeat domain-containing protein 1-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045441	LOC120045441	polycomb group RING finger protein 5-B-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045442	LOC120045442	polycomb group RING finger protein 5-B-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045445	LOC120045445	serine protease HTRA1B	protein_coding	7	1	0	0	0	0	1	0	0
gene-LOC120045452	LOC120045452	ras-related protein Rab-26-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120045520	LOC120045520	zinc finger protein 239-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045521	LOC120045521	gamma-crystallin M2-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045526	LOC120045526	dual specificity protein phosphatase 3-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120045527	LOC120045527	sclerostin-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120045556	LOC120045556	probable ATP-dependent RNA helicase DDX47	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045557	LOC120045557	WW domain-binding protein 11-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120045558	LOC120045558	osteocalcin-like	protein_coding	8	1	0	0	0	0	1	0	0
gene-LOC120045559	LOC120045559	matrix Gla protein-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045560	LOC120045560	retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma-like	protein_coding	6	1	0	0	0	0	1	0	0
gene-LOC120045562	LOC120045562	epithelial membrane protein 2-like	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120045563	LOC120045563	glutamate receptor ionotropic, NMDA 2B-like	protein_coding	10	1	0	0	0	0	1	0	0
gene-LOC120045578	LOC120045578	uncharacterized LOC120045578	lncRNA	0	1	0	0	0	0	1	0	0
gene-LOC120045594	LOC120045594	DNA nucleotidylexotransferase	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120045595	LOC120045595	heparan sulfate glucosamine 3-O-sulfotransferase 1-like	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120045599	LOC120045599	serine/threonine-protein kinase 32C-like	protein_coding	6	1	0	0	0	0	1	0	0
gene-LOC120045604	LOC120045604	uncharacterized LOC120045604	lncRNA	0	1	0	0	0	0	1	0	0
gene-LOC120045673	LOC120045673	pleckstrin-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045674	LOC120045674	filensin-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120045675	LOC120045675	neuroendocrine convertase 2-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120045676	LOC120045676	uncharacterized LOC120045676	lncRNA	0	1	0	0	0	0	1	0	0
gene-LOC120045677	LOC120045677	phosphatidylinositol 4-kinase type 2-alpha-like	protein_coding	8	1	0	0	0	0	1	0	0
gene-LOC120045678	LOC120045678	arginine vasopressin-induced protein 1-like	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120045688	LOC120045688	homeobox protein Nkx-2.5-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120045689	LOC120045689	rho GTPase-activating protein 19-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120045690	LOC120045690	KH domain-containing, RNA-binding, signal transduction-associated protein 2-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120045691	LOC120045691	MAD2L1 binding protein	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120045701	LOC120045701	delphilin-like	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120045712	LOC120045712	cerebellar degeneration-related protein 2-like	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120045718	LOC120045718	ras-related C3 botulinum toxin substrate 3-like	protein_coding	15	1	0	0	0	0	1	0	0
gene-LOC120045720	LOC120045720	uncharacterized LOC120045720	lncRNA	0	1	0	0	0	0	1	0	0
gene-LOC120045747	LOC120045747	adenylosuccinate synthetase isozyme 2-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120045750	LOC120045750	uncharacterized LOC120045750	lncRNA	0	1	0	0	0	0	1	0	0
gene-LOC120045754	LOC120045754	transmembrane protein 87A-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045756	LOC120045756	uncharacterized LOC120045756	lncRNA	0	1	0	0	0	0	1	0	0
gene-LOC120045758	LOC120045758	uncharacterized LOC120045758	lncRNA	0	1	0	0	0	0	0	0	1
gene-LOC120045777	LOC120045777	zinc finger protein 385C-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045779	LOC120045779	vesicle transport through interaction with t-SNAREs homolog 1A-like	protein_coding	12	1	0	0	0	0	1	0	0
gene-LOC120045780	LOC120045780	delta-1-pyrroline-5-carboxylate synthase-like	protein_coding	6	1	0	0	0	0	1	0	0
gene-LOC120045781	LOC120045781	SRC kinase signaling inhibitor 1-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120045782	LOC120045782	formin-like protein 1	protein_coding	6	1	0	0	0	0	1	0	0
gene-LOC120045783	LOC120045783	nuclear factor 1 X-type-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120045792	LOC120045792	intraflagellar transport protein 56-like	protein_coding	7	1	0	0	0	0	1	0	0
gene-LOC120045802	LOC120045802	kelch domain-containing protein 1-like	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120045805	LOC120045805	alpha-tectorin-like	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120045813	LOC120045813	nuclear factor 1 X-type-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120045814	LOC120045814	G-protein coupled receptor family C group 5 member D-like	protein_coding	7	1	0	0	0	0	1	0	0
gene-LOC120045815	LOC120045815	eukaryotic translation initiation factor 3 subunit C-like	protein_coding	5	1	0	0	0	0	0	0	1
gene-LOC120045823	LOC120045823	phospholipid phosphatase 4-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120045827	LOC120045827	kinesin light chain 1-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120045836	LOC120045836	zinc finger protein 488-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045842	LOC120045842	myopalladin-like	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120045848	LOC120045848	homeobox protein vent1-like	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120045849	LOC120045849	kinase non-catalytic C-lobe domain-containing protein 1	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120045850	LOC120045850	gamma-aminobutyric acid receptor subunit pi-like	protein_coding	12	1	0	0	0	0	1	0	0
gene-LOC120045880	LOC120045880	potassium voltage-gated channel subfamily KQT member 5-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120045885	LOC120045885	uncharacterized LOC120045885	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120045886	LOC120045886	protocadherin-15-like	protein_coding	7	1	0	0	0	0	1	0	0
gene-LOC120045887	LOC120045887	E3 ubiquitin-protein ligase NEURL1-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120045889	LOC120045889	VPS10 domain-containing receptor SorCS1-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120045893	LOC120045893	receptor-type tyrosine-protein phosphatase epsilon-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120045899	LOC120045899	uncharacterized LOC120045899	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045916	LOC120045916	inactive phospholipase D5-like	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120045928	LOC120045928	calcium-activated potassium channel subunit alpha-1	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120045929	LOC120045929	dystonin-like	protein_coding	13	1	0	0	0	0	1	0	0
gene-LOC120045932	LOC120045932	CUB and sushi domain-containing protein 1-like	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120045945	LOC120045945	gastrula zinc finger protein XlCGF17.1-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120045946	LOC120045946	opioid growth factor receptor-like protein 1	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120045947	LOC120045947	regulating synaptic membrane exocytosis protein 1-like	protein_coding	9	1	0	0	0	0	1	0	0
gene-LOC120045957	LOC120045957	ligand-dependent corepressor-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045975	LOC120045975	brain-specific angiogenesis inhibitor 1-associated protein 2-like	protein_coding	7	1	0	0	0	0	1	0	0
gene-LOC120045977	LOC120045977	extracellular serine/threonine protein kinase FAM20C-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120045990	LOC120045990	dynein intermediate chain 3, ciliary-like	protein_coding	5	1	0	0	0	0	0	0	1
gene-LOC120045991	LOC120045991	fatty acid synthase-like	protein_coding	6	1	0	0	0	0	1	0	0
gene-LOC120045995	LOC120045995	vegetative cell wall protein gp1-like	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120045996	LOC120045996	BAH and coiled-coil domain-containing protein 1-like	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120046001	LOC120046001	rho GTPase-activating protein 27-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120046008	LOC120046008	heparan sulfate glucosamine 3-O-sulfotransferase 3A1-like	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120046010	LOC120046010	protein TANC2-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120046011	LOC120046011	neurabin-2-like	protein_coding	8	1	0	0	0	0	1	0	0
gene-LOC120046016	LOC120046016	cytohesin-3-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120046017	LOC120046017	adenylosuccinate synthetase isozyme 2-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120046018	LOC120046018	deubiquitinase DESI2-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120046019	LOC120046019	pecanex-like protein 2	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120046021	LOC120046021	uncharacterized protein KIAA1841-like	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120046028	LOC120046028	cell adhesion molecule 3-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120046034	LOC120046034	ABC transporter G family member 20-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120046038	LOC120046038	uncharacterized LOC120046038	lncRNA	0	1	0	0	0	0	0	0	1
gene-LOC120046039	LOC120046039	basic proline-rich protein-like	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120046051	LOC120046051	spastin-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120046052	LOC120046052	protein dpy-30 homolog	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120046061	LOC120046061	transforming acidic coiled-coil-containing protein 2-like	protein_coding	4	1	0	0	0	0	0	0	1
gene-LOC120046063	LOC120046063	uncharacterized LOC120046063	protein_coding	8	1	0	0	0	0	1	0	0
gene-LOC120046066	LOC120046066	filaggrin-2-like	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120046068	LOC120046068	pol-RFamide neuropeptides-like	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120046070	LOC120046070	prosaposin-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120046082	LOC120046082	canalicular multispecific organic anion transporter 2-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120046084	LOC120046084	transcription factor 20-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120046085	LOC120046085	myosin phosphatase Rho-interacting protein-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120046086	LOC120046086	dual specificity mitogen-activated protein kinase kinase 4-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120046087	LOC120046087	DNA-directed RNA polymerase II subunit RPB1-like	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120046089	LOC120046089	uncharacterized LOC120046089	lncRNA	0	1	0	0	0	0	1	0	0
gene-LOC120046091	LOC120046091	SAP30-binding protein-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120046094	LOC120046094	protein unc-13 homolog D-like	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120046099	LOC120046099	uncharacterized LOC120046099	lncRNA	0	1	0	0	0	0	1	0	0
gene-LOC120046100	LOC120046100	nuclear prelamin A recognition factor-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120046101	LOC120046101	nucleoside diphosphate kinase A-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120046102	LOC120046102	MBT domain-containing protein 1-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120046104	LOC120046104	LLGL scribble cell polarity complex component 2-like	protein_coding	10	1	0	0	0	0	1	0	0
gene-LOC120046107	LOC120046107	BTB/POZ domain-containing protein KCTD21-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120046108	LOC120046108	E3 ubiquitin-protein ligase TRIM39-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120046117	LOC120046117	calcium/calmodulin-dependent protein kinase type II subunit gamma-like	protein_coding	6	1	0	0	0	0	1	0	0
gene-LOC120046118	LOC120046118	glutamate dehydrogenase, mitochondrial	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120046119	LOC120046119	SHC SH2 domain-binding protein 1-like	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120046120	LOC120046120	protein transport protein Sec24C-like	protein_coding	7	1	0	0	0	0	1	0	0
gene-LOC120046121	LOC120046121	protein phosphatase 1B-like	protein_coding	9	1	0	0	0	0	1	0	0
gene-LOC120046122	LOC120046122	metastasis-associated protein MTA3-like	protein_coding	9	1	0	0	0	0	1	0	0
gene-LOC120046123	LOC120046123	metastasis-associated protein MTA1-like	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120046125	LOC120046125	vacuolar protein sorting-associated protein 35	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120046129	LOC120046129	cGMP-dependent protein kinase 1	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120046139	LOC120046139	myosin light chain kinase 3-like	protein_coding	7	1	0	0	0	0	1	0	0
gene-LOC120046146	LOC120046146	probable E3 ubiquitin-protein ligase HECTD2	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120046147	LOC120046147	UPF0547 protein C16orf87 homolog	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120046148	LOC120046148	protein phosphatase 1 regulatory subunit 3C-B-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120046149	LOC120046149	TBC1 domain family member 12-like	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120046152	LOC120046152	glutamic acid-rich protein-like	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120046157	LOC120046157	alanine aminotransferase 2-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120046164	LOC120046164	dnaJ homolog subfamily A member 2	protein_coding	7	1	0	0	0	0	1	0	0
gene-LOC120046169	LOC120046169	T-cell immunomodulatory protein-like	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120046179	LOC120046179	zinc transporter ZIP11-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120046190	LOC120046190	thyroid hormone receptor alpha-like	protein_coding	8	1	0	0	0	0	1	0	0
gene-LOC120046194	LOC120046194	unconventional myosin-Id-like	protein_coding	11	1	0	0	0	0	1	0	0
gene-LOC120046220	LOC120046220	elongation of very long chain fatty acids protein 6-like	protein_coding	8	1	0	0	0	0	1	0	0
gene-LOC120046222	LOC120046222	CKLF-like MARVEL transmembrane domain-containing protein 4	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120046231	LOC120046231	cytoplasmic dynein 1 light intermediate chain 2-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120046244	LOC120046244	B-cadherin-like	protein_coding	12	1	0	0	0	0	1	0	0
gene-LOC120046257	LOC120046257	adhesion G protein-coupled receptor E3-like	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120046271	LOC120046271	V-type proton ATPase 16 kDa proteolipid subunit-like	protein_coding	3	1	0	0	0	0	0	0	1
gene-LOC120046273	LOC120046273	DNA replication factor Cdt1-like	protein_coding	7	1	0	0	0	0	1	0	0
gene-LOC120046297	LOC120046297	60S ribosomal protein L19	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120046299	LOC120046299	signal transducer and activator of transcription 5B-like	protein_coding	9	1	0	0	0	0	1	0	0
gene-LOC120046302	LOC120046302	uncharacterized LOC120046302	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120046303	LOC120046303	ras-related protein Rab-5C	protein_coding	2	1	0	0	0	0	1	0	0
gene-LOC120046304	LOC120046304	caveolae-associated protein 1-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120046305	LOC120046305	V-type proton ATPase 116 kDa subunit a1-like	protein_coding	7	1	0	0	0	0	1	0	0
gene-LOC120046307	LOC120046307	C-reactive protein-like	protein_coding	0	1	0	0	0	0	1	0	0
gene-LOC120046310	LOC120046310	progranulin-like	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120046312	LOC120046312	putative protein PTGES3L	protein_coding	6	1	0	0	0	0	1	0	0
gene-LOC120046314	LOC120046314	glucose-6-phosphatase-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120046315	LOC120046315	glucose-6-phosphatase-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120046339	LOC120046339	serine/threonine-protein kinase N1-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120046352	LOC120046352	galactose-3-O-sulfotransferase 3	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120046360	LOC120046360	interferon a3-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120046364	LOC120046364	trace amine-associated receptor 13c-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120046377	LOC120046377	speckle-type POZ protein-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120046379	LOC120046379	mitochondrial amidoxime-reducing component 1-like	protein_coding	6	1	0	0	0	0	1	0	0
gene-LOC120046380	LOC120046380	translational activator of cytochrome c oxidase 1	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120046382	LOC120046382	IST1 homolog	protein_coding	1	1	0	0	0	0	1	0	0
gene-LOC120046397	LOC120046397	sorbitol dehydrogenase-like	protein_coding	3	1	0	0	0	0	1	0	0
gene-LOC120046402	LOC120046402	UV excision repair protein RAD23 homolog A-like	protein_coding	8	1	0	0	0	0	1	0	0
gene-LOC120046403	LOC120046403	myosin-10-like	protein_coding	4	1	0	0	0	0	1	0	0
gene-LOC120046405	LOC120046405	RNA binding protein fox-1 homolog 2-like	protein_coding	5	1	0	0	0	0	1	0	0
gene-LOC120046406	LOC120046406	CD9 antigen-like	protein_coding	1	1	0	0	0	0	1	0	0
