gene_id	symbol	geneid	biotype	chrom	start	end	strand	is_named	product	n_go	go_bp	go_mf	go_cc	go_terms
gene-rprma	rprma	120063896	protein_coding	NC_052325.1	40648548	40648859	+	1	reprimo, TP53 dependent G2 arrest mediator candidate a	0	0	0	0	
gene-rps12	rps12	120019223	protein_coding	NC_052330.1	37550222	37554486	+	1	ribosomal protein S12	4	1	1	2	GO:0003735|GO:0005840|GO:0006412|GO:0022627
gene-rps19bp1	rps19bp1	120032592	protein_coding	NC_052345.1	3675648	3681850	+	1	ribosomal protein S19 binding protein 1	2	0	1	1	GO:0005730|GO:0019899
gene-rps2	rps2	120042847	protein_coding	NC_052309.1	92623159	92625385	-	1	ribosomal protein S2	5	1	2	2	GO:0003723|GO:0003735|GO:0005840|GO:0006412|GO:0022627
gene-rps20	rps20	120050383	protein_coding	NC_052313.1	22349797	22351708	-	1	ribosomal protein S20	5	1	2	2	GO:0003723|GO:0003735|GO:0005840|GO:0006412|GO:0022627
gene-rps24	rps24	120017738	protein_coding	NC_052328.1	29635691	29639966	+	1	ribosomal protein S24	3	1	1	1	GO:0003735|GO:0005840|GO:0006412
gene-rps26	rps26	120061025	protein_coding	NC_052322.1	14114388	14116234	-	1	ribosomal protein S26	5	1	2	2	GO:0003729|GO:0003735|GO:0005840|GO:0006412|GO:0022627
gene-rps4x	rps4x	120049814	protein_coding	NC_052312.1	24531280	24537396	-	1	ribosomal protein S4 X-linked	5	1	2	2	GO:0003723|GO:0003735|GO:0005840|GO:0006412|GO:0022627
gene-rps6ka5	rps6ka5	120060063	protein_coding	NC_052321.1	37191478	37227440	-	1	ribosomal protein S6 kinase, polypeptide 5	6	3	3	0	GO:0000287|GO:0004674|GO:0005524|GO:0006355|GO:0006468|GO:0035556
gene-rps6kc1	rps6kc1	120019043	protein_coding	NC_052330.1	18471477	18522649	-	1	ribosomal protein S6 kinase polypeptide 1	5	1	3	1	GO:0004672|GO:0005524|GO:0005769|GO:0006468|GO:0035091
gene-rps6kl1	rps6kl1	120059991	protein_coding	NC_052321.1	21836768	21843467	+	1	ribosomal protein S6 kinase-like 1	3	1	2	0	GO:0004672|GO:0005524|GO:0006468
gene-rps8a	rps8a	120056197	protein_coding	NC_052317.1	42795926	42802474	+	1	ribosomal protein S8a	5	2	1	2	GO:0000462|GO:0003735|GO:0005840|GO:0006412|GO:0022627
gene-rpsa	rpsa	120032879	protein_coding	NC_052345.1	11871835	11876587	+	1	ribosomal protein SA	7	2	2	3	GO:0000028|GO:0002181|GO:0003735|GO:0005055|GO:0005840|GO:0022627|GO:0030686
gene-rraga	rraga	120045100	protein_coding	NC_052309.1	24302084	24306402	+	1	Ras-related GTP binding A	9	4	2	3	GO:0003924|GO:0005525|GO:0005634|GO:0005764|GO:0009267|GO:0010506|GO:0032008|GO:0071230|GO:1990131
gene-rragca	rragca	120031050	protein_coding	NC_052343.1	8499272	8511471	-	1	Ras-related GTP binding Ca	9	4	2	3	GO:0003924|GO:0005525|GO:0005634|GO:0005764|GO:0009267|GO:0010506|GO:0032008|GO:0071230|GO:1990131
gene-rragd	rragd	120060477	protein_coding	NC_052321.1	35644153	35685320	-	1	ras-related GTP binding D	9	4	2	3	GO:0003924|GO:0005525|GO:0005634|GO:0005764|GO:0009267|GO:0010506|GO:0032008|GO:0071230|GO:1990131
gene-rras	rras	120033390	protein_coding	NC_052309.1	57841187	57857316	-	1	RAS related	5	1	3	1	GO:0003924|GO:0005525|GO:0005886|GO:0007165|GO:0019003
gene-rrbp1b	rrbp1b	120064934	protein_coding	NC_052308.1	58131218	58159768	-	1	ribosome binding protein 1b	2	1	0	1	GO:0005789|GO:0015031
gene-rrh	rrh	120023128	protein_coding	NC_052334.1	20515101	20519487	-	1	retinal pigment epithelium-derived rhodopsin homolog	5	2	1	2	GO:0001750|GO:0004930|GO:0007186|GO:0007601|GO:0016020
gene-rrm2b	rrm2b	120027139	protein_coding	NC_052338.1	37169573	37187258	-	1	ribonucleotide reductase M2 b	3	1	1	1	GO:0004748|GO:0005829|GO:0009263
gene-rrp12	rrp12	120017503	protein_coding	NC_052328.1	7257675	7287367	+	1	ribosomal RNA processing 12 homolog	0	0	0	0	
gene-rrp15	rrp15	120031116	protein_coding	NC_052343.1	3206364	3215750	+	1	ribosomal RNA processing 15 homolog	3	2	0	1	GO:0000460|GO:0000470|GO:0030687
gene-rrp36	rrp36	120032884	protein_coding	NC_052345.1	21850534	21854557	+	1	ribosomal RNA processing 36	3	1	0	2	GO:0000462|GO:0005730|GO:0030686
gene-rrs1	rrs1	120050343	protein_coding	NC_052313.1	13100842	13102287	+	1	ribosome biogenesis regulator 1 homolog	8	4	1	3	GO:0000055|GO:0000447|GO:0005515|GO:0005634|GO:0005730|GO:0030687|GO:0042254|GO:0042273
gene-rsad1	rsad1	120042264	protein_coding	NC_052309.1	90889053	90901642	+	1	radical S-adenosyl methionine domain containing 1	4	1	2	1	GO:0004109|GO:0005737|GO:0006779|GO:0051539
gene-rsad2	rsad2	120023383	protein_coding	NC_052334.1	36555315	36558726	-	1	radical S-adenosyl methionine domain containing 2	8	2	2	4	GO:0003824|GO:0005739|GO:0005783|GO:0005789|GO:0005811|GO:0050778|GO:0051539|GO:0051607
gene-rsf1b.1	rsf1b.1	120043876	protein_coding	NC_052309.1	42192562	42236581	+	1	remodeling and spacing factor 1b, tandem duplicate 1	2	1	0	1	GO:0006355|GO:0031213
gene-rsph1	rsph1	120058017	protein_coding	NC_052319.1	45979020	45992406	-	1	radial spoke head component 1	4	2	0	2	GO:0005634|GO:0007286|GO:0031514|GO:0035082
gene-rsph10b	rsph10b	120046015	protein_coding	NC_052310.1	78996175	79010407	-	1	radial spoke head 10 homolog B	0	0	0	0	
gene-rsph14	rsph14	120055644	protein_coding	NC_052307.1	46371791	46391876	+	1	radial spoke head 14 homolog	1	0	1	0	GO:0005515
gene-rsph3	rsph3	120024522	protein_coding	NC_052335.1	30622447	30632039	-	1	radial spoke head 3	1	0	0	1	GO:0005929
gene-rsph4a	rsph4a	120021066	protein_coding	NC_052332.1	31228949	31234749	-	1	radial spoke head component 4A	5	3	0	2	GO:0001534|GO:0005930|GO:0035082|GO:0060271|GO:0060294
gene-rsph9	rsph9	120019026	protein_coding	NC_052330.1	17292462	17298009	-	1	radial spoke head component 9	5	3	0	2	GO:0001534|GO:0005930|GO:0035082|GO:0044458|GO:0060294
gene-rspo1	rspo1	120031638	protein_coding	NC_052343.1	7955631	7966284	+	1	R-spondin 1	0	0	0	0	
gene-rspry1	rspry1	120066233	protein_coding	NC_052327.1	25250522	25281926	-	1	ring finger and SPRY domain containing 1	4	1	2	1	GO:0004842|GO:0005515|GO:0005737|GO:0051603
gene-rsrc1	rsrc1	120028839	protein_coding	NC_052340.1	2796563	2972827	+	1	arginine/serine-rich coiled-coil 1	3	1	0	2	GO:0000380|GO:0005634|GO:0005737
gene-rsrp1	rsrp1	120023200	protein_coding	NC_052334.1	29701029	29706108	+	1	arginine/serine-rich protein 1	0	0	0	0	
gene-rsu1	rsu1	120027609	protein_coding	NC_052339.1	15218644	15252203	-	1	Ras suppressor protein 1	1	0	1	0	GO:0005515
gene-rtca	rtca	120053702	protein_coding	NC_052315.1	13938591	13955494	+	1	RNA 3'-terminal phosphate cyclase	3	1	1	1	GO:0003963|GO:0005634|GO:0006396
gene-rtel1	rtel1	120058948	protein_coding	NC_052320.1	31294363	31349937	+	1	regulator of telomere elongation helicase 1	14	8	5	1	GO:0003677|GO:0003678|GO:0005524|GO:0005634|GO:0006260|GO:0006281|GO:0006310|GO:0010569|GO:0016818|GO:0032508|GO:0045910|GO:0070182|GO:0090657|GO:1904430
gene-rtf1	rtf1	120023126	protein_coding	NC_052334.1	1695456	1729633	+	1	RTF1 homolog, Paf1/RNA polymerase II complex component	3	0	2	1	GO:0003677|GO:0016593|GO:1990269
gene-rtkn2a	rtkn2a	120017694	protein_coding	NC_052328.1	25032348	25039142	-	1	rhotekin 2a	3	3	0	0	GO:0007165|GO:0008284|GO:0030097
gene-rtn2a	rtn2a	120018427	protein_coding	NC_052329.1	38457100	38463973	-	1	reticulon 2a	0	0	0	0	
gene-rtn3	rtn3	120049585	protein_coding	NC_052312.1	8170133	8204050	-	1	reticulon 3	5	3	0	2	GO:0007420|GO:0014069|GO:0030182|GO:0043005|GO:0071787
gene-rtn4a	rtn4a	120046603	protein_coding	NC_052310.1	52114028	52147269	+	1	reticulon 4a	5	3	0	2	GO:0007420|GO:0014069|GO:0030182|GO:0043005|GO:0071787
gene-rtn4ip1	rtn4ip1	120023794	protein_coding	NC_052334.1	33175967	33205983	-	1	reticulon 4 interacting protein 1	2	0	1	1	GO:0005739|GO:0016491
gene-rtn4rl1b	rtn4rl1b	120018534	protein_coding	NC_052329.1	22146584	22153208	+	1	reticulon 4 receptor-like 1b	1	0	1	0	GO:0005515
gene-rtraf	rtraf	120023124	protein_coding	NC_052334.1	44834517	44844491	-	1	RNA transcription, translation and transport factor	3	1	1	1	GO:0003723|GO:0006388|GO:0072669
gene-rubcnl	rubcnl	120057937	protein_coding	NC_052319.1	26800026	26807978	+	1	rubicon like autophagy enhancer	6	3	1	2	GO:0000421|GO:0043231|GO:0061909|GO:0061910|GO:0097352|GO:1901981
gene-rufy2	rufy2	120046666	protein_coding	NC_052310.1	58194503	58210420	+	1	RUN and FYVE domain containing 2	2	0	1	1	GO:0005737|GO:0046872
gene-rufy3	rufy3	120038064	protein_coding	NW_024058868.1	15764	44894	+	1	RUN and FYVE domain containing 3	2	1	0	1	GO:0005737|GO:0050770
gene-runx1	runx1	120051428	protein_coding	NC_052313.1	52906916	52947400	+	1	RUNX family transcription factor 1	8	4	3	1	GO:0000978|GO:0000981|GO:0005524|GO:0005634|GO:0006357|GO:0030097|GO:0030182|GO:0045595
gene-runx3	runx3	120023520	protein_coding	NC_052334.1	29928004	29967564	+	1	RUNX family transcription factor 3	8	4	3	1	GO:0000978|GO:0000981|GO:0005524|GO:0005634|GO:0006357|GO:0030097|GO:0030182|GO:0045595
gene-rusc1	rusc1	120047245	protein_coding	NC_052311.1	63148022	63158665	-	1	RUN and SH3 domain containing 1	2	0	1	1	GO:0005515|GO:0031410
gene-rusc2	rusc2	120062954	protein_coding	NC_052324.1	40776012	40814021	-	1	RUN and SH3 domain containing 2	2	0	1	1	GO:0005515|GO:0031410
gene-rusf1	rusf1	120034330	protein_coding	NC_052347.1	21812890	21823803	+	1	RUS family member 1	0	0	0	0	
gene-ruvbl1	ruvbl1	120064556	protein_coding	NC_052326.1	28388798	28401209	-	1	RuvB-like AAA ATPase 1	11	4	3	4	GO:0000492|GO:0000812|GO:0003678|GO:0005524|GO:0006338|GO:0006357|GO:0016573|GO:0016887|GO:0031011|GO:0035267|GO:0097255
gene-ruvbl2	ruvbl2	120057391	protein_coding	NC_052318.1	50274607	50284161	+	1	RuvB-like AAA ATPase 2	11	4	3	4	GO:0000492|GO:0000812|GO:0003678|GO:0005524|GO:0006338|GO:0006357|GO:0016573|GO:0016887|GO:0031011|GO:0035267|GO:0097255
gene-rwdd	rwdd	120049555	protein_coding	NC_052312.1	2558057	2563292	-	1	RWD domain containing 4	1	0	1	0	GO:0005515
gene-rwdd2b	rwdd2b	120018042	protein_coding	NC_052329.1	5796236	5801710	+	1	RWD domain containing 2B	1	0	1	0	GO:0005515
gene-rwdd3	rwdd3	120020113	protein_coding	NC_052331.1	29012577	29019520	+	1	RWD domain containing 3	4	3	1	0	GO:0005515|GO:0032088|GO:0033235|GO:1902073
gene-rx3	rx3	120044186	protein_coding	NC_052309.1	5225043	5227770	+	1	retinal homeobox gene 3	3	1	2	0	GO:0000978|GO:0000981|GO:0045944
gene-rxfp2l	rxfp2l	120057512	protein_coding	NC_052318.1	35837550	35869376	-	1	relaxin family peptide receptor 2, like	4	1	2	1	GO:0004930|GO:0005515|GO:0007186|GO:0016020
gene-rxfp3	rxfp3	120025566	protein_coding	NC_052337.1	33823905	33825137	-	1	relaxin family peptide receptor 3	4	2	1	1	GO:0004930|GO:0006955|GO:0007186|GO:0016020
gene-rxfp3.3b	rxfp3.3b	120066561	protein_coding	NC_052327.1	10509632	10510786	-	1	relaxin family peptide receptor 3.3b	4	2	1	1	GO:0004930|GO:0006955|GO:0007186|GO:0016020
gene-rxrbb	rxrbb	120047314	protein_coding	NC_052311.1	69369603	69372900	+	1	retinoid x receptor, beta b	11	5	4	2	GO:0003707|GO:0004879|GO:0005634|GO:0008270|GO:0030154|GO:0032526|GO:0044323|GO:0045944|GO:0048384|GO:0048856|GO:0090575
gene-rxrgb	rxrgb	120055089	protein_coding	NC_052316.1	45327133	45429120	+	1	retinoid X receptor, gamma b	11	5	4	2	GO:0003707|GO:0004879|GO:0005634|GO:0008270|GO:0030154|GO:0032526|GO:0044323|GO:0045944|GO:0048384|GO:0048856|GO:0090575
gene-rxylt1	rxylt1	120054086	protein_coding	NC_052315.1	41752338	41756748	+	1	ribitol xylosyltransferase 1	3	1	1	1	GO:0005794|GO:0035269|GO:0120053
gene-ryk	ryk	120053582	protein_coding	NC_052315.1	660321	874695	+	1	receptor like tyrosine kinase	8	5	2	1	GO:0004672|GO:0005524|GO:0006468|GO:0007169|GO:0007275|GO:0007409|GO:0033674|GO:0043235
gene-ryr1b	ryr1b	120028542	protein_coding	NC_052340.1	41091698	41352770	-	1	ryanodine receptor 1b (skeletal)	9	1	3	5	GO:0005219|GO:0005509|GO:0005515|GO:0005790|GO:0030018|GO:0033017|GO:0034704|GO:0042383|GO:0070588
gene-s100b	s100b	120050457	protein_coding	NC_052313.1	42183282	42184411	+	1	S100 calcium binding protein, beta (neural)	8	2	3	3	GO:0005509|GO:0005615|GO:0005634|GO:0005737|GO:0008284|GO:0043123|GO:0044548|GO:0050786
gene-s100s	s100s	120022416	protein_coding	NC_052333.1	39392468	39392917	+	1	S100 calcium binding protein S	1	0	1	0	GO:0005509
gene-s100v2	s100v2	120027145	protein_coding	NC_052338.1	11321265	11327573	-	1	S100 calcium binding protein V2	2	0	0	2	GO:0005615|GO:0048471
gene-s100w	s100w	120031687	protein_coding	NC_052343.1	25695105	25696033	+	1	S100 calcium binding protein W	2	0	2	0	GO:0005509|GO:0046914
gene-s1pr5b	s1pr5b	120033021	protein_coding	NC_052345.1	5094180	5099628	+	1	sphingosine-1-phosphate receptor 5b	3	1	1	1	GO:0007186|GO:0016020|GO:0038036
gene-saal1	saal1	120051723	protein_coding	NC_052314.1	4454264	4471336	+	1	serum amyloid A-like 1	1	0	0	1	GO:0005615
gene-sac3d1	sac3d1	120054464	protein_coding	NC_052316.1	17917534	17921105	+	1	SAC3 domain containing 1	5	2	0	3	GO:0005634|GO:0005813|GO:0005819|GO:0051225|GO:0051298
gene-saga	saga	120055456	protein_coding	NC_052317.1	2304747	2323203	-	1	S-antigen; retina and pineal gland (arrestin) a	5	2	1	2	GO:0001664|GO:0001750|GO:0001917|GO:0002031|GO:0007165
gene-sall1b	sall1b	120065874	protein_coding	NC_052327.1	35796239	35803014	-	1	spalt-like transcription factor 1b	4	1	2	1	GO:0000978|GO:0000981|GO:0005634|GO:0006357
gene-sall3a	sall3a	120031580	protein_coding	NC_052343.1	5781442	5796510	-	1	spalt-like transcription factor 3a	4	1	2	1	GO:0000978|GO:0000981|GO:0005634|GO:0006357
gene-sall3b	sall3b	120022395	protein_coding	NC_052333.1	35830733	35834951	+	1	spalt-like transcription factor 3b	4	1	2	1	GO:0000978|GO:0000981|GO:0005634|GO:0006357
gene-samd11	samd11	120060962	protein_coding	NC_052322.1	9814970	9911751	-	1	sterile alpha motif domain containing 11	4	1	3	0	GO:0000978|GO:0001228|GO:0005515|GO:0045944
gene-samd1b	samd1b	120023713	protein_coding	NC_052308.1	78687561	78696751	+	1	sterile alpha motif domain containing 1b	2	0	2	0	GO:0003677|GO:0005515
gene-samd9l	samd9l	120041224	protein_coding	NC_052309.1	83156352	83168800	+	1	sterile alpha motif domain containing 9 like	2	0	1	1	GO:0005515|GO:0005737
gene-samsn1b	samsn1b	120057092	protein_coding	NC_052318.1	31030176	31040679	+	1	SAM domain, SH3 domain and nuclear localisation signals 1b	1	0	1	0	GO:0005515
gene-sap130b	sap130b	120055838	protein_coding	NC_052317.1	13042302	13072761	+	1	Sin3A-associated protein b	2	1	0	1	GO:0000122|GO:0070822
gene-sap30l	sap30l	120056811	protein_coding	NC_052318.1	2289931	2297824	-	1	sap30-like	4	1	2	1	GO:0000118|GO:0003712|GO:0005515|GO:0006355
gene-sapcd2	sapcd2	120020993	protein_coding	NC_052332.1	20137910	20154846	+	1	suppressor APC domain containing 2	0	0	0	0	
gene-sar1aa	sar1aa	120017460	protein_coding	NC_052328.1	2031259	2038331	-	1	secretion associated, Ras related GTPase 1Aa	10	6	2	2	GO:0003400|GO:0003924|GO:0005525|GO:0006886|GO:0006888|GO:0016050|GO:0030127|GO:0061024|GO:0070863|GO:0070971
gene-sardh	sardh	120026194	protein_coding	NC_052337.1	43402476	43499658	+	1	sarcosine dehydrogenase	3	0	2	1	GO:0005515|GO:0005739|GO:0016491
gene-sars2	sars2	120028608	protein_coding	NC_052340.1	11936001	11941524	+	1	seryl-tRNA synthetase 2, mitochondrial	5	1	3	1	GO:0000049|GO:0004828|GO:0005524|GO:0005739|GO:0070158
gene-sash1b	sash1b	120023013	protein_coding	NC_052334.1	7864616	7999256	+	1	SAM and SH3 domain containing 1b	1	0	1	0	GO:0005515
gene-sash3	sash3	120061979	protein_coding	NC_052323.1	2903335	2922836	+	1	SAM and SH3 domain containing 3	1	0	1	0	GO:0005515
gene-sass6	sass6	120053380	protein_coding	NC_052315.1	13893544	13908478	-	1	SAS-6 centriolar assembly protein	3	1	0	2	GO:0005813|GO:0005814|GO:0007099
gene-sat2b	sat2b	120066603	protein_coding	NC_052327.1	8276609	8298872	+	1	spermidine/spermine N1-acetyltransferase family member 2b	1	0	1	0	GO:0008080
gene-sav1	sav1	120060123	protein_coding	NC_052321.1	3834863	3845417	-	1	salvador family WW domain containing protein 1	5	3	2	0	GO:0005515|GO:0006915|GO:0035329|GO:0042127|GO:0060090
gene-sb:cb1058	sb:cb1058	120036525	protein_coding	NW_024058097.1	261762	267780	-	1	uncharacterized protein LOC394209 homolog	0	0	0	0	
gene-sb:cb288	sb:cb288	120063384	protein_coding	NC_052324.1	34354580	34359594	+	1	uncharacterized sb:cb288	0	0	0	0	
gene-sbf1	sbf1	120049925	protein_coding	NC_052312.1	35730905	35815813	+	1	SET binding factor 1	0	0	0	0	
gene-sbk3	sbk3	120047249	protein_coding	NC_052311.1	63462800	63467102	+	1	SH3 domain binding kinase family, member 3	4	2	2	0	GO:0004674|GO:0005524|GO:0018105|GO:0018107
gene-sc5d	sc5d	120031213	protein_coding	NC_052309.1	38459054	38473728	-	1	sterol-C5-desaturase	3	1	2	0	GO:0005506|GO:0016491|GO:0033490
gene-scai	scai	120025844	protein_coding	NC_052337.1	17710790	17738213	+	1	suppressor of cancer cell invasion	3	1	1	1	GO:0003714|GO:0005634|GO:0006351
gene-scamp2	scamp2	120066087	protein_coding	NC_052327.1	11798720	11810618	+	1	secretory carrier membrane protein 2	3	1	0	2	GO:0015031|GO:0032588|GO:0055038
gene-scamp2l	scamp2l	120048842	protein_coding	NC_052307.1	75654069	75663064	+	1	secretory carrier membrane protein 2, like	3	1	0	2	GO:0015031|GO:0032588|GO:0055038
gene-scamp3	scamp3	120027177	protein_coding	NC_052338.1	2649650	2658559	-	1	secretory carrier membrane protein 3	3	1	0	2	GO:0015031|GO:0032588|GO:0055038
gene-scarb2a	scarb2a	120055502	protein_coding	NC_052307.1	18512831	18531538	+	1	scavenger receptor class B, member 2a	7	3	1	3	GO:0005044|GO:0005737|GO:0005764|GO:0006622|GO:0006898|GO:0016020|GO:1905123
gene-scarb2c	scarb2c	120044856	protein_coding	NC_052309.1	3205672	3252569	-	1	scavenger receptor class B, member 2c	7	3	1	3	GO:0005044|GO:0005737|GO:0005764|GO:0006622|GO:0006898|GO:0016020|GO:1905123
gene-scarf2	scarf2	120043776	protein_coding	NC_052307.1	39770954	39796120	+	1	scavenger receptor class F, member 2	2	0	2	0	GO:0005044|GO:0005515
gene-scd	scd	120017453	protein_coding	NC_052328.1	1733220	1742162	+	1	stearoyl-CoA desaturase (delta-9-desaturase)	6	2	3	1	GO:0004768|GO:0005506|GO:0005789|GO:0006636|GO:0032896|GO:0070542
gene-scfd1	scfd1	120060434	protein_coding	NC_052321.1	31900740	31915892	+	1	sec1 family domain containing 1	5	2	1	2	GO:0000139|GO:0005829|GO:0006886|GO:0006888|GO:0019905
gene-scg2b	scg2b	120019815	protein_coding	NC_052331.1	2138372	2142632	+	1	secretogranin II b	1	0	0	1	GO:0030141
gene-schip1	schip1	120018264	protein_coding	NC_052329.1	28696627	28747587	-	1	schwannomin interacting protein 1	3	1	0	2	GO:0005886|GO:0030054|GO:0035332
gene-scinla	scinla	120054540	protein_coding	NC_052316.1	33220758	33232333	+	1	scinderin like a	8	3	2	3	GO:0005546|GO:0005615|GO:0005737|GO:0008154|GO:0015629|GO:0051014|GO:0051015|GO:0051016
gene-sclt1	sclt1	120042748	protein_coding	NW_024061494.1	2147	26597	-	1	sodium channel and clathrin linker 1	3	2	0	1	GO:0005814|GO:0045162|GO:0060271
gene-scly	scly	120055108	protein_coding	NC_052316.1	46668840	46693360	+	1	selenocysteine lyase	0	0	0	0	
gene-scml2	scml2	120033403	protein_coding	NC_052346.1	20602753	20672044	-	1	Scm polycomb group protein like 2	3	1	1	1	GO:0005515|GO:0005634|GO:0006355
gene-scn1ba	scn1ba	120047573	protein_coding	NC_052311.1	47342204	47350454	+	1	sodium channel, voltage-gated, type I, beta a	5	3	1	1	GO:0001518|GO:0006814|GO:0017080|GO:0086002|GO:0086091
gene-scn2b	scn2b	120018666	protein_coding	NC_052329.1	37569383	37573535	+	1	sodium channel, voltage-gated, type II, beta	1	0	0	1	GO:0016020
gene-scn3b	scn3b	120018833	protein_coding	NC_052329.1	40616617	40627855	+	1	sodium channel, voltage-gated, type III, beta	5	3	1	1	GO:0001518|GO:0006814|GO:0017080|GO:0086005|GO:0086091
gene-scn4aa	scn4aa	120045796	protein_coding	NC_052310.1	23737769	23769069	-	1	sodium channel, voltage-gated, type IV, alpha, a	8	3	2	3	GO:0001518|GO:0005248|GO:0005515|GO:0005886|GO:0019228|GO:0030424|GO:0035725|GO:0086010
gene-scn4ba	scn4ba	120018667	protein_coding	NC_052329.1	37583131	37604603	+	1	sodium channel, voltage-gated, type IV, beta a	7	3	2	2	GO:0001518|GO:0016020|GO:0017080|GO:0044325|GO:0060307|GO:0086002|GO:2000649
gene-scnm1	scnm1	120048422	protein_coding	NC_052311.1	50402299	50404972	-	1	sodium channel modifier 1	2	1	0	1	GO:0005634|GO:0008380
gene-scospondin	scospondin	120050650	protein_coding	NC_052313.1	19117969	19203607	-	1	subcommissural organ spondin	3	0	1	2	GO:0005515|GO:0005615|GO:0031012
gene-scp2a	scp2a	120056155	protein_coding	NC_052317.1	38937875	38957697	-	1	sterol carrier protein 2a	1	0	1	0	GO:0016747
gene-scp2b	scp2b	120054551	protein_coding	NC_052316.1	35592694	35608352	-	1	sterol carrier protein 2b	1	0	0	1	GO:0005829
gene-scpp1	scpp1	120052168	protein_coding	NC_052314.1	48634164	48640447	+	1	secretory calcium-binding phosphoprotein 1	0	0	0	0	
gene-scrib	scrib	120051127	protein_coding	NC_052313.1	24604014	24712140	-	1	scribble planar cell polarity protein	6	2	1	3	GO:0005515|GO:0005912|GO:0014069|GO:0045211|GO:0098887|GO:0098968
gene-scrn3	scrn3	120064384	protein_coding	NC_052325.1	37235086	37240734	-	1	secernin 3	3	1	2	0	GO:0006508|GO:0016805|GO:0070004
gene-scrt1a	scrt1a	120027062	protein_coding	NC_052338.1	23463118	23465029	-	1	scratch family zinc finger 1a	3	1	2	0	GO:0000978|GO:0000981|GO:0006355
gene-scrt2	scrt2	120060817	protein_coding	NC_052322.1	19491862	19496926	-	1	scratch family zinc finger 2	3	1	2	0	GO:0000978|GO:0000981|GO:0006355
gene-scxa	scxa	120027224	protein_coding	NC_052338.1	23711572	23722732	+	1	scleraxis bHLH transcription factor a	5	2	3	0	GO:0000977|GO:0000981|GO:0006357|GO:0032502|GO:0046983
gene-scyl1	scyl1	120047941	protein_coding	NC_052311.1	10019763	10038496	+	1	SCY1-like, kinase-like 1	3	1	2	0	GO:0004672|GO:0005524|GO:0006468
gene-scyl3	scyl3	120055093	protein_coding	NC_052316.1	45589109	45605527	-	1	SCY1-like, kinase-like 3	3	1	2	0	GO:0004672|GO:0005524|GO:0006468
gene-sdad1	sdad1	120044854	protein_coding	NC_052309.1	3082958	3100652	-	1	SDA1 domain containing 1	3	2	0	1	GO:0000055|GO:0005730|GO:0042273
gene-sdc2	sdc2	120026937	protein_coding	NC_052338.1	5500314	5535622	-	1	syndecan 2	3	1	0	2	GO:0009986|GO:0016020|GO:0016477
gene-sdc4	sdc4	120064969	protein_coding	NC_052326.1	3513793	3524667	-	1	syndecan 4	3	1	0	2	GO:0009986|GO:0016020|GO:0016477
gene-sdccag8	sdccag8	120029904	protein_coding	NC_052341.1	17832885	17885342	-	1	SHH signaling and ciliogenesis regulator sdccag8	6	4	0	2	GO:0001764|GO:0005813|GO:0005814|GO:0007098|GO:0030010|GO:0035148
gene-sdf2	sdf2	120021548	protein_coding	NC_052332.1	36577839	36580423	-	1	stromal cell-derived factor 2	0	0	0	0	
gene-sdhaf1	sdhaf1	120056557	protein_coding	NC_052318.1	34537387	34538781	-	1	succinate dehydrogenase complex assembly factor 1	2	1	0	1	GO:0005739|GO:0034553
gene-sdhaf4	sdhaf4	120017913	protein_coding	NC_052328.1	15416576	15422414	-	1	succinate dehydrogenase complex assembly factor 4	2	1	0	1	GO:0005739|GO:0034553
gene-sdhb	sdhb	120060913	protein_coding	NC_052308.1	28461715	28469189	-	1	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	6	3	2	1	GO:0006099|GO:0009055|GO:0009060|GO:0022904|GO:0031966|GO:0051537
gene-sdk2b	sdk2b	120030014	protein_coding	NC_052341.1	14581958	14725132	+	1	sidekick cell adhesion molecule 2b	1	0	1	0	GO:0005515
gene-sdr16c5b	sdr16c5b	120051101	protein_coding	NC_052313.1	22372226	22383624	-	1	short chain dehydrogenase/reductase family 16C, member 5b	2	0	1	1	GO:0005811|GO:0016616
gene-sdr39u1	sdr39u1	120056074	protein_coding	NC_052317.1	33797867	33801867	+	1	short chain dehydrogenase/reductase family 39U, member 1	0	0	0	0	
gene-sdr42e1	sdr42e1	120024948	protein_coding	NC_052336.1	10524096	10526532	+	1	short chain dehydrogenase/reductase family 42E, member 1	2	1	1	0	GO:0003854|GO:0006694
gene-sdsl	sdsl	120060424	protein_coding	NC_052321.1	31318824	31321652	-	1	serine dehydratase-like	5	2	3	0	GO:0003941|GO:0004794|GO:0006565|GO:0006567|GO:0030170
gene-sebox	sebox	120018656	protein_coding	NC_052329.1	34776413	34778710	-	1	SEBOX homeobox	1	0	1	0	GO:0003677
gene-sec13	sec13	120065497	protein_coding	NC_052326.1	52069652	52078278	-	1	SEC13 homolog, nuclear pore and COPII coat complex component	8	4	2	2	GO:0005198|GO:0005515|GO:0006606|GO:0030127|GO:0031080|GO:0032008|GO:0032527|GO:0090114
gene-sec16a	sec16a	120025738	protein_coding	NC_052337.1	47703099	47781269	-	1	SEC16 homolog A, endoplasmic reticulum export factor	6	4	0	2	GO:0006914|GO:0007030|GO:0012507|GO:0048208|GO:0070971|GO:0070973
gene-sec16b	sec16b	120054963	protein_coding	NC_052316.1	33329496	33364195	+	1	SEC16 homolog B, endoplasmic reticulum export factor	6	4	0	2	GO:0006914|GO:0007030|GO:0012507|GO:0048208|GO:0070971|GO:0070973
