site_id	chrom	pos	meth_diff	direction	gene_id	symbol	product	biotype	location_class	in_promoter	exon_overlap	distance_bp
NW_024060346.1:12192	NW_024060346.1	12192	-19.90	hypo_siscowet	gene-LOC120040310	LOC120040310	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3931
NW_024060346.1:12192	NW_024060346.1	12192	-19.90	hypo_siscowet	gene-LOC120040311	LOC120040311	18S ribosomal RNA	rRNA	promoter	1	0	1528
NW_024060346.1:12195	NW_024060346.1	12195	-20.69	hypo_siscowet	gene-LOC120040312	LOC120040312		pseudogene	upstream<=5kb	0	0	4451
NW_024060346.1:12195	NW_024060346.1	12195	-20.69	hypo_siscowet	gene-LOC120040310	LOC120040310	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3928
NW_024060346.1:12195	NW_024060346.1	12195	-20.69	hypo_siscowet	gene-LOC120040311	LOC120040311	18S ribosomal RNA	rRNA	promoter	1	0	1525
NW_024060346.1:12197	NW_024060346.1	12197	-20.35	hypo_siscowet	gene-LOC120040312	LOC120040312		pseudogene	upstream<=5kb	0	0	4449
NW_024060346.1:12197	NW_024060346.1	12197	-20.35	hypo_siscowet	gene-LOC120040310	LOC120040310	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3926
NW_024060346.1:12197	NW_024060346.1	12197	-20.35	hypo_siscowet	gene-LOC120040311	LOC120040311	18S ribosomal RNA	rRNA	promoter	1	0	1523
NW_024060346.1:12248	NW_024060346.1	12248	-19.62	hypo_siscowet	gene-LOC120040312	LOC120040312		pseudogene	upstream<=5kb	0	0	4398
NW_024060346.1:12248	NW_024060346.1	12248	-19.62	hypo_siscowet	gene-LOC120040310	LOC120040310	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3875
NW_024060346.1:12248	NW_024060346.1	12248	-19.62	hypo_siscowet	gene-LOC120040311	LOC120040311	18S ribosomal RNA	rRNA	promoter	1	0	1472
NW_024060346.1:12251	NW_024060346.1	12251	-19.24	hypo_siscowet	gene-LOC120040312	LOC120040312		pseudogene	upstream<=5kb	0	0	4395
NW_024060346.1:12251	NW_024060346.1	12251	-19.24	hypo_siscowet	gene-LOC120040310	LOC120040310	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3872
NW_024060346.1:12251	NW_024060346.1	12251	-19.24	hypo_siscowet	gene-LOC120040311	LOC120040311	18S ribosomal RNA	rRNA	promoter	1	0	1469
NW_024060346.1:12383	NW_024060346.1	12383	-15.07	hypo_siscowet	gene-LOC120040312	LOC120040312		pseudogene	upstream<=5kb	0	0	4263
NW_024060346.1:12383	NW_024060346.1	12383	-15.07	hypo_siscowet	gene-LOC120040310	LOC120040310	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3740
NW_024060346.1:12383	NW_024060346.1	12383	-15.07	hypo_siscowet	gene-LOC120040311	LOC120040311	18S ribosomal RNA	rRNA	promoter	1	0	1337
NW_024060346.1:8833	NW_024060346.1	8833	-16.59	hypo_siscowet	gene-LOC120040311	LOC120040311	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4887
NW_024060346.1:8854	NW_024060346.1	8854	-17.54	hypo_siscowet	gene-LOC120040311	LOC120040311	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4866
NW_024060346.1:9310	NW_024060346.1	9310	-15.71	hypo_siscowet	gene-LOC120040311	LOC120040311	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4410
NW_024060346.1:9344	NW_024060346.1	9344	-16.42	hypo_siscowet	gene-LOC120040311	LOC120040311	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4376
NW_024060346.1:9381	NW_024060346.1	9381	-21.78	hypo_siscowet	gene-LOC120040311	LOC120040311	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4339
NW_024060346.1:9423	NW_024060346.1	9423	-19.53	hypo_siscowet	gene-LOC120040311	LOC120040311	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4297
NW_024060346.1:9464	NW_024060346.1	9464	-24.81	hypo_siscowet	gene-LOC120040311	LOC120040311	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4256
NW_024060346.1:9623	NW_024060346.1	9623	-26.20	hypo_siscowet	gene-LOC120040311	LOC120040311	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4097
NW_024060346.1:9664	NW_024060346.1	9664	-27.72	hypo_siscowet	gene-LOC120040311	LOC120040311	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4056
NW_024060346.1:9710	NW_024060346.1	9710	-23.33	hypo_siscowet	gene-LOC120040311	LOC120040311	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4010
NW_024060346.1:9823	NW_024060346.1	9823	-22.34	hypo_siscowet	gene-LOC120040311	LOC120040311	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3897
NW_024060367.1:10611	NW_024060367.1	10611	-21.63	hypo_siscowet	gene-LOC120040343	LOC120040343		pseudogene	promoter	1	0	1852
NW_024060367.1:10611	NW_024060367.1	10611	-21.63	hypo_siscowet	gene-LOC120040341	LOC120040341	5.8S ribosomal RNA	rRNA	promoter	1	0	1329
NW_024060367.1:10611	NW_024060367.1	10611	-21.63	hypo_siscowet	gene-LOC120040342	LOC120040342	18S ribosomal RNA	rRNA	promoter	1	1	0
NW_024060367.1:13180	NW_024060367.1	13180	-23.83	hypo_siscowet	gene-LOC120040343	LOC120040343		pseudogene	promoter	1	1	0
NW_024060367.1:13180	NW_024060367.1	13180	-23.83	hypo_siscowet	gene-LOC120040341	LOC120040341	5.8S ribosomal RNA	rRNA	promoter	1	0	1086
NW_024060367.1:13180	NW_024060367.1	13180	-23.83	hypo_siscowet	gene-LOC120040342	LOC120040342	18S ribosomal RNA	rRNA	downstream<=5kb	0	0	1807
NW_024060410.1:23441	NW_024060410.1	23441	-25.61	hypo_siscowet	gene-LOC120040361	LOC120040361	transmembrane protein 237A-like	protein_coding	downstream<=5kb	0	0	2073
NW_024060410.1:23656	NW_024060410.1	23656	-15.27	hypo_siscowet	gene-LOC120040361	LOC120040361	transmembrane protein 237A-like	protein_coding	downstream<=5kb	0	0	2288
NW_024060443.1:7383	NW_024060443.1	7383	-16.55	hypo_siscowet	gene-LOC120040401	LOC120040401	28S ribosomal RNA	rRNA	downstream<=5kb	0	0	258
NW_024060443.1:7383	NW_024060443.1	7383	-16.55	hypo_siscowet	gene-LOC120040399	LOC120040399	5.8S ribosomal RNA	rRNA	downstream<=5kb	0	0	4559
NW_024060452.1:394875	NW_024060452.1	394875	-62.53	hypo_siscowet	gene-LOC120040411	LOC120040411	gastrula zinc finger protein XlCGF57.1-like	protein_coding	intron	0	0	0
NW_024060452.1:394878	NW_024060452.1	394878	-61.29	hypo_siscowet	gene-LOC120040411	LOC120040411	gastrula zinc finger protein XlCGF57.1-like	protein_coding	intron	0	0	0
NW_024060452.1:394960	NW_024060452.1	394960	-53.80	hypo_siscowet	gene-LOC120040411	LOC120040411	gastrula zinc finger protein XlCGF57.1-like	protein_coding	intron	0	0	0
NW_024060452.1:394963	NW_024060452.1	394963	-52.04	hypo_siscowet	gene-LOC120040411	LOC120040411	gastrula zinc finger protein XlCGF57.1-like	protein_coding	intron	0	0	0
NW_024060452.1:394975	NW_024060452.1	394975	-53.19	hypo_siscowet	gene-LOC120040411	LOC120040411	gastrula zinc finger protein XlCGF57.1-like	protein_coding	intron	0	0	0
NW_024060452.1:394990	NW_024060452.1	394990	-49.82	hypo_siscowet	gene-LOC120040411	LOC120040411	gastrula zinc finger protein XlCGF57.1-like	protein_coding	intron	0	0	0
NW_024060452.1:395075	NW_024060452.1	395075	-59.76	hypo_siscowet	gene-LOC120040411	LOC120040411	gastrula zinc finger protein XlCGF57.1-like	protein_coding	intron	0	0	0
NW_024060452.1:401316	NW_024060452.1	401316	-28.61	hypo_siscowet	gene-LOC120040413	LOC120040413	uncharacterized LOC120040413	protein_coding	downstream<=5kb	0	0	2504
NW_024060452.1:401316	NW_024060452.1	401316	-28.61	hypo_siscowet	gene-LOC120040411	LOC120040411	gastrula zinc finger protein XlCGF57.1-like	protein_coding	promoter	1	0	0
NW_024060491.1:21546	NW_024060491.1	21546	-21.18	hypo_siscowet	gene-LOC120040459	LOC120040459	18S ribosomal RNA	rRNA	promoter	1	0	802
NW_024060491.1:21546	NW_024060491.1	21546	-21.18	hypo_siscowet	gene-LOC120040458	LOC120040458	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3205
NW_024060491.1:21546	NW_024060491.1	21546	-21.18	hypo_siscowet	gene-LOC120040460	LOC120040460		pseudogene	upstream<=5kb	0	0	3728
NW_024060491.1:21790	NW_024060491.1	21790	-19.87	hypo_siscowet	gene-LOC120040459	LOC120040459	18S ribosomal RNA	rRNA	promoter	1	0	1046
NW_024060491.1:21790	NW_024060491.1	21790	-19.87	hypo_siscowet	gene-LOC120040458	LOC120040458	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3449
NW_024060491.1:21790	NW_024060491.1	21790	-19.87	hypo_siscowet	gene-LOC120040460	LOC120040460		pseudogene	upstream<=5kb	0	0	3972
NW_024060549.1:19989	NW_024060549.1	19989	-16.23	hypo_siscowet	gene-LOC120040513	LOC120040513	18S ribosomal RNA	rRNA	promoter	1	0	815
NW_024060549.1:19989	NW_024060549.1	19989	-16.23	hypo_siscowet	gene-LOC120040512	LOC120040512	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3218
NW_024060549.1:19989	NW_024060549.1	19989	-16.23	hypo_siscowet	gene-LOC120040514	LOC120040514		pseudogene	upstream<=5kb	0	0	3741
NW_024060549.1:20502	NW_024060549.1	20502	-15.65	hypo_siscowet	gene-LOC120040513	LOC120040513	18S ribosomal RNA	rRNA	promoter	1	0	1328
NW_024060549.1:20502	NW_024060549.1	20502	-15.65	hypo_siscowet	gene-LOC120040512	LOC120040512	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3731
NW_024060549.1:20502	NW_024060549.1	20502	-15.65	hypo_siscowet	gene-LOC120040514	LOC120040514		pseudogene	upstream<=5kb	0	0	4254
NW_024060549.1:20541	NW_024060549.1	20541	-16.31	hypo_siscowet	gene-LOC120040513	LOC120040513	18S ribosomal RNA	rRNA	promoter	1	0	1367
NW_024060549.1:20541	NW_024060549.1	20541	-16.31	hypo_siscowet	gene-LOC120040512	LOC120040512	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3770
NW_024060549.1:20541	NW_024060549.1	20541	-16.31	hypo_siscowet	gene-LOC120040514	LOC120040514		pseudogene	upstream<=5kb	0	0	4293
NW_024060549.1:20572	NW_024060549.1	20572	-15.32	hypo_siscowet	gene-LOC120040513	LOC120040513	18S ribosomal RNA	rRNA	promoter	1	0	1398
NW_024060549.1:20572	NW_024060549.1	20572	-15.32	hypo_siscowet	gene-LOC120040512	LOC120040512	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3801
NW_024060549.1:20572	NW_024060549.1	20572	-15.32	hypo_siscowet	gene-LOC120040514	LOC120040514		pseudogene	upstream<=5kb	0	0	4324
NW_024060549.1:20607	NW_024060549.1	20607	-15.59	hypo_siscowet	gene-LOC120040513	LOC120040513	18S ribosomal RNA	rRNA	promoter	1	0	1433
NW_024060549.1:20607	NW_024060549.1	20607	-15.59	hypo_siscowet	gene-LOC120040512	LOC120040512	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3836
NW_024060549.1:20607	NW_024060549.1	20607	-15.59	hypo_siscowet	gene-LOC120040514	LOC120040514		pseudogene	upstream<=5kb	0	0	4359
NW_024060549.1:20618	NW_024060549.1	20618	-19.57	hypo_siscowet	gene-LOC120040513	LOC120040513	18S ribosomal RNA	rRNA	promoter	1	0	1444
NW_024060549.1:20618	NW_024060549.1	20618	-19.57	hypo_siscowet	gene-LOC120040512	LOC120040512	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3847
NW_024060549.1:20618	NW_024060549.1	20618	-19.57	hypo_siscowet	gene-LOC120040514	LOC120040514		pseudogene	upstream<=5kb	0	0	4370
NW_024060549.1:20644	NW_024060549.1	20644	-21.58	hypo_siscowet	gene-LOC120040513	LOC120040513	18S ribosomal RNA	rRNA	promoter	1	0	1470
NW_024060549.1:20644	NW_024060549.1	20644	-21.58	hypo_siscowet	gene-LOC120040512	LOC120040512	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3873
NW_024060549.1:20644	NW_024060549.1	20644	-21.58	hypo_siscowet	gene-LOC120040514	LOC120040514		pseudogene	upstream<=5kb	0	0	4396
NW_024060549.1:20695	NW_024060549.1	20695	-25.66	hypo_siscowet	gene-LOC120040513	LOC120040513	18S ribosomal RNA	rRNA	promoter	1	0	1521
NW_024060549.1:20695	NW_024060549.1	20695	-25.66	hypo_siscowet	gene-LOC120040512	LOC120040512	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3924
NW_024060549.1:20695	NW_024060549.1	20695	-25.66	hypo_siscowet	gene-LOC120040514	LOC120040514		pseudogene	upstream<=5kb	0	0	4447
NW_024060549.1:20697	NW_024060549.1	20697	-28.01	hypo_siscowet	gene-LOC120040513	LOC120040513	18S ribosomal RNA	rRNA	promoter	1	0	1523
NW_024060549.1:20697	NW_024060549.1	20697	-28.01	hypo_siscowet	gene-LOC120040512	LOC120040512	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3926
NW_024060549.1:20697	NW_024060549.1	20697	-28.01	hypo_siscowet	gene-LOC120040514	LOC120040514		pseudogene	upstream<=5kb	0	0	4449
NW_024060549.1:20738	NW_024060549.1	20738	-29.32	hypo_siscowet	gene-LOC120040513	LOC120040513	18S ribosomal RNA	rRNA	promoter	1	0	1564
NW_024060549.1:20738	NW_024060549.1	20738	-29.32	hypo_siscowet	gene-LOC120040512	LOC120040512	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3967
NW_024060549.1:20738	NW_024060549.1	20738	-29.32	hypo_siscowet	gene-LOC120040514	LOC120040514		pseudogene	upstream<=5kb	0	0	4490
NW_024060549.1:20741	NW_024060549.1	20741	-24.85	hypo_siscowet	gene-LOC120040513	LOC120040513	18S ribosomal RNA	rRNA	promoter	1	0	1567
NW_024060549.1:20741	NW_024060549.1	20741	-24.85	hypo_siscowet	gene-LOC120040512	LOC120040512	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3970
NW_024060549.1:20741	NW_024060549.1	20741	-24.85	hypo_siscowet	gene-LOC120040514	LOC120040514		pseudogene	upstream<=5kb	0	0	4493
NW_024060549.1:20750	NW_024060549.1	20750	-25.24	hypo_siscowet	gene-LOC120040513	LOC120040513	18S ribosomal RNA	rRNA	promoter	1	0	1576
NW_024060549.1:20750	NW_024060549.1	20750	-25.24	hypo_siscowet	gene-LOC120040512	LOC120040512	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3979
NW_024060549.1:20750	NW_024060549.1	20750	-25.24	hypo_siscowet	gene-LOC120040514	LOC120040514		pseudogene	upstream<=5kb	0	0	4502
NW_024060549.1:20758	NW_024060549.1	20758	-20.29	hypo_siscowet	gene-LOC120040513	LOC120040513	18S ribosomal RNA	rRNA	promoter	1	0	1584
NW_024060549.1:20758	NW_024060549.1	20758	-20.29	hypo_siscowet	gene-LOC120040512	LOC120040512	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3987
NW_024060549.1:20758	NW_024060549.1	20758	-20.29	hypo_siscowet	gene-LOC120040514	LOC120040514		pseudogene	upstream<=5kb	0	0	4510
NW_024060549.1:20768	NW_024060549.1	20768	-25.20	hypo_siscowet	gene-LOC120040513	LOC120040513	18S ribosomal RNA	rRNA	promoter	1	0	1594
NW_024060549.1:20768	NW_024060549.1	20768	-25.20	hypo_siscowet	gene-LOC120040512	LOC120040512	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3997
NW_024060549.1:20768	NW_024060549.1	20768	-25.20	hypo_siscowet	gene-LOC120040514	LOC120040514		pseudogene	upstream<=5kb	0	0	4520
NW_024060549.1:21022	NW_024060549.1	21022	-22.94	hypo_siscowet	gene-LOC120040513	LOC120040513	18S ribosomal RNA	rRNA	promoter	1	0	1848
NW_024060549.1:21022	NW_024060549.1	21022	-22.94	hypo_siscowet	gene-LOC120040512	LOC120040512	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4251
NW_024060549.1:21022	NW_024060549.1	21022	-22.94	hypo_siscowet	gene-LOC120040514	LOC120040514		pseudogene	upstream<=5kb	0	0	4774
NW_024060549.1:21100	NW_024060549.1	21100	-27.53	hypo_siscowet	gene-LOC120040513	LOC120040513	18S ribosomal RNA	rRNA	promoter	1	0	1926
NW_024060549.1:21100	NW_024060549.1	21100	-27.53	hypo_siscowet	gene-LOC120040512	LOC120040512	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4329
NW_024060549.1:21100	NW_024060549.1	21100	-27.53	hypo_siscowet	gene-LOC120040514	LOC120040514		pseudogene	upstream<=5kb	0	0	4852
NW_024060549.1:21169	NW_024060549.1	21169	-21.86	hypo_siscowet	gene-LOC120040513	LOC120040513	18S ribosomal RNA	rRNA	promoter	1	0	1995
NW_024060549.1:21169	NW_024060549.1	21169	-21.86	hypo_siscowet	gene-LOC120040512	LOC120040512	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4398
NW_024060549.1:21169	NW_024060549.1	21169	-21.86	hypo_siscowet	gene-LOC120040514	LOC120040514		pseudogene	upstream<=5kb	0	0	4921
NW_024060549.1:21278	NW_024060549.1	21278	-34.31	hypo_siscowet	gene-LOC120040513	LOC120040513	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	2104
NW_024060549.1:21278	NW_024060549.1	21278	-34.31	hypo_siscowet	gene-LOC120040512	LOC120040512	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4507
NW_024060654.1:4265	NW_024060654.1	4265	15.13	hyper_siscowet	gene-LOC120040613	LOC120040613	18S ribosomal RNA	rRNA	promoter	1	0	867
NW_024060654.1:4265	NW_024060654.1	4265	15.13	hyper_siscowet	gene-LOC120040612	LOC120040612	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3270
NW_024060654.1:4974	NW_024060654.1	4974	-29.40	hypo_siscowet	gene-LOC120040613	LOC120040613	18S ribosomal RNA	rRNA	promoter	1	0	1576
NW_024060654.1:4974	NW_024060654.1	4974	-29.40	hypo_siscowet	gene-LOC120040612	LOC120040612	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3979
NW_024060700.1:5164	NW_024060700.1	5164	-24.22	hypo_siscowet	gene-LOC120040679	LOC120040679		pseudogene	downstream<=5kb	0	0	269
NW_024060700.1:5521	NW_024060700.1	5521	-19.84	hypo_siscowet	gene-LOC120040677	LOC120040677	5.8S ribosomal RNA	rRNA	downstream<=5kb	0	0	4727
NW_024060700.1:5521	NW_024060700.1	5521	-19.84	hypo_siscowet	gene-LOC120040679	LOC120040679		pseudogene	exon	0	1	0
NW_024060700.1:7210	NW_024060700.1	7210	-15.17	hypo_siscowet	gene-LOC120040678	LOC120040678	18S ribosomal RNA	rRNA	downstream<=5kb	0	0	3759
NW_024060700.1:7210	NW_024060700.1	7210	-15.17	hypo_siscowet	gene-LOC120040677	LOC120040677	5.8S ribosomal RNA	rRNA	downstream<=5kb	0	0	3038
NW_024060700.1:7210	NW_024060700.1	7210	-15.17	hypo_siscowet	gene-LOC120040679	LOC120040679		pseudogene	exon	0	1	0
NW_024060700.1:7364	NW_024060700.1	7364	-17.62	hypo_siscowet	gene-LOC120040678	LOC120040678	18S ribosomal RNA	rRNA	downstream<=5kb	0	0	3605
NW_024060700.1:7364	NW_024060700.1	7364	-17.62	hypo_siscowet	gene-LOC120040677	LOC120040677	5.8S ribosomal RNA	rRNA	downstream<=5kb	0	0	2884
NW_024060700.1:7364	NW_024060700.1	7364	-17.62	hypo_siscowet	gene-LOC120040679	LOC120040679		pseudogene	exon	0	1	0
NW_024060731.1:14894	NW_024060731.1	14894	-15.83	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	promoter	1	0	1584
NW_024060731.1:14894	NW_024060731.1	14894	-15.83	hypo_siscowet	gene-LOC120040705	LOC120040705	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3987
NW_024060731.1:14894	NW_024060731.1	14894	-15.83	hypo_siscowet	gene-LOC120040707	LOC120040707		pseudogene	upstream<=5kb	0	0	4510
NW_024060731.1:16717	NW_024060731.1	16717	-24.18	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3407
NW_024060731.1:16763	NW_024060731.1	16763	-23.94	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3453
NW_024060731.1:16794	NW_024060731.1	16794	-25.38	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3484
NW_024060731.1:16804	NW_024060731.1	16804	-25.30	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3494
NW_024060731.1:16846	NW_024060731.1	16846	-25.06	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3536
NW_024060731.1:16883	NW_024060731.1	16883	-24.29	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3573
NW_024060731.1:16917	NW_024060731.1	16917	-23.54	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3607
NW_024060731.1:16963	NW_024060731.1	16963	-24.03	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3653
NW_024060731.1:16973	NW_024060731.1	16973	-16.26	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3663
NW_024060731.1:17046	NW_024060731.1	17046	-20.95	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3736
NW_024060731.1:17083	NW_024060731.1	17083	-24.98	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3773
NW_024060731.1:17163	NW_024060731.1	17163	-17.98	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3853
NW_024060731.1:17173	NW_024060731.1	17173	-17.63	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3863
NW_024060731.1:17194	NW_024060731.1	17194	-20.54	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3884
NW_024060731.1:17204	NW_024060731.1	17204	-20.74	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3894
NW_024060731.1:17446	NW_024060731.1	17446	-21.61	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4136
NW_024060731.1:17483	NW_024060731.1	17483	-25.17	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4173
NW_024060731.1:17517	NW_024060731.1	17517	-27.86	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4207
NW_024060731.1:17563	NW_024060731.1	17563	-24.81	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4253
NW_024060731.1:17604	NW_024060731.1	17604	-28.13	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4294
NW_024060731.1:17646	NW_024060731.1	17646	-28.49	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4336
NW_024060731.1:17683	NW_024060731.1	17683	-26.10	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4373
NW_024060731.1:17717	NW_024060731.1	17717	-24.82	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4407
NW_024060731.1:17804	NW_024060731.1	17804	-21.48	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4494
NW_024060731.1:17846	NW_024060731.1	17846	-25.81	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4536
NW_024060731.1:17917	NW_024060731.1	17917	-33.28	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4607
NW_024060731.1:17963	NW_024060731.1	17963	-30.04	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4653
NW_024060731.1:18004	NW_024060731.1	18004	-28.45	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4694
NW_024060731.1:18046	NW_024060731.1	18046	-21.24	hypo_siscowet	gene-LOC120040706	LOC120040706	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4736
NW_024060736.1:5506	NW_024060736.1	5506	-19.15	hypo_siscowet	gene-LOC120040718	LOC120040718	U5 spliceosomal RNA	snRNA	upstream<=5kb	0	0	3517
NW_024060736.1:5506	NW_024060736.1	5506	-19.15	hypo_siscowet	gene-LOC120040726	LOC120040726	U2 spliceosomal RNA	snRNA	upstream<=5kb	0	0	2955
NW_024060736.1:5506	NW_024060736.1	5506	-19.15	hypo_siscowet	gene-LOC120040717	LOC120040717	U5 spliceosomal RNA	snRNA	upstream<=5kb	0	0	2442
NW_024060736.1:5506	NW_024060736.1	5506	-19.15	hypo_siscowet	gene-LOC120040725	LOC120040725	U2 spliceosomal RNA	snRNA	promoter	1	0	1880
NW_024060736.1:5506	NW_024060736.1	5506	-19.15	hypo_siscowet	gene-LOC120040716	LOC120040716	U5 spliceosomal RNA	snRNA	promoter	1	0	1368
NW_024060736.1:5506	NW_024060736.1	5506	-19.15	hypo_siscowet	gene-LOC120040721	LOC120040721	U2 spliceosomal RNA	snRNA	promoter	1	0	806
NW_024060736.1:5506	NW_024060736.1	5506	-19.15	hypo_siscowet	gene-LOC120040715	LOC120040715	U5 spliceosomal RNA	snRNA	promoter	1	0	293
NW_024060736.1:5506	NW_024060736.1	5506	-19.15	hypo_siscowet	gene-LOC120040709	LOC120040709	U2 spliceosomal RNA	snRNA	promoter	1	0	82
NW_024060736.1:5506	NW_024060736.1	5506	-19.15	hypo_siscowet	gene-LOC120040714	LOC120040714	U5 spliceosomal RNA	snRNA	promoter	1	0	669
NW_024060761.1:14529	NW_024060761.1	14529	-18.44	hypo_siscowet	gene-LOC120040743	LOC120040743	18S ribosomal RNA	rRNA	promoter	1	0	1576
NW_024060761.1:14529	NW_024060761.1	14529	-18.44	hypo_siscowet	gene-LOC120040742	LOC120040742	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3979
NW_024060761.1:14529	NW_024060761.1	14529	-18.44	hypo_siscowet	gene-LOC120040745	LOC120040745		pseudogene	upstream<=5kb	0	0	4502
NW_024060761.1:15386	NW_024060761.1	15386	-22.89	hypo_siscowet	gene-LOC120040743	LOC120040743	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	2433
