gene_id	symbol	product	biotype	lean_del_n	lean_del_bp	sisco_del_n	sisco_del_bp	lean_ins_n	sisco_ins_n	ecotype_skew_note
gene-slc16a4	slc16a4	solute carrier family 16 member 4	protein_coding	3	386	10	1424	9	48	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc17a7a	slc17a7a	solute carrier family 17 member 7a	protein_coding	20	5507	20	8045	58	205	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc17a8	slc17a8	solute carrier family 17 member 8	protein_coding	0	0	0	0	0	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc19a3a	slc19a3a	solute carrier family 19 member 3a	protein_coding	3	319	5	779	2	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc1a2a	slc1a2a	solute carrier family 1 member 2a	protein_coding	1	172	2	107	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc1a4	slc1a4	solute carrier family 1 member 4	protein_coding	11	2337	10	1743	36	62	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc1a7a	slc1a7a	solute carrier family 1 member 7a	protein_coding	19	7006	15	1490	176	241	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc1a7b	slc1a7b	solute carrier family 1 member 7b	protein_coding	1	55	3	262	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc20a2	slc20a2	solute carrier family 20 member 2	protein_coding	12	3123	28	5918	25	65	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc22a16	slc22a16	solute carrier family 22 member 16	protein_coding	0	0	0	0	1	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc24a3	slc24a3	solute carrier family 24 member 3	protein_coding	1	86	1	68	4	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc24a4a	slc24a4a	solute carrier family 24 member 4a	protein_coding	2	170	1	274	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc24a5	slc24a5	solute carrier family 24 member 5	protein_coding	9	1991	9	2863	3	45	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc25a15a	slc25a15a	solute carrier family 25 member 15a	protein_coding	5	466	6	1037	11	17	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc25a19	slc25a19	solute carrier family 25 member 19	protein_coding	0	0	0	0	3	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc25a20	slc25a20	solute carrier family 25 member 20	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc25a21	slc25a21	solute carrier family 25 member 21	protein_coding	5	1066	13	1991	4	8	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc25a23a	slc25a23a	solute carrier family 25 member 23a	protein_coding	6	2044	8	1167	20	34	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc25a24l	slc25a24l	solute carrier family 25 member 24, like	protein_coding	2	398	9	917	4	19	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc25a26	slc25a26	solute carrier family 25 member 26	protein_coding	4	1870	5	582	2	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc25a29	slc25a29	solute carrier family 25 member 29	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc25a35	slc25a35	solute carrier family 25 member 35	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc25a42	slc25a42	solute carrier family 25 member 42	protein_coding	4	1230	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc25a47b	slc25a47b	solute carrier family 25 member 47b	protein_coding	0	0	0	0	0	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc26a2	slc26a2	solute carrier family 26 member 2	protein_coding	1	142	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc26a6	slc26a6	solute carrier family 26 member 6	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc26a6l	slc26a6l	solute carrier family 26 member 6, like	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc27a4	slc27a4	solute carrier family 27 member 4	protein_coding	1	56	1	92	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc27a6	slc27a6	solute carrier family 27 member 6	protein_coding	2	335	1	70	2	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc29a1a	slc29a1a	solute carrier family 29 member 1a	protein_coding	0	0	1	640	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc29a1b	slc29a1b	solute carrier family 29 member 1b	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc29a3	slc29a3	solute carrier family 29 member 3	protein_coding	7	1218	7	1291	11	21	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc2a10	slc2a10	solute carrier family 2 member 10	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc2a12	slc2a12	solute carrier family 2 member 12	protein_coding	2	402	1	150	1	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc2a15a	slc2a15a	solute carrier family 2 member 15a	protein_coding	0	0	0	0	0	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc2a2	slc2a2	solute carrier family 2 member 2	protein_coding	15	2535	16	3062	40	77	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc2a9l2	slc2a9l2	solute carrier family 2 member 9, like 2	protein_coding	5	5420	1	50	9	6	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc30a4	slc30a4	solute carrier family 30 member 4	protein_coding	1	247	1	105	6	7	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc30a7	slc30a7	solute carrier family 30 member 7	protein_coding	0	0	0	0	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc34a1b	slc34a1b	solute carrier family 34 member 1b	protein_coding	6	1181	7	2083	7	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc35e1	slc35e1	solute carrier family 35 member E1	protein_coding	1	123	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc35e3	slc35e3	solute carrier family 35 member E3	protein_coding	2	343	3	530	7	9	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc36a4	slc36a4	solute carrier family 36 member 4	protein_coding	18	4718	26	5115	25	49	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc37a2	slc37a2	solute carrier family 37 member 2	protein_coding	1	52	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc38a6	slc38a6	solute carrier family 38 member 6	protein_coding	1	54	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc38a8a	slc38a8a	solute carrier family 38 member 8a	protein_coding	1	119	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc38a9	slc38a9	solute carrier family 38 member 9	protein_coding	2	579	3	840	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc39a10	slc39a10	solute carrier family 39 member 10	protein_coding	1	128	0	0	0	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc39a14	slc39a14	solute carrier family 39 member 14	protein_coding	8	4340	3	361	14	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc39a5	slc39a5	solute carrier family 39 member 5	protein_coding	0	0	2	555	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc39a6	slc39a6	solute carrier family 39 member 6	protein_coding	0	0	1	60	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc39a7	slc39a7	solute carrier family 39 member 7	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc39a8	slc39a8	solute carrier family 39 member 8	protein_coding	15	4317	25	12187	30	70	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc39a9	slc39a9	solute carrier family 39 member 9	protein_coding	3	246	4	709	5	9	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc41a2a	slc41a2a	solute carrier family 41 member 2a	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc43a1a	slc43a1a	solute carrier family 43 member 1a	protein_coding	1	100	0	0	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc43a1b	slc43a1b	solute carrier family 43 member 1b	protein_coding	9	1465	11	3435	5	15	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc44a2	slc44a2	solute carrier family 44 member 2	protein_coding	4	501	3	870	4	10	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc44a4	slc44a4	solute carrier family 44 member 4	protein_coding	0	0	0	0	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc45a2	slc45a2	solute carrier family 45 member 2	protein_coding	1	242	0	0	2	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc45a4b	slc45a4b	solute carrier family 45 member 4b	protein_coding	4	1907	3	1439	12	20	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc46a3	slc46a3	solute carrier family 46 member 3	protein_coding	3	465	5	541	5	24	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc47a1	slc47a1	solute carrier family 47 member 1	protein_coding	3	2614	11	3090	3	30	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc4a1b	slc4a1b	solute carrier family 4 member 1b (Diego blood group)	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc4a8	slc4a8	solute carrier family 4 member 8	protein_coding	0	0	2	2952	3	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc5a6b	slc5a6b	solute carrier family 5 member 6	protein_coding	0	0	2	248	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc6a11a	slc6a11a	solute carrier family 6 member 11a	protein_coding	1	72	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc6a15	slc6a15	solute carrier family 6 member 15	protein_coding	1	54	0	0	1	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc6a16a	slc6a16a	solute carrier family 6 member 16a	protein_coding	6	1154	8	2215	33	134	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc6a1b	slc6a1b	solute carrier family 6 member 1b	protein_coding	3	354	6	846	8	9	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc6a6b	slc6a6b	solute carrier family 6 member 6b	protein_coding	2	155	2	370	12	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc7a10b	slc7a10b	solute carrier family 7 member 10b	protein_coding	1	162	3	197	1	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc7a2	slc7a2	solute carrier family 7 member 2	protein_coding	0	0	4	1260	18	11	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc8a1a	slc8a1a	solute carrier family 8 member 1a	protein_coding	0	0	2	136	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc8a2a	slc8a2a	solute carrier family 8 member 2a	protein_coding	0	0	1	124	1	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc8a2b	slc8a2b	solute carrier family 8 member 2b	protein_coding	5	395	3	976	1	7	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc8a4a	slc8a4a	solute carrier family 8 member 4a	protein_coding	9	5096	4	5138	32	67	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc9a1a	slc9a1a	solute carrier family 9 member A1a	protein_coding	0	0	3	615	3	10	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc9a2	slc9a2	solute carrier family 9 member 2	protein_coding	2	118	0	0	7	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc9a5	slc9a5	solute carrier family 9 member A5	protein_coding	11	1285	13	3592	20	75	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slc9a8	slc9a8	solute carrier family 9 member 8	protein_coding	1	65	0	0	3	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slco2a1	slco2a1	solute carrier organic anion transporter family, member 2A1	protein_coding	7	884	12	1085	14	8	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slco3a1	slco3a1	solute carrier organic anion transporter family, member 3A1	protein_coding	0	0	1	54	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slf1	slf1	SMC5-SMC6 complex localization factor 1	protein_coding	1	696	0	0	2	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slit1a	slit1a	slit homolog 1a (Drosophila)	protein_coding	25	4218	27	4956	19	44	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slit3	slit3	slit homolog 3 (Drosophila)	protein_coding	1	119	2	177	8	9	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slitrk3a	slitrk3a	SLIT and NTRK-like family, member 3a	protein_coding	1	64	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-slmapa	slmapa	sarcolemma associated protein a	protein_coding	57	12397	30	9868	111	83	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smad1	smad1	SMAD family member 1	protein_coding	1	67	1	70	1	7	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smad3a	smad3a	SMAD family member 3a	protein_coding	15	4916	16	5516	34	51	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smad7	smad7	SMAD family member 7	protein_coding	10	3320	12	3902	18	16	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smad9	smad9	SMAD family member 9	protein_coding	10	1883	3	433	3	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smarca1	smarca1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smarcal1	smarcal1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a-like 1	protein_coding	5	479	11	2248	13	10	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smarcc2	smarcc2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	protein_coding	1	97	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smc1a	smc1a	structural maintenance of chromosomes 1A	protein_coding	1	612	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smc2	smc2	structural maintenance of chromosomes 2	protein_coding	14	4113	16	6349	77	80	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smc3	smc3	structural maintenance of chromosomes 3	protein_coding	0	0	2	130	13	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smc4	smc4	structural maintenance of chromosomes 4	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smc6	smc6	structural maintenance of chromosomes 6	protein_coding	1	51	1	94	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smchd1	smchd1	structural maintenance of chromosomes flexible hinge domain containing 1	protein_coding	0	0	1	197	2	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smfn	smfn	small fragment nuclease	protein_coding	0	0	0	0	0	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smg6	smg6	SMG6 nonsense mediated mRNA decay factor	protein_coding	0	0	0	0	3	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smim14	smim14	small integral membrane protein 14	protein_coding	3	283	5	438	7	16	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smim18	smim18	small integral membrane protein 18	protein_coding	1	58	3	291	0	6	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smpd1	smpd1	sphingomyelin phosphodiesterase 1	protein_coding	7	1003	8	3679	6	22	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smpd5	smpd5	sphingomyelin phosphodiesterase 5	protein_coding	1	9270	3	313	9	16	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smpdl3a	smpdl3a	sphingomyelin phosphodiesterase acid like 3A	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smx5	smx5	smx5	protein_coding	0	0	0	0	2	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smyd1a	smyd1a	SET and MYND domain containing 1a	protein_coding	6	1505	6	2616	0	20	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smyd3	smyd3	SET and MYND domain containing 3	protein_coding	4	963	9	833	12	9	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-smyd4	smyd4	SET and MYND domain containing 4	protein_coding	2	688	2	166	2	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snap29	snap29	synaptosome associated protein 29	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snap91a	snap91a	synaptosome associated protein 91a	protein_coding	2	141	0	0	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snapc2	snapc2	small nuclear RNA activating complex, polypeptide 2	protein_coding	0	0	0	0	2	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snapc3	snapc3	small nuclear RNA activating complex, polypeptide 3	protein_coding	0	0	0	0	2	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snapc5	snapc5	small nuclear RNA activating complex, polypeptide 5	protein_coding	1	216	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sncb	sncb	synuclein, beta	protein_coding	3	455	3	538	16	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snd1	snd1	staphylococcal nuclease and tudor domain containing 1	protein_coding	32	3999	42	7047	54	84	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snrka	snrka	SNF related kinase a	protein_coding	16	6141	7	7905	7	14	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snrkb	snrkb	SNF related kinase b	protein_coding	1	56	1	139	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sntb1	sntb1	syntrophin, basic 1	protein_coding	18	4087	23	7049	115	54	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sntb2	sntb2	syntrophin, beta 2	protein_coding	0	0	0	0	6	7	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sntg2	sntg2	syntrophin, gamma 2	protein_coding	38	16463	44	11313	41	39	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snu13a	snu13a	SNU13 homolog, small nuclear ribonucleoprotein a (U4/U6.U5)	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snupn	snupn	snurportin 1	protein_coding	0	0	1	144	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snx16	snx16	sorting nexin 16	protein_coding	1	186	0	0	0	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snx17	snx17	sorting nexin 17	protein_coding	13	7006	2	347	46	12	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snx19a	snx19a	sorting nexin 19a	protein_coding	0	0	0	0	1	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snx2	snx2	sorting nexin 2	protein_coding	0	0	0	0	2	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snx22	snx22	sorting nexin 22	protein_coding	0	0	1	130	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snx25	snx25	sorting nexin 25	protein_coding	3	401	1	652	8	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snx27a	snx27a	sorting nexin 27a	protein_coding	0	0	0	0	0	7	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snx29	snx29	sorting nexin 29	protein_coding	9	883	2	100	4	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snx30	snx30	sorting nexin family member 30	protein_coding	7	1218	18	4363	0	12	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-snx7	snx7	sorting nexin 7	protein_coding	0	0	0	0	2	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-soat2	soat2	sterol O-acyltransferase 2	protein_coding	6	783	4	820	9	10	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sobpa	sobpa	sine oculis binding protein homolog (Drosophila) a	protein_coding	2	111	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-soga3a	soga3a	SOGA family member 3a	protein_coding	5	17455	7	946	96	79	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sorbs2a	sorbs2a	sorbin and SH3 domain containing 2a	protein_coding	4	319	1	59	5	9	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sos2	sos2	son of sevenless homolog 2 (Drosophila)	protein_coding	29	5067	30	5046	63	91	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sox18	sox18	SRY-box transcription factor 18	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sp1	sp1	sp1 transcription factor	protein_coding	1	109	2	421	0	5	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sp2	sp2	sp2 transcription factor	protein_coding	0	0	1	90	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spag17	spag17	sperm associated antigen 17	protein_coding	16	4917	17	4790	31	21	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spag9a	spag9a	sperm associated antigen 9a	protein_coding	1	54	9	600	3	6	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sparta	sparta	spartin a	protein_coding	7	4463	29	6165	1	12	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spata1	spata1	spermatogenesis associated 1	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spata13	spata13	spermatogenesis associated 13	protein_coding	1	334	2	168	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spata17	spata17	spermatogenesis associated 17	protein_coding	2	197	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spata20	spata20	spermatogenesis associated 20	protein_coding	3	659	5	787	5	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spata5	spata5	spermatogenesis associated 5	protein_coding	2	179	4	519	0	9	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spata5l1	spata5l1	spermatogenesis associated 5-like 1	protein_coding	0	0	1	50	0	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spcs2	spcs2	signal peptidase complex subunit 2	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-specc1	specc1	sperm antigen with calponin homology and coiled-coil domains 1	protein_coding	1	98	0	0	2	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spef1	spef1	sperm flagellar 1	protein_coding	2	503	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spef2	spef2	sperm flagellar 2	protein_coding	5	1291	4	1069	2	7	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spen	spen	spen family transcriptional repressor	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spidr	spidr	scaffold protein involved in DNA repair	protein_coding	0	0	1	52	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spint1b	spint1b	serine peptidase inhibitor, Kunitz type 1 b	protein_coding	0	0	0	0	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spns2	spns2	spinster homolog 2 (Drosophila)	protein_coding	4	335	2	186	6	5	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spns3	spns3	spinster homolog 3 (Drosophila)	protein_coding	0	0	0	0	2	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spock1	spock1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	protein_coding	16	2799	18	2350	37	46	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spon1b	spon1b	spondin 1b	protein_coding	21	7515	13	3081	37	88	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spred1	spred1	sprouty related EVH1 domain containing 1	protein_coding	1	6944	4	3839	6	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-spryd3	spryd3	SPRY domain containing 3	protein_coding	1	108	1	78	2	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sptan1	sptan1	spectrin alpha, non-erythrocytic 1	protein_coding	1	80	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sptbn5	sptbn5	spectrin, beta, non-erythrocytic 5	protein_coding	2	182	1	51	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sptlc1	sptlc1	serine palmitoyltransferase, long chain base subunit 1	protein_coding	0	0	0	0	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sptlc2a	sptlc2a	serine palmitoyltransferase, long chain base subunit 2a	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sptssa	sptssa	serine palmitoyltransferase, small subunit A	protein_coding	1	78	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sqor	sqor	sulfide quinone oxidoreductase	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-srbd1	srbd1	S1 RNA binding domain 1	protein_coding	2	559	6	9750	1	31	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-srebf1	srebf1	sterol regulatory element binding transcription factor 1	protein_coding	2	136	7	1218	27	7	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-srgap2	srgap2	SLIT-ROBO Rho GTPase activating protein 2	protein_coding	10	3332	16	4228	14	23	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-srl	srl	sarcalumenin	protein_coding	8	1355	10	5252	2	60	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-srpx	srpx	sushi-repeat containing protein X-linked	protein_coding	0	0	2	238	3	10	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-srrm3	srrm3	serine/arginine repetitive matrix 3	protein_coding	0	0	3	308	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-srrm4	srrm4	serine/arginine repetitive matrix 4	protein_coding	1	154	0	0	1	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-ssh2b	ssh2b	slingshot protein phosphatase 2b	protein_coding	9	692	5	596	9	12	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-ssuh2.1	ssuh2.1	ssu-2 homolog, tandem duplicate 1	protein_coding	6	920	10	1987	7	22	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-ssuh2rs1	ssuh2rs1	ssu-2 homolog, related sequence 1	protein_coding	0	0	1	103	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-st3gal3a	st3gal3a	ST3 beta-galactoside alpha-2,3-sialyltransferase 3a	protein_coding	4	477	0	0	3	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-st3gal7	st3gal7	ST3 beta-galactoside alpha-2,3-sialyltransferase 7	protein_coding	3	372	4	268	4	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-st6gal1	st6gal1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	protein_coding	1	1851	1	63	3	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-st6galnac	st6galnac	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase	protein_coding	0	0	1	70	1	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
